id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,True,True,1024,DLMT,1.5005220633633178,2048,2,1,1,8,4,2,128,10,1.5021599999999997,True,False,True,0.002642706945538982,1.5037979366366816,False
2,False,True,32,DLMT,2.545986054067449,1024,1,2048,30,1,1,1024,1,10,2.5543310000000004,True,False,True,0.013464041332378576,2.562675945932552,False
3,False,True,1,DLMT,2.5251865548514734,32,2,512,8,11,1,2048,2048,10,2.5260969999999996,False,False,True,0.0014689455401750197,2.527007445148526,False
4,False,True,2048,DLMT,2.8020873728336633,32,512,256,3,1,30,4,4,10,2.803197,False,False,False,0.0017903131011082515,2.8043066271663366,False
5,False,True,2048,DLMT,1.6217247414292995,1,1024,2048,1,19,5,8,32,10,1.6238950000000003,True,False,True,0.0035015746457843955,1.6260652585707012,False
6,False,True,8,DLMT,2.001646715251017,512,2,512,1,3,4,2,1,10,2.0022349999999998,False,False,False,0.0009491601550844933,2.0028232847489824,False
7,True,True,256,DLMT,0.1968912432451031,4,4,8,21,1,1,512,2048,10,0.2053614,True,True,False,0.013666061057963995,0.2138315567548969,False
8,True,True,2048,DLMT,1.2055550888638715,256,16,2048,5,1,16,1,64,10,1.206903,True,False,True,0.0021747691831548637,1.2082509111361286,False
9,True,True,8,DLMT,1.4435224303683736,4,4,1024,7,1,11,16,1,10,1.445881,True,False,False,0.0038054026068209817,1.4482395696316264,False
10,False,True,512,DLMT,1.6696657050060708,2048,16,2048,4,1,29,16,1,10,1.670391,False,True,False,0.0011702175011509561,1.671116294993929,False
11,True,True,1,DLMT,2.9042979279415375,1,8,512,3,1,1,2,4,10,2.904559,False,True,True,0.00042122321873326086,2.9048200720584623,False
12,True,True,16,DLMT,1.131180767060214,32,2,2048,3,1,29,1,32,10,1.132154,False,True,False,0.0015702496616780094,1.1331272329397861,False
13,False,True,1,DLMT,0.21688554766056528,128,2048,1,21,3,1,8,1,10,0.2382225,True,True,True,0.034425820194296027,0.2595594523394347,False
