id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,False,1,DLMT,8,1024,1,1,5,3,2048,1,16.010558775077637,0.0919046,True,True,False,89
