id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.14659449555330956,1,512,1,1,1,29,24,DLMT,15,512,512,2048,0.14643344730383334,0.00024305913280684647,1,0.14651397142857145,8
2,True,35,0.23412290242524,32,512,1,16,28,1,25,DLMT,30,2048,64,1024,0.2339520690033314,0.0002578272258070243,1,0.2340374857142857,1
3,True,35,0.18716543991913343,1,128,256,512,1,23,28,DLMT,18,2048,1,256,0.18702170293800946,0.00021693241682466032,1,0.18709357142857144,32
4,True,35,0.28955047939424516,1,64,16,512,26,1,28,DLMT,27,1,128,256,0.2889369491771835,0.0009259592885659896,32,0.2892437142857143,1
5,True,35,0.1343647167191054,1,512,256,16,1,11,3,DLMT,28,1,512,1,0.1343469975666088,2.6742307686661064e-05,1,0.1343558571428571,1
6,True,35,0.4153272354251276,1,16,1,256,24,1,23,DLMT,5,1,2048,1024,0.4153021360034437,3.788084433255181e-05,1,0.41531468571428565,1
7,True,35,0.11393637324926502,8,1,256,1,1,19,22,DLMT,13,512,1,2048,0.11384454103644924,0.00013859609206140624,8,0.11389045714285713,1
8,True,35,0.2242161642558668,1,64,16,16,29,28,1,DLMT,5,128,1024,1024,0.2241710928869903,6.802314132045169e-05,1,0.22419362857142855,32
9,True,35,0.19201829523412078,1,1,16,32,13,1,28,DLMT,28,2048,2048,128,0.19185736190873637,0.0002428856857176463,1,0.19193782857142858,32
10,True,35,0.20073790444806472,8,1,512,1,23,29,1,DLMT,25,2048,2048,64,0.20071386698050675,3.6278109439299644e-05,1,0.20072588571428573,1
11,True,35,0.3250151727204242,1,512,256,512,18,24,1,DLMT,20,1,512,2048,0.3245338558510043,0.0007264187053691577,32,0.32477451428571424,1
12,True,35,0.1704529569500147,1,1,1,1,1,26,1,DLMT,24,1,128,128,0.17042395733569957,4.3767138916992936e-05,1,0.17043845714285713,32
13,True,35,0.3186248562678987,1,256,1,1,29,25,1,DLMT,12,2048,64,1,0.31817674373210136,0.0006763056705366342,32,0.31840080000000004,1
14,True,35,0.19921651727510478,1,1,1,256,1,27,21,DLMT,29,2048,1,128,0.19918382558203804,4.9339341424922856e-05,1,0.1992001714285714,1
15,True,35,0.19510831259796682,8,512,1,512,3,4,1,DLMT,5,1024,1,1,0.1949674588306046,0.00021258097904813093,1,0.1950378857142857,1
16,True,35,0.19982870088051355,32,512,32,32,1,25,1,DLMT,20,1,2048,1,0.199801527690915,4.101064072970858e-05,1,0.19981511428571427,1
17,True,35,0.20217980389166385,32,1,64,512,18,1,29,DLMT,1,1,1,256,0.2020366532511933,0.00021604749288911678,1,0.20210822857142857,1
18,True,35,0.1322527009054441,1,256,512,16,30,1,10,DLMT,19,256,1,1024,0.13222112766598454,4.765133572018966e-05,1,0.13223691428571432,1
19,True,35,0.23901194656285438,1,1,1,16,1,3,8,DLMT,8,1024,2048,1024,0.23888588200857422,0.0001902606289771366,32,0.2389489142857143,1
20,True,35,0.28865458278515577,1,512,512,16,1,28,26,DLMT,29,2048,1024,512,0.2880503886434156,0.0009118689871883588,32,0.2883524857142857,1
21,True,35,0.12281490443013672,1,64,512,16,1,11,28,DLMT,6,1,1024,1,0.12277726699843473,5.6803607243891846e-05,8,0.12279608571428573,8
22,True,35,0.22210823675538313,8,1,256,512,8,2,1,DLMT,30,1,1024,2048,0.222079820387474,4.2886884917873884e-05,1,0.22209402857142857,8
23,True,35,0.19861259099658857,1,128,256,512,4,5,1,DLMT,1,2048,2048,1024,0.19858415186055434,4.292124729533907e-05,1,0.19859837142857145,32
24,True,35,0.17938266394447622,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17922847891266663,0.00023270094673689062,1,0.17930557142857143,1
25,True,35,0.1420561542755804,8,32,256,1,1,1,24,DLMT,6,1,1,128,0.14200424572441958,7.834203396462503e-05,1,0.1420302,8
26,True,35,0.16156589721460216,1,1,256,1,1,1,23,DLMT,15,512,1,2048,0.16151307421396924,7.97221501496912e-05,1,0.1615394857142857,1
27,False,1,inf,32,128,256,1,1,30,30,DLMT,12,1,1,1,inf,inf,1,inf,1
28,True,35,0.12477519881942759,8,128,256,1,1,1,3,DLMT,30,2048,1,2048,0.12475645832342958,2.8283751735667804e-05,1,0.12476582857142858,8
29,True,35,0.26288487161323043,8,1,256,1,1,1,29,DLMT,29,1,1,1,0.26256221410105524,0.0004869649645864583,1,0.26272354285714283,8
30,True,35,0.14626645100689,1,64,256,1,1,27,2,DLMT,28,2048,1,1,0.1461104061359671,0.0002355078749929042,1,0.14618842857142855,1
31,True,35,0.220627037555518,1,1,256,1,1,2,1,DLMT,7,64,1,1024,0.22059793387305338,4.3924201873274134e-05,1,0.22061248571428568,32
32,True,35,0.20946619106418174,1,512,256,1,1,25,29,DLMT,12,2048,1,512,0.20906449465010402,0.0006062529855175789,1,0.20926534285714288,32
33,True,35,0.09576389624498875,1,256,256,1,1,18,8,DLMT,4,1,1,1,0.0957482808978684,2.3567177798534735e-05,1,0.09575608857142857,1
34,True,35,0.1384820410135276,32,256,256,1,1,25,4,DLMT,2,64,1,1024,0.13845544470075813,4.0139999898313944e-05,1,0.13846874285714286,1
35,True,35,0.14319726005497804,32,32,256,1,1,30,5,DLMT,28,2048,1,64,0.1431707399450219,4.002499219237921e-05,1,0.14318399999999998,1
36,True,35,0.13513921602578816,1,256,256,1,1,26,15,DLMT,29,1,1,2048,0.13504329825992617,0.00014476213847098798,1,0.13509125714285716,1
37,True,35,0.1692059589921511,32,1,256,1,1,1,28,DLMT,21,256,1,1024,0.16911866957927743,0.0001317399541149303,1,0.16916231428571427,1
38,True,35,0.26959731512935575,8,512,256,1,1,3,30,DLMT,12,1024,1,1,0.2694524562992157,0.00021862554698826926,1,0.26952488571428573,8
39,True,35,0.17267991447797287,1,16,256,1,1,30,9,DLMT,25,2048,1,1,0.17248717123631285,0.00029089422160514725,1,0.17258354285714286,32
40,True,35,0.15452265506505192,1,64,256,1,1,5,17,DLMT,2,2048,1,1,0.15448048779209095,6.36401875341961e-05,1,0.15450157142857143,1
41,True,35,0.14495343137102748,8,1,256,1,1,29,27,DLMT,4,2048,1,2048,0.14488822577182967,9.841036116016307e-05,1,0.14492082857142857,1
42,True,35,0.15636637919423363,1,512,256,1,1,7,23,DLMT,27,1,1,1024,0.1563445350914806,3.296781361713174e-05,1,0.15635545714285712,32
43,True,35,0.1733172649261035,1,1,256,1,1,30,27,DLMT,5,128,1,256,0.17318690650246793,0.000196741072976433,1,0.17325208571428571,32
