id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,16,64,1,32,2.347665440389486,64,False,256,RS,2048,True,False,True,True,1,24,False,8,16,32,10,1,1,2.407479,0.09650538725376936,True,True,16,2,2048,2.467292559610514,28
2,16,2,4,1,7.874454883337585,1024,False,32,RS,512,True,True,True,False,1,1,True,13,6,32,10,30,4,7.874953,0.0008036796625523115,True,False,1,16,1024,7.875451116662414,6
3,8,32,2,32,6.389544404809968,512,False,1,RS,2,False,True,False,False,1,23,False,19,23,2,10,1,1,6.391840999999999,0.003705410773450106,True,False,2,1,1024,6.394137595190031,19
4,32,32,64,16,8.76881136734035,256,False,64,RS,2048,True,False,True,True,1,18,True,25,7,1,10,1,32,8.772139,0.005368924380171747,True,False,4,2,128,8.775466632659649,20
5,32,16,1,32,4.132142188079583,2048,False,256,RS,256,False,False,False,False,1,10,True,19,20,2,10,1,4,4.132415,0.0004401647418866163,True,False,16,8,64,4.132687811920417,25
6,4,2,32,16,2.59072247078657,512,False,16,RS,1024,False,True,True,True,1,1,False,17,12,8,10,9,16,2.6393689999999994,0.0784880915107509,True,True,8,4,128,2.6880155292134287,10
7,8,32,2,2048,6.192948412507165,64,False,64,RS,1,False,True,False,False,29,1,False,1,8,2,10,5,2,6.2065470000000005,0.02194045899702195,True,False,2,2,1,6.220145587492836,17
8,2,32,128,8,5.751002438075989,2048,False,1,RS,512,True,True,True,False,12,27,False,1,6,8,10,1,4,5.7522969999999995,0.002088693610848522,True,False,16,8,512,5.75359156192401,7
9,128,4,16,2048,24.71160299438057,128,False,32,RS,256,False,False,False,True,1,21,False,6,14,4,10,1,32,24.71192,0.0005114684741017657,True,False,8,1,2048,24.71223700561943,2
10,16,1,1,16,2.6019965542470582,1,False,1024,RS,256,False,True,False,False,1,25,False,11,6,4,10,1,1,2.639772,0.060948287391853775,True,True,16,2,128,2.6775474457529413,17
11,2,16,1024,4,5.986987550945999,256,False,1024,RS,2048,True,False,False,True,1,1,True,15,16,32,10,26,4,5.987313,0.0005250914206117394,True,False,2,16,2048,5.9876384490540016,24
12,8,2,4,4,10.360028002783283,512,False,2048,RS,128,True,False,True,True,1,1,False,13,13,8,10,17,4,10.360539999999999,0.0008260750571224078,True,False,1,16,32,10.361051997216714,2
13,1,32,1,64,4.535228607346844,1,False,1,RS,64,False,True,True,True,1,1,True,23,27,1,10,29,32,4.626817,0.14777206637588847,True,True,1,2,64,4.718405392653156,26
14,2,4,8,2,8.185547593896015,2048,False,8,RS,1024,False,True,True,False,9,12,False,1,14,4,10,1,4,8.186392999999999,0.0013640091641921451,True,False,16,2,512,8.187238406103983,3
15,64,128,8,8,2.4691448491922268,256,False,2048,RS,64,False,False,False,True,1,1,False,26,15,8,10,25,4,2.522266,0.08570760983716671,True,True,1,2,256,2.5753871508077735,24
16,2,1,4,2,2.7061340187442906,4,False,16,RS,64,True,True,False,True,1,1,True,26,13,1,10,4,4,2.726169,0.0323251723738637,True,True,16,8,1,2.7462039812557095,20
17,4,8,512,2,5.6671741696996145,64,False,64,RS,512,True,True,False,False,28,1,True,1,18,4,10,1,1,5.667353999999999,0.0002901447914403613,True,False,4,16,32,5.667533830300383,13
18,32,2,4,2,8.427829518985977,64,False,2,RS,4,True,True,False,False,24,3,False,1,17,1,10,1,1,8.428343,0.0008284690700319057,True,False,16,8,32,8.428856481014023,7
