id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
27,32,2,128,False,2,1,128,512,2048,29,12.238673987034575,4,1,8,RS,16,True,False,True,1,2048,False,1,4,17,1,4,10,1024,23,1,12.23897,2,False,0.0004775981574503774,True,12.239266012965425
28,16,4,128,False,4,128,32,16,2048,1,5.032958407332882,32,16,4,RS,16,True,False,False,1024,4,True,1,27,3,1024,4,10,128,20,3,5.730765,1,True,1.1258667080187603,True,6.428571592667118
29,16,4,256,False,2,4,2048,2,1,1,6.2904062875551965,2,64,8,RS,4,False,True,False,8,1024,False,27,1,3,256,1,10,256,13,12,6.548640999999999,4,True,0.4166453407743809,True,6.806875712444802
30,16,4,128,False,2,64,4,128,64,29,6.355370832767167,1,16,32,RS,4,False,True,False,8,128,False,7,19,1,128,16,10,256,20,1,6.355642,1,False,0.00043751114271531924,True,6.355913167232832
31,4,1,64,False,16,64,16,1,128,26,21.890271402847926,16,32,1,RS,16,True,False,False,2048,64,False,8,24,1,64,1,10,1,5,1,21.890570000000004,4,False,0.00048176757881779005,True,21.89086859715208
32,1,2,256,False,1,4,128,8,256,6,2.452717037408266,1,1,2,RS,1,True,True,False,2,1024,True,1,14,17,1024,4,10,1,25,1,2.497077,1,True,0.0715719879631689,True,2.541436962591734
33,1,1,1024,False,2,2,4,4,8,3,2.769325155120008,2,512,1024,RS,1,True,True,True,1024,2048,False,1,15,27,512,4,10,1,7,1,2.7695869999999996,8,False,0.0004224701172863895,True,2.769848844879991
34,2,4,512,False,4,1024,256,32,2048,19,5.065530126801585,128,32,8,RS,4,False,True,False,1,2048,True,1,16,6,2048,1,10,32,13,1,5.136425000000001,8,True,0.11438438435818055,True,5.207319873198417
35,2,1,512,False,4,32,16,8,32,14,2.373630117396435,4,256,256,RS,1,True,True,False,4,1,True,1,9,9,2048,8,10,1,6,1,2.45653,8,False,0.13375370611687737,True,2.5394298826035646
36,4,2,256,False,8,64,32,4,2048,1,5.71496322452327,32,256,8,RS,1,False,True,False,512,256,False,23,1,2,2048,16,10,256,30,8,5.715402999999999,1,False,0.0007095498573039527,True,5.7158427754767285
