id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,128,64,0.015415950000000003,1,21,RS,8.709388652661689,128,1,True,False,False,True,False,301
