id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,128,1,RS,2,1,False,4,1,0.00010824047302187779,False,1,1,32,False,2.877110913092527,4,2048,512,4,True,False,True,32,True,64,True,128,False,12,8,16,False,12,1,1,16,12,1,1,False,10,2.8772450869074735,1,2.8771780000000002,8,2,16,True,256,64,12,16,False,4,4,1,1
2,1,64,RS,16,8,False,2,64,0.0001541460346554354,False,128,16,2,True,3.476067461053471,1,32,256,512,True,True,True,32,True,1,False,256,False,12,12,256,False,12,1,1,1,4,1,12,False,10,3.4762585389465284,12,3.4761629999999997,8,8,1,True,256,128,1,1024,False,1,1,2,16
3,4,8,RS,2,16,False,8,1,0.0005270000000000484,False,2,32,4,True,2.419574368017976,4,8,32,64,True,False,False,16,True,4,False,1,False,12,12,16,True,4,1,1,16,12,1,4,False,10,2.4202276319820246,12,2.4199010000000003,4,4,8,True,1,8,8,128,True,1,2,4,1
4,1,1,RS,16,2,False,2,256,0.00030577115625917453,False,64,1024,1,True,5.236532484556329,1,2,8,256,False,False,False,16,True,8,False,1024,True,16,12,64,False,8,1,4,1,8,12,1,False,10,5.236911515443672,4,5.236722,1,8,1,True,64,1024,12,1024,False,16,1,8,1
5,4,512,RS,1,1,True,8,2,0.002850430844626795,True,32,2,2,False,5.794925317122573,8,16,1,64,False,False,True,2,True,16,True,16,False,16,8,1024,False,8,1,8,1,12,16,1,False,10,5.798458682877428,4,5.796692,8,2,1,True,16,128,8,8,False,1,8,1,12
6,2,128,RS,4,8,True,1,2,0.00035250531910879063,False,4,64,1,False,3.8637115189543554,256,2,2,512,True,False,False,8,False,8,True,128,False,16,12,1,True,1,12,12,1,8,1,4,False,10,3.8641484810456443,12,3.86393,4,2,4,True,16,32,8,64,True,8,4,32,1
7,16,64,RS,16,16,True,2,2,0.00015479341071255928,True,32,16,4,False,2.1206310598130065,16,8,128,1024,True,False,False,16,True,1,True,2,False,1,1,16,False,16,1,1,8,8,1,16,False,10,2.1208229401869927,4,2.1207269999999996,16,1,32,True,2048,128,4,32,True,1,2,4,4
8,1024,1,RS,2,1,False,2,1,0.0018452601442614913,True,64,128,32,False,3.9166613169292774,512,128,1,128,True,False,True,4,False,128,True,256,True,16,16,1024,False,8,1,1,4,4,4,1,False,10,3.9189486830707234,16,3.9178050000000004,4,8,8,True,128,4,8,1024,False,1,32,4,12
9,1,1,RS,16,8,False,1,64,0.00023718347328593534,False,128,8,2,False,3.9051409948615126,1,256,64,1,True,False,True,1,True,1,True,16,True,16,4,1024,False,1,4,4,1,12,4,1,False,10,3.9054350051384876,1,3.905288,1,1,16,True,4,64,16,512,False,4,8,1,1
10,256,4,RS,1,2,False,16,1024,0.000612078426347547,True,128,16,16,True,2.7403506368319692,4,1,1,1,True,True,True,1,True,2,True,128,False,12,8,16,False,16,1,1,8,8,4,1,False,10,2.741109363168031,12,2.74073,12,8,4,True,256,1,4,256,False,16,16,1,1
