id,RT1_I2,RT1_I1,technique,U1_I1,cost_mean,RT2_I2,T2_I2a,speedup,RT2_I1,T1_I1a,U2_I1,points,T1_I2,T2_I2,T2_I1,T1_I1,U2_I2,T1_I2a,T2_I1a,U1_I2
1,1,8,DLMT,25,1.0907197142857141,32,2048,1.0116892672963778,1,256,1,208,512,1,512,256,13,1,2048,1
