id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,16,8,256,1,6.975978393802878,32,False,8,DLMT,256,False,False,0.0008641666505947683,1,True,32,10,2,8,False,6.976514,32,False,8,True,128,6.977049606197122,1,22
2,4,8,128,4,6.985069041834234,16,False,512,DLMT,1024,True,True,0.004304581396605096,1,False,8,10,26,1,False,6.987737,1,True,1,True,8,6.990404958165766,1,16
3,1,512,64,1,6.996747624909366,256,False,2048,DLMT,256,True,True,0.0039018949242642744,27,False,8,10,1,32,False,6.999166,32,True,1,True,64,7.0015843750906335,9,1
4,64,2,2,2,6.976956156750087,2048,False,16,DLMT,2048,False,False,0.0010258927819221382,25,False,32,10,1,8,False,6.977592,1,False,32,True,128,6.978227843249912,1,10
5,32,64,4,2048,6.95913855654846,1,False,64,DLMT,64,True,True,0.0008897190567814397,15,False,8,10,1,32,False,6.95969,8,False,8,True,2048,6.96024144345154,1,2
6,8,8,2048,32,6.963424705993936,16,False,8,DLMT,1,False,False,0.0008039657952922948,1,True,8,10,10,8,False,6.963923000000001,1,False,1,True,128,6.964421294006066,1,15
7,8,256,1,32,7.085686134534767,1,False,1024,DLMT,8,False,False,0.0008000474985900667,1,False,8,10,4,1,False,7.086182000000001,8,False,32,True,256,7.0866778654652345,30,1
8,4,2048,64,2,6.997639257190459,256,False,1,DLMT,512,False,False,0.0008643870660763979,1,False,8,10,30,32,False,6.998175000000001,1,False,1,True,512,6.998710742809543,2,1
9,512,2,1024,128,6.992878707942637,1,False,512,DLMT,2048,False,True,0.0006248711867258125,1,False,8,10,29,1,False,6.993266,32,False,32,True,256,6.993653292057363,1,16
10,2,2048,2048,8,6.976761775504401,1,False,1,DLMT,2048,True,False,0.00262542358487163,1,False,32,10,3,8,False,6.978389,1,True,32,True,1,6.980016224495599,13,1
11,1,32,4,1,6.971806164495797,256,False,128,DLMT,1024,True,False,0.0010226534114742595,27,True,1,10,1,32,False,6.972439999999999,1,False,32,True,2048,6.9730738355042,1,22
12,512,2048,256,2,6.99917971917904,2048,False,1,DLMT,1,True,False,0.007464210875906511,26,True,8,10,1,32,False,7.003806,32,True,8,True,2048,7.00843228082096,18,1
13,16,2,8,32,6.984698885767555,512,False,1024,DLMT,2048,True,True,0.0007472054603655933,1,True,8,10,29,32,False,6.985162000000001,8,False,8,True,32,6.985625114232446,14,1
