id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
11,1,2048,DLMT,8,4,False,8,2048,0.0003584131694009347,False,4,4,16,False,2.656267857298093,2,2048,1024,4,True,False,False,32,True,1,False,32,False,16,4,2,False,16,1,1,12,16,1,8,False,10,2.6567121427019074,4,2.6564900000000002,8,2,2,True,2048,1,16,1,False,16,32,4,1
12,32,64,DLMT,1,4,True,32,2048,0.00076113665001762,True,2048,2,16,False,1.9366292512854144,1,2,256,2048,False,True,False,8,True,16,False,512,True,4,12,1024,True,12,1,16,1,4,1,16,False,10,1.937572748714586,16,1.9371010000000002,4,4,1,True,2048,1,16,2,True,1,1,2,12
13,8,1024,DLMT,2,2,True,16,16,7.699999999999172e-05,False,1,128,2,False,4.435411275782513,1,4,2048,2,False,True,False,8,False,4,False,1024,False,8,4,2,True,1,8,1,4,16,1,4,False,10,4.435506724217487,4,4.435459,4,32,1,True,512,512,4,128,False,1,2,4,4
14,512,4,DLMT,1,8,False,16,512,0.0001079629566101285,True,512,256,32,True,2.5319550850958206,1,1,1024,512,True,True,True,2,True,512,True,1024,True,12,1,8,True,1,4,16,1,8,1,8,False,10,2.5320889149041803,1,2.5320220000000004,1,1,32,True,8,1,8,512,True,1,4,4,1
15,2,1,DLMT,2,2,False,2,512,0.00028064924728206494,False,1024,16,8,True,1.8670900549907146,4,16,1024,1024,False,False,False,64,True,128,False,1,True,12,12,2048,False,1,4,1,8,1,4,1,False,10,1.8674379450092855,16,1.867264,1,16,4,True,64,512,4,256,True,1,1,8,1
16,64,32,DLMT,2,2,False,16,128,0.0004242169256405813,True,16,1,32,True,3.6420670724568684,8,1,2048,1,False,True,True,4,False,4,True,1,True,8,8,256,False,1,8,12,1,8,1,1,False,10,3.6425929275431312,4,3.64233,8,2,1,True,1024,2048,12,2,False,1,1,2,16
17,32,256,DLMT,4,4,True,2,4,0.00010728000745709637,True,128,8,4,True,3.5205445083843125,1,256,32,128,False,True,True,8,True,1,False,256,False,1,1,16,False,1,12,12,1,12,16,1,False,10,3.5206774916156878,16,3.520611,16,16,4,True,512,256,1,8,False,1,16,4,16
18,4,64,DLMT,4,8,False,8,8,0.00012359611644385327,True,2,256,8,True,1.9718113957410164,1,64,4,16,True,True,True,8,False,512,True,2048,False,12,8,128,False,1,16,1,1,8,8,1,False,10,1.9719646042589842,1,1.9718880000000003,12,1,1,True,512,512,1,256,True,16,8,4,1
19,4,512,DLMT,8,32,True,1,16,0.00028075790282735814,True,1,2,4,False,4.419010987646547,128,128,16,64,False,False,False,256,False,256,True,2048,False,16,1,2048,False,1,12,1,4,4,4,1,False,10,4.4193590123534525,12,4.419185,12,1,2,True,1,1,16,1,False,1,1,8,12
20,1024,2,DLMT,1,4,False,16,1,0.00010079682534671814,False,32,32,1,True,4.5128375266283784,512,1,2048,2048,False,False,False,4,False,256,False,256,False,4,1,1,False,8,1,1,16,12,1,1,False,10,4.512962473371622,8,4.5129,8,4,32,True,2048,1024,1,2048,False,1,4,32,16
21,64,1,DLMT,32,16,False,1,32,0.0001906016789012242,False,32,4,2,True,4.379972866026268,2,64,1024,1024,True,True,True,4,False,16,True,1,True,16,12,1024,False,12,1,1,16,8,1,12,False,10,4.380209133973732,16,4.380091,4,8,8,True,128,1,12,16,False,12,16,1,1
22,1024,128,DLMT,1,8,True,8,2,0.01862410062258038,False,2048,128,1,True,5.056690874952984,64,4,1,1,True,False,True,2,True,2,False,16,True,12,8,1024,False,1,1,1,16,8,16,1,False,10,5.079777125047016,1,5.068234,1,1,1,True,256,512,16,1,True,1,16,1,16
23,512,8,DLMT,2,2,True,8,4,0.00020207919239742297,True,1,2,4,False,2.82056675232042,1,2,2048,1024,True,False,True,32,True,16,True,2048,False,12,8,1024,False,8,1,1,1,16,4,1,False,10,2.8208172476795803,8,2.820692,8,4,4,True,1024,512,8,16,False,8,2,4,1
24,16,64,DLMT,16,32,True,1,256,0.00015839507568088444,False,1,128,4,False,5.706100827518951,2,2,1,2,True,False,True,4,True,256,False,1,True,12,8,256,False,1,8,1,4,1,1,4,False,10,5.706297172481048,12,5.706199,16,2,16,True,64,256,1,256,False,4,2,8,1
25,1,64,DLMT,8,1,False,4,256,0.00012335315156087012,False,2048,128,16,False,1.5706115463294434,16,8,8,2048,True,False,True,1,False,128,False,256,True,12,1,64,True,8,1,16,1,4,4,1,False,10,1.5707644536705567,1,1.570688,16,2,2,True,16,2048,4,2048,True,16,1,4,1
26,256,256,DLMT,8,8,False,1,16,9.656086163653106e-05,True,1,8,4,False,2.2225461520576424,4,4,512,512,False,False,True,8,False,4,True,32,False,16,4,1024,True,12,1,8,1,8,12,1,False,10,2.2226658479423573,4,2.222606,16,32,2,True,16,64,4,512,True,1,16,4,16
27,2,16,DLMT,16,8,True,1,1,0.0002751454160984463,False,8,1,2,True,1.7879644662379406,128,1,32,1024,True,True,False,4,True,2048,True,1,False,16,1,1024,True,16,1,1,1,16,1,1,False,10,1.788305533762059,16,1.7881349999999998,4,1,32,True,64,256,16,1,True,8,2,8,1
28,4,1024,DLMT,1,2,False,4,32,0.000126510869098293,False,128,1024,1,True,2.8134165891918,2,256,32,128,False,True,True,1,False,64,True,128,False,12,1,2,False,1,8,4,1,4,4,1,False,10,2.8135734108081993,1,2.8134949999999996,4,2,32,True,16,32,16,1,False,1,8,1,8
29,64,128,DLMT,4,8,False,4,2,0.002802684427473022,True,1024,256,32,False,2.185872910114735,1,4,128,1,False,True,True,32,True,1024,True,1,True,4,8,1024,True,1,12,1,8,8,8,1,False,10,2.1893470898852656,1,2.1876100000000003,12,1,32,True,512,128,12,1024,True,12,1,1,1
30,1,16,DLMT,32,2,True,4,4,0.0001413541651313201,True,8,1,4,True,4.196385389390655,512,2,1024,2048,False,True,False,8,True,64,True,2048,False,8,8,512,True,1,8,8,1,1,1,8,False,10,4.196560610609343,8,4.196472999999999,16,4,2,True,1,16,1,2,False,1,2,16,8
31,4,2048,DLMT,16,32,False,2,4,0.0015512756041399926,True,2048,2,4,False,3.705026527086819,32,16,16,2048,True,False,True,512,False,32,False,2048,True,1,1,64,True,1,12,1,8,12,1,8,False,10,3.7069494729131813,8,3.705988,12,2,32,True,512,1024,8,256,False,1,32,4,12
32,32,1,DLMT,8,4,False,2,32,0.00014664583185345191,False,1024,2048,16,True,3.469194109641909,8,2048,512,1024,True,False,True,1024,True,64,False,1,True,4,8,1024,False,1,1,1,1,4,16,1,False,10,3.469375890358091,4,3.469285,16,2,4,True,2048,512,4,2048,False,16,2,16,1
33,2048,256,DLMT,1,4,False,1,2048,0.001010004455435691,False,64,512,4,False,3.570173004255915,32,8,2048,256,False,False,True,32,False,4,True,32,False,1,1,32,False,1,4,12,1,16,1,16,False,10,3.571424995744084,16,3.5707989999999996,12,16,4,True,256,1,1,1,False,4,1,1,1
34,16,4,DLMT,1,4,True,4,1,0.00011043550153821097,True,16,4,4,False,1.7041295526247564,1,4,64,1,True,False,True,1,True,512,False,1024,True,4,1,16,False,1,4,8,1,12,4,1,False,10,1.7042664473752434,12,1.7041979999999999,12,1,8,True,256,64,1,1,True,1,32,1,4
35,8,256,DLMT,1,2,True,1,64,0.0014825855793174276,True,1024,32,2,False,2.3763911008229726,4,128,256,1024,True,False,False,4,False,1,True,1,False,4,8,8,True,1,4,1,16,1,1,16,False,10,2.3782288991770275,1,2.37731,1,2,2,True,1024,1024,12,1024,True,16,4,16,1
36,16,8,DLMT,2,2,True,4,16,0.0001241813190459896,True,1,1,2,False,3.2488460330353504,1024,8,32,128,False,True,True,64,False,1,False,16,True,1,1,1,True,8,1,1,8,1,12,1,False,10,3.2489999669646497,16,3.248923,12,1,1,True,128,512,8,512,False,12,4,8,1
37,1,2048,DLMT,16,2,True,1,2048,0.000137025545063664,False,16,8,2,False,1.8277330722478708,256,1,256,32,False,False,True,1,False,1,True,128,True,8,12,256,False,8,1,12,1,8,8,1,False,10,1.8279029277521295,1,1.8278180000000002,12,16,4,True,64,2048,16,32,True,1,1,2,4
38,64,8,DLMT,8,1,False,8,32,9.560857702105023e-05,False,2,256,4,False,2.4661837422789166,1,1,1,2,False,False,False,64,False,1024,True,1024,True,4,4,64,True,1,12,1,12,4,1,1,False,10,2.4663022577210834,12,2.466243,4,1,2,True,128,32,1,2048,True,16,1,16,1
39,1,2048,DLMT,1,4,True,4,256,0.00011943198901464746,False,1,256,2,False,3.5406519766465108,128,16,512,1,True,True,True,1024,False,512,True,2048,False,12,1,1,True,16,1,4,1,4,1,12,False,10,3.5408000233534898,16,3.5407260000000003,16,32,4,True,2048,2048,4,256,False,12,1,32,1
40,1,2048,DLMT,4,1,False,2,1,0.00012172099243758106,True,1,1,4,True,2.57247655793356,8,2048,128,256,True,True,True,256,True,64,True,128,True,4,16,128,False,12,1,1,12,12,1,16,False,10,2.57262744206644,1,2.572552,12,4,1,True,2048,1024,4,4,False,12,1,8,1
41,256,1024,DLMT,2,32,True,1,128,0.00015276125163140802,True,16,8,1,True,2.603683319335111,64,8,512,1,True,True,False,16,True,2,True,2048,False,16,1,512,True,1,16,8,1,8,16,1,False,10,2.60387268066489,8,2.6037780000000006,16,4,16,True,1024,128,12,16,False,8,16,4,1
42,1,2048,DLMT,1,1,True,32,512,0.00016774981371074174,True,256,1,8,True,3.4422860294987916,1,2,128,512,True,False,True,8,True,16,False,64,False,4,4,16,True,1,1,1,4,12,1,1,False,10,3.4424939705012076,12,3.4423899999999996,12,1,8,True,128,1,12,1,False,1,4,4,1
43,256,512,DLMT,1,16,False,8,512,0.00021949943052318886,False,2048,2048,8,False,2.824353955343368,1024,128,1,1,True,False,False,1,False,64,True,128,False,12,16,1,False,1,16,8,1,8,12,1,False,10,2.824626044656632,8,2.82449,4,1,2,True,1,1024,12,2048,False,1,8,8,1
44,16,1024,DLMT,4,32,False,4,2,0.0009208887012012487,True,1,8,32,True,4.03702123775769,32,8,256,2,False,True,True,2,False,1,True,8,True,8,1,1,True,16,1,1,8,1,16,1,False,10,4.03816276224231,1,4.037592,8,16,2,True,512,8,1,16,True,1,1,32,8
45,4,1,DLMT,4,4,True,32,8,0.00010549407566307353,True,8,16,2,False,1.7274336152959664,8,128,256,64,True,False,False,16,True,16,True,32,True,1,4,2048,False,1,16,1,16,16,1,4,False,10,1.7275643847040334,8,1.727499,12,4,1,True,16,8,16,256,True,1,1,8,4
46,2,256,DLMT,32,1,False,16,1,0.0007419225026914983,False,512,1,4,True,2.3492511601184765,8,16,512,1,True,True,True,32,True,128,True,512,True,8,8,128,True,1,12,4,1,8,1,12,False,10,2.350170839881523,8,2.3497109999999997,12,32,4,True,2048,1024,1,512,True,1,1,2,4
47,1,2048,DLMT,4,32,True,1,32,0.00017491712323267498,True,2,2,1,False,3.1825835872359556,4,1024,8,1024,True,False,False,8,True,1,False,16,True,12,12,1,True,1,8,16,1,4,1,8,False,10,3.182800412764045,12,3.1826920000000003,8,16,2,True,2048,64,12,16,True,1,1,1,16
48,4,1,DLMT,8,4,False,16,1,0.00018046883387444246,True,1,16,4,False,1.6297891463132785,32,32,1024,32,True,True,True,4,False,1024,True,1024,True,16,16,64,False,12,1,1,16,1,12,1,False,10,1.630012853686721,12,1.6299009999999998,1,1,16,True,128,32,1,128,True,1,2,2,16
49,2048,1,DLMT,2,8,False,16,4,0.0010247092270492533,False,4,2,32,True,2.5892158903115186,32,256,2048,1024,False,False,False,32,False,2,False,512,False,1,8,512,True,1,1,16,1,16,1,4,False,10,2.590486109688482,1,2.5898510000000003,4,2,16,True,256,512,1,8,True,4,1,8,1
50,1,1,DLMT,2,8,False,8,16,0.0001667213243709113,True,8,1024,1,True,2.063154666951376,32,1024,16,1024,False,True,False,16,True,8,True,1,False,12,4,1024,False,4,1,8,1,16,8,1,False,10,2.0633613330486247,1,2.0632580000000003,4,32,4,True,16,1,8,1024,True,1,4,2,12
51,1,256,DLMT,16,4,False,8,256,0.0003270718575481328,True,1,1,2,True,2.112429282487485,16,128,1,64,False,True,True,16,True,2,False,1,True,16,4,64,True,1,12,12,1,16,8,1,False,10,2.112834717512515,8,2.112632,4,16,4,True,128,2048,4,1,True,12,2,1,1
52,8,1024,DLMT,1,2,False,4,2,0.00018126224096597402,True,16,8,16,False,2.9146156545635047,1,1024,1,64,True,True,False,512,False,8,False,2048,False,16,12,4,False,1,4,12,1,12,4,1,False,10,2.914840345436495,1,2.9147279999999998,16,32,4,True,512,32,1,16,False,1,1,8,1
53,4,256,DLMT,2,4,False,8,2048,0.002090880436562524,False,8,16,2,True,3.0951770826922758,64,32,64,256,True,True,False,1024,False,2,False,64,True,8,16,2048,False,1,1,1,16,4,16,1,False,10,3.0977689173077243,12,3.096473,4,16,1,True,2048,2048,16,256,False,16,32,2,1
54,2,256,DLMT,4,2,False,1,32,9.414881836753725e-05,False,256,2,16,False,1.916635647030078,256,64,32,2048,False,True,True,1,True,2048,True,1,True,8,12,1024,False,1,16,4,1,12,1,1,False,10,1.9167523529699213,12,1.9166939999999997,1,1,32,True,8,2048,4,4,True,1,1,32,12
55,32,512,DLMT,2,32,True,2,16,0.00011621101496846626,False,16,512,16,False,3.9705729729902237,16,16,128,32,False,True,True,256,True,512,False,1,True,4,8,1,True,12,1,4,1,16,1,4,False,10,3.9707170270097767,4,3.970645,12,1,8,True,256,16,16,512,False,8,8,4,1
56,32,64,DLMT,8,1,False,4,8,0.00014942891286497817,True,128,16,1,True,3.9262183847021235,4,2,2048,256,False,True,False,256,False,2,True,2,False,4,16,2048,False,1,8,8,1,8,4,1,False,10,3.926403615297876,16,3.9263109999999997,16,1,8,True,1,128,12,512,True,1,1,32,4
57,8,32,DLMT,1,1,True,4,128,0.0002007585614612612,True,4,2048,2,False,2.1389495708409134,128,1,2048,2048,False,True,True,128,False,16,False,256,False,4,1,2048,True,8,1,8,1,4,1,4,False,10,2.1391984291590864,8,2.139074,1,32,2,True,128,128,12,1,True,12,2,1,1
58,16,8,DLMT,1,4,True,8,8,0.00011825396399274343,False,8,16,4,True,1.7852827067805668,1,8,512,16,True,False,False,32,False,32,False,512,True,1,4,1024,True,1,12,1,8,4,1,1,False,10,1.7854292932194327,1,1.7853559999999997,16,2,8,True,1,256,1,512,True,1,2,16,12
59,16,2048,DLMT,2,8,False,16,256,0.0006809765047342778,True,512,2,16,True,4.42243893414525,4,1,32,512,False,False,False,2,True,1024,False,1024,False,12,4,2048,False,16,1,1,12,8,1,16,False,10,4.423283065854751,8,4.422861,12,1,1,True,64,2048,8,128,False,8,4,4,1
60,256,1,DLMT,32,1,True,32,1024,0.00016037767924503076,False,4,512,1,True,4.3637135987111115,32,1024,1024,64,True,False,True,4,True,1,False,512,True,1,4,1,True,1,4,1,16,4,1,16,False,10,4.363912401288889,4,4.363813,1,1,4,True,64,1024,4,1,False,8,2,16,1
61,1,128,DLMT,4,32,True,4,64,0.0016449987841941037,False,2,2,16,True,4.24712743792541,2,2,64,16,True,True,False,1024,True,16,False,2048,True,1,8,2048,True,1,16,1,16,1,12,1,False,10,4.249166562074591,16,4.248147,4,4,4,True,1,512,8,512,True,1,16,1,4
62,64,2048,DLMT,32,32,True,4,2,0.00017703107071923675,True,2,16,4,True,2.771510277021805,32,2,2048,256,False,True,True,1,True,128,True,1,True,16,1,64,True,12,1,1,1,4,8,1,False,10,2.7717297229781956,16,2.7716200000000004,16,4,2,True,2,512,12,128,True,1,1,16,1
63,64,512,DLMT,16,1,False,32,1,0.00012240914998483418,False,32,512,1,True,2.8929101314169308,1,512,256,1024,False,False,True,1024,True,1,False,4,True,8,12,512,False,1,1,8,1,12,1,8,False,10,2.8930618685830694,12,2.892986,16,1,1,True,1024,4,8,512,False,1,2,8,16
64,1024,1,DLMT,8,16,False,2,1,0.0028908746081419646,False,2,2048,1,False,4.3051062502788575,128,4,1,8,True,True,True,4,True,1,True,512,False,8,12,1,True,8,1,1,1,8,12,1,False,10,4.308689749721141,1,4.3068979999999994,12,4,2,True,4,128,1,1,False,12,8,1,1
65,256,1024,DLMT,1,2,False,2,16,0.0002970454510676876,True,1,16,1,False,1.6340078927050594,2048,8,1024,2048,True,True,True,32,False,16,False,1024,False,8,4,1,True,1,12,1,12,1,1,1,False,10,1.6343761072949403,16,1.6341919999999999,1,2,16,True,256,32,16,32,True,1,32,4,16
66,16,2048,DLMT,4,1,True,32,32,0.00015625619987707584,False,1,16,4,True,3.313801153183549,256,2048,512,4,False,False,False,16,False,2,False,2,False,16,16,512,True,4,1,1,1,1,4,1,False,10,3.31399484681645,16,3.3138979999999996,4,4,1,True,2048,256,1,1024,False,1,4,1,16
67,4,1,DLMT,1,8,True,16,64,0.00016739474304767207,False,64,512,32,False,2.6667732495698258,8,1,32,128,False,True,True,64,True,32,True,64,True,16,8,2048,True,1,16,1,16,12,1,8,False,10,2.666980750430175,4,2.6668770000000004,8,1,4,True,256,512,4,512,False,4,16,8,1
68,16,256,DLMT,1,32,True,4,8,0.00015826875876177353,True,2,2,2,True,3.88154290580955,256,64,2048,16,True,False,True,4,True,32,True,512,True,16,16,1024,True,4,1,16,1,8,8,1,False,10,3.8817390941904493,4,3.8816409999999997,4,16,4,True,256,32,4,8,False,4,2,1,1
69,512,64,DLMT,32,1,False,1,64,0.00026882150211617387,True,2,2048,4,False,4.1268783857684115,128,4,512,2048,True,False,False,256,True,1,True,1,True,1,12,512,True,1,16,1,12,12,1,1,False,10,4.127211614231588,8,4.127045,12,2,8,True,256,256,1,1,False,4,1,32,1
70,16,1,DLMT,8,4,True,1,128,0.00016865349092145697,False,32,256,1,True,1.771189469404146,4,512,512,1024,True,True,True,1,True,2,False,256,False,16,4,2048,False,12,1,12,1,12,1,8,False,10,1.771398530595854,16,1.771294,1,8,1,True,2048,1,4,256,True,16,2,2,1
71,2,64,DLMT,16,1,False,1,2048,0.0021853237746384925,False,2,32,8,False,3.605875547180502,512,16,8,16,True,False,True,4,True,4,True,2048,False,8,1,2048,False,12,1,16,1,12,1,4,False,10,3.608584452819498,12,3.60723,1,2,16,True,256,2048,16,1,True,12,1,1,1
72,1,512,DLMT,1,4,True,32,16,0.00017520273970464837,True,64,128,1,False,2.313139410212285,1,8,16,1,False,False,True,2048,True,128,False,1024,True,16,16,256,True,1,12,1,12,16,1,8,False,10,2.3133565897877153,12,2.313248,16,2,2,True,1,1024,1,1024,True,1,1,1,8
73,16,1,DLMT,8,2,True,2,32,0.00015168717810020647,False,1,512,16,False,1.6437649850405494,2,1,16,2048,False,True,False,1,True,64,True,64,True,12,12,1,True,1,8,1,12,8,8,1,False,10,1.643953014959451,8,1.6438590000000002,1,16,8,True,128,2048,8,1024,True,16,2,4,1
74,256,1024,DLMT,2,32,False,4,2,0.0008774673783110183,False,128,32,32,True,3.4581671500779136,2048,1024,2048,2048,True,False,False,64,False,8,False,2048,False,8,4,2048,True,16,1,12,1,8,12,1,False,10,3.4592548499220865,1,3.458711,12,2,1,True,64,2048,8,32,False,1,4,8,12
75,2,1024,DLMT,2,4,False,32,1,7.550496672401892e-05,True,1,64,8,False,3.8257702023967095,2,1024,64,4,True,True,True,16,False,64,False,2048,False,4,12,2048,False,1,12,1,12,12,8,1,False,10,3.825863797603289,4,3.8258169999999994,16,8,1,True,2048,64,16,1024,False,4,1,32,1
76,128,64,DLMT,1,8,True,1,2,0.00020233635362934096,False,1,128,16,False,3.2056545929331657,8,16,512,64,False,False,False,256,True,4,False,32,True,16,1,64,False,8,1,16,1,8,1,16,False,10,3.205905407066834,4,3.20578,12,8,16,True,1,8,12,128,False,1,1,16,4
77,1,2,DLMT,1,1,False,32,8,0.0006096433383544275,False,2,2048,16,False,2.71707714608741,16,2,8,32,False,True,False,64,False,2048,True,1,False,8,1,512,True,12,1,4,1,8,1,12,False,10,2.7178328539125896,16,2.7174549999999997,12,4,4,True,1024,32,8,1,True,16,1,2,1
78,64,64,DLMT,16,2,False,16,4,0.00013266876045243462,True,8,1,8,False,2.0987507725613295,8,2,256,1,True,False,False,16,False,64,True,256,True,8,16,64,False,1,1,1,8,8,1,4,False,10,2.0989152274386704,16,2.098833,8,2,32,True,256,512,4,2,True,4,2,32,1
79,64,1024,DLMT,2,1,True,32,32,0.00033698664661969453,False,1,4,1,True,2.781021137350472,512,128,2048,8,False,True,True,1024,False,64,False,64,False,4,8,1024,False,1,8,1,1,1,12,1,False,10,2.781438862649528,12,2.78123,8,16,4,True,1,64,12,4,False,1,8,2,16
80,8,256,DLMT,4,1,True,32,4,0.0003959494917284585,False,4,256,4,False,2.7160625924719835,2048,1,8,8,True,False,True,2048,True,4,True,1,False,16,16,2048,False,16,1,16,1,1,1,16,False,10,2.716553407528017,12,2.716308,12,16,2,True,2048,512,1,256,True,1,2,32,16
81,8,2048,DLMT,16,8,True,2,128,0.0004471688719040873,False,32,4,1,True,2.0810428469545927,16,2048,64,2048,False,True,False,8,True,4,True,64,True,1,16,32,False,1,12,1,4,16,1,4,False,10,2.081597153045408,16,2.0813200000000003,8,4,32,True,128,1,4,1024,True,1,32,2,1
82,1024,128,DLMT,32,32,False,1,64,0.0003595552808679239,True,4,1,4,False,2.350097149423079,32,32,1,16,True,True,False,1,False,16,True,64,False,4,12,256,True,1,4,1,16,1,1,1,False,10,2.350542850576921,16,2.35032,1,2,4,True,2048,512,12,32,True,8,1,32,1
83,8,1024,DLMT,1,1,True,2,16,0.0001694815624190136,False,2,32,4,False,3.8673709561695455,64,16,2048,64,True,True,False,8,True,1,True,1,True,1,1,2048,False,1,16,1,12,16,1,8,False,10,3.8675810438304543,16,3.867476,16,2,8,True,1024,1024,1,256,False,1,16,1,16
84,1,16,DLMT,2,16,False,1,8,0.00020171514568818023,True,128,2,32,False,2.2145559779547614,2,8,8,1,True,True,True,2048,True,4,True,128,False,8,1,2,False,1,12,12,1,4,1,4,False,10,2.214806022045238,12,2.2146809999999997,4,4,1,True,2048,1024,4,2048,True,12,4,32,1
85,1,2048,DLMT,8,4,True,4,64,0.00012068554180169367,False,256,128,1,False,4.074860199700721,4,2,4,512,True,False,True,1024,True,4,False,32,True,4,12,2048,True,1,4,8,1,1,1,16,False,10,4.075009800299281,1,4.074935000000001,16,16,8,True,1,256,16,256,False,16,4,8,1
86,64,1,DLMT,32,2,False,2,32,0.0019731044067661926,True,256,32,1,False,2.942784079690468,1,128,1,1,True,True,False,512,False,8,True,32,True,1,8,256,True,16,1,1,12,8,1,1,False,10,2.945229920309532,8,2.944007,16,1,32,True,512,32,4,1,False,1,4,1,16
87,4,128,DLMT,4,1,False,32,32,0.00032934024958999886,True,16,2,32,False,2.5288108765493664,1024,32,512,256,True,False,False,512,True,32,False,1,False,4,4,1,True,8,1,1,16,16,1,12,False,10,2.529219123450634,12,2.5290150000000002,12,16,1,True,1,256,8,2,True,16,16,4,1
88,32,32,DLMT,8,8,False,2,16,0.0025132496891475194,False,32,8,4,True,1.7558183003277255,128,1,128,32,True,True,False,256,False,2048,True,2048,True,12,12,128,True,16,1,1,8,12,16,1,False,10,1.7589336996722746,8,1.757376,16,32,1,True,1024,1,16,32,True,8,1,16,1
89,8,1024,DLMT,4,8,True,8,64,0.00011338430226447026,True,8,256,8,True,1.7266377249727152,1024,512,256,2048,True,True,True,8,True,32,True,512,False,16,1,2048,True,12,1,1,12,4,1,8,False,10,1.7267782750272846,12,1.726708,16,2,4,True,2048,2048,4,256,True,1,1,4,8
90,128,16,DLMT,16,1,False,4,1,0.0005757438666628887,True,256,16,8,True,2.8104761568115624,4,1,256,1,True,True,False,16,False,1,False,32,True,12,16,1,True,1,4,16,1,4,4,1,False,10,2.811189843188437,4,2.8108329999999997,16,32,2,True,1,128,4,32,False,1,2,2,12
