id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0033536411979695,4,1,4,64,8,32,RS,1024,False,False,18,True,1,1,1,False,6.9455849999999995,8,False,1,301,256,1,1
