id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,1024,2048,2.0250799298763478,16,False,8,32,RS,False,False,False,False,True,15,4,512,10,2.0261380701236527,0.0008536211103294254,2.025609,24,1,True,9,4
2,256,1,8,7.111601148502339,32,False,4,4,RS,True,False,False,True,False,6,2,2,10,7.111930851497662,0.0002659774426525204,7.111766,1,7,True,14,1
3,1,1024,1024,2.08003224103792,4,False,1024,1,RS,True,True,True,True,True,15,2,2,10,2.08018775896208,0.0001254591567005301,2.08011,1,2,True,21,1
4,64,1024,128,6.046204941352208,4,False,4,2,RS,True,False,False,False,False,8,8,16,10,6.047911058647793,0.0013763560585838338,6.047058000000001,10,1,True,26,4
5,2048,1,256,4.112702661927415,1,False,1,2,RS,True,True,True,True,False,13,32,256,10,4.114383338072585,0.0013558322167584113,4.113543,14,21,True,1,2
6,16,256,256,6.12876947405705,1,False,8,16,RS,False,False,False,False,True,18,2,2,10,6.12901652594295,0.00019930127947406627,6.128893,15,1,True,8,1
7,1,256,1024,2.204943428868642,8,False,16,8,RS,False,False,False,True,True,6,4,16,10,2.2065505711313573,0.001296511087495945,2.2057469999999997,13,10,True,1,4
8,128,512,1024,1.4973867272098929,1,False,16,64,RS,True,False,True,True,False,27,4,256,10,1.498803272790107,0.001142753254206718,1.498095,1,29,True,20,8
9,4,1024,1,3.942543788686581,4,False,128,2,RS,True,False,False,False,False,30,2,32,10,3.942998211313418,0.00036659105280959506,3.9427709999999996,1,9,True,10,16
10,128,4,2048,2.895975395135675,2,False,4,32,RS,True,False,False,True,True,30,2,2,10,2.896246604864326,0.00021878985351242832,2.8961110000000003,1,14,True,5,2
11,512,64,64,2.1020835132917948,4,False,64,8,RS,True,False,False,False,True,6,2,32,10,2.102240486708205,0.000126633328946119,2.102162,29,3,True,1,8
12,1,128,4,inf,32,False,128,2,RS,False,True,True,False,True,27,1,1,1,inf,inf,inf,27,28,False,1,2
13,32,8,2048,inf,2,False,2,16,RS,False,True,True,True,True,7,32,512,1,inf,inf,inf,18,14,False,1,2
14,8,1024,256,2.060757564395415,1,False,1,2,RS,False,True,True,True,False,26,4,1,10,2.0621564356045847,0.0011284950154962275,2.061457,11,8,True,1,1
15,2048,512,2048,3.3042207231078202,2,False,256,32,RS,True,False,False,False,True,13,4,4,10,3.307279276892181,0.002467391334993345,3.3057500000000006,4,15,True,1,16
16,1,4,4,3.418452936627544,2,False,1,64,RS,False,False,False,True,False,20,1,2,10,3.4187530633724554,0.00024211773995312037,3.4186029999999996,29,1,True,6,2
17,1024,2048,128,1.7868504948856088,8,False,4,1,RS,False,True,False,True,False,28,4,32,10,1.7876675051143915,0.0006590971096886723,1.7872590000000002,11,1,True,20,8
18,1,1,128,3.689012112600862,2,False,1,2048,RS,False,False,True,True,True,16,1,8,10,3.689113887399138,8.210359310045675e-05,3.689063,21,1,True,23,1
19,256,8,2,2.9258626101102325,1,False,1,128,RS,False,True,False,False,True,22,32,1,10,2.9261613898897676,0.00024103111832295333,2.926012,4,18,True,1,2
20,256,256,512,2.1152279214288794,2,False,1,32,RS,True,False,True,True,False,8,16,256,10,2.1153480785711207,9.693296652840371e-05,2.115288,19,1,True,24,2
21,32,2048,512,2.077517240691819,4,False,1,8,RS,False,True,False,True,False,11,1,1,10,2.0778367593081817,0.00025776151768643947,2.0776770000000004,23,29,True,1,16
22,8,2048,512,4.041072928572907,1,False,2,4,RS,True,False,False,False,True,4,8,256,10,4.045703071427093,0.0037352210108639733,4.043388,22,16,True,1,4
23,64,256,512,3.8575904705266466,1,False,2,32,RS,False,True,False,True,True,24,1,8,10,3.8657135294733522,0.006553020372316909,3.8616519999999994,1,7,True,16,32
24,512,8,128,inf,1,False,1,16,RS,True,False,False,True,False,19,16,2,1,inf,inf,inf,18,1,False,4,1
25,256,128,256,11.576620033860616,32,False,2,2,RS,True,True,False,True,False,4,2,128,10,11.585639966139384,0.007276544509586692,11.58113,16,1,True,29,1
26,32,1,4,2.6999171662429644,8,False,64,32,RS,False,False,True,True,True,14,8,1,10,2.700792833757035,0.0007064170156501097,2.7003549999999996,1,9,True,20,2
27,4,16,2048,3.3025197687169006,1,False,8,2,RS,False,False,False,False,True,13,1,8,10,3.3026602312830993,0.00011331372379369264,3.30259,3,6,True,1,1
28,256,1,256,2.5342566331204472,1,False,64,64,RS,True,False,True,False,True,25,1,4,10,2.534485366879552,0.00018452371121350445,2.5343709999999997,7,3,True,1,1
29,256,32,2048,6.028132128022076,1,False,16,8,RS,True,True,True,False,True,29,4,2,10,6.0324318719779235,0.0034686821705079075,6.030282,1,11,True,11,16
30,2048,16,1,2.0508152483780466,32,False,16,128,RS,False,False,True,False,True,11,2,1,10,2.050906751621954,7.381734213592342e-05,2.0508610000000003,11,1,True,3,2
