id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,2048,2048,16,1,0.07048838,68,DLMT,41.09771000553567,2,2,1,1,1,True,True,1,True,1
