id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,32,256,1,1,2.15026164105349,32,1,DLMT,8,False,64,1,256,21,20,False,False,10,0.0030257727938495043,2.152137,True,True,2.1540123589465106
2,2,32,4,1,0.530563694978053,512,32,DLMT,4,True,1,4,1,1,26,False,False,10,2.033740396412034e-05,0.5305762999999999,True,False,0.5305889050219468
3,8,32,8,4,1.1991642350506908,2048,1,DLMT,32,True,2048,1,1,19,21,True,False,10,0.01678581532127648,1.2095679999999998,True,True,1.2199717649493087
4,16,256,1,4,1.332842265534128,2048,1,DLMT,16,False,1,3,16,1,18,False,False,10,2.69999999999902e-05,1.3328590000000002,True,False,1.3328757344658724
5,1,8,32,1,1.0170267104619526,2048,1,DLMT,16,True,1,23,64,1,29,False,False,10,0.37566417509399275,1.2498615000000002,True,True,1.4826962895380478
6,1,512,1,16,1.1085564534460837,1,128,DLMT,1024,True,1,23,1024,19,1,False,False,10,0.007625983280862866,1.113283,True,True,1.1180095465539164
7,1,64,8,2,0.8061324710898888,1,1,DLMT,1,True,256,4,1024,22,1,True,False,10,0.04456913571475221,0.8337562000000001,True,False,0.8613799289101113
8,2,2048,4,2,1.5519385715442906,1,1024,DLMT,16,False,1,17,16,23,1,True,False,10,1.8439088914562068e-05,1.5519500000000002,True,False,1.5519614284557097
9,2,32,8,8,2.366054017497994,128,1,DLMT,2,False,512,13,1,1,10,False,False,10,0.0002839366126444927,2.3662300000000003,True,False,2.3664059825020067
10,32,256,2,1,0.26018000979628014,8,256,DLMT,64,True,64,13,1,3,1,True,False,10,0.020416572486340604,0.2728341,True,True,0.2854881902037199
11,1,32,32,1,2.2604209584540946,2,4,DLMT,1,False,16,24,2048,1,17,False,False,10,2.7495454169737504e-05,2.260438,True,False,2.2604550415459057
12,1,1,2,1,0.2942721705267309,64,2048,DLMT,32,True,2048,1,128,7,11,False,False,10,0.37659438573649767,0.5276835,True,True,0.7610948294732691
13,2,256,1,32,0.10008958342583121,64,1,DLMT,8,True,512,29,16,26,1,True,False,10,0.022716730274227406,0.1141693,True,True,0.1282490165741688
14,1,256,4,16,1.155303711008387,256,256,DLMT,4,False,1,1,256,30,25,True,False,10,0.002523881138247208,1.1568679999999998,True,True,1.1584322889916125
15,8,1,2,8,1.0810335854732402,2,2048,DLMT,1024,True,256,1,1,23,28,True,False,10,7.327346040685102e-05,1.0810790000000001,True,False,1.08112441452676
16,32,1,2,2,2.7830371201409276,2,4,DLMT,64,False,128,30,256,1,17,True,False,10,0.00012081390648431504,2.783112,True,False,2.7831868798590724
17,1,1,2,2,1.5154346922424768,8,512,DLMT,2048,True,8,29,2048,1,25,True,False,10,0.0022351062614560276,1.51682,True,True,1.5182053077575233
18,2,256,1,2,2.9182206294281583,4,128,DLMT,64,False,1,23,512,5,1,False,False,10,7.158910531642894e-05,2.9182650000000003,True,False,2.9183093705718424
19,2,64,2,16,2.8977082296695804,1,4,DLMT,16,False,16,12,64,1,28,False,False,10,0.3506429690511418,3.115035,True,True,3.33236177033042
20,8,1,8,2,inf,1,32,DLMT,1,False,128,1,8,29,21,False,False,1,inf,inf,False,False,inf
21,4,128,8,1,1.750847683397495,8,128,DLMT,1,False,2048,1,512,1,1,False,False,10,6.020797289393364e-05,1.7508849999999998,True,False,1.7509223166025045
22,2,2048,32,2,2.8781630070429176,1,2048,DLMT,2,False,64,10,1024,8,1,False,False,10,0.007850971213805291,2.883029,True,True,2.8878949929570825
23,32,256,2,1,1.0473810857996095,512,16,DLMT,2048,True,1024,1,1,6,30,True,False,10,0.0033299947447406005,1.049445,True,False,1.0515089142003904
24,8,64,8,2,inf,8,8,DLMT,4,False,16,15,128,26,1,True,False,1,inf,inf,False,False,inf
25,2,1,2,16,1.0747693230212985,8,16,DLMT,8,True,1024,22,2048,1,24,True,False,10,2.6907248094157e-05,1.0747860000000002,True,False,1.074802676978702
