id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,64,16,1,21,21,1,RS,4,1.5923410396480646,1,1,2048,171,8,0.11153994285714287,1
2,8,1,32,64,1,5,11,RS,10,1.6119558841757349,1,1024,1,170,1,0.11018268571428573,1
3,8,16,1,128,24,4,1,RS,17,1.584450238827122,1024,64,1024,170,8,0.11209542857142857,1
