id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,32,2,8,512,0.07904406,301,RS,36.65009110108969,1,2,4,20,1,True,True,1,True,32
