id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,32,2,16,inf,4,8,RS,1024,False,64,29,1,17,1,False,False,1,inf,inf,False,False,inf
2,4,128,2,8,1.07530715059475,16,16,RS,2,True,128,27,4,1,2,False,False,10,0.00013044539087297223,1.075388,True,False,1.07546884940525
3,16,2048,1,2,1.4551743600987024,128,2048,RS,128,False,256,1,128,2,15,True,False,10,0.5564946827967002,1.800087,True,True,2.1449996399012976
4,2,256,1,4,2.8069195829879354,16,1,RS,4,False,2048,15,2048,7,1,False,False,10,0.003634132083455415,2.809172,True,True,2.811424417012064
5,4,16,8,4,1.2224523693640248,8,8,RS,8,True,1,25,256,1,29,True,False,10,2.5219040425806735e-05,1.222468,True,False,1.2224836306359754
6,2,1,16,1,1.8161431347048669,64,512,RS,128,False,512,20,1024,9,1,False,False,10,0.002721650234692207,1.8178299999999996,True,True,1.8195168652951323
7,2,128,8,4,1.164852713342259,1024,16,RS,8,True,2048,25,256,29,1,True,False,10,0.002701355400535095,1.1665269999999999,True,True,1.1682012866577407
8,8,32,2,8,inf,1,32,RS,8,False,512,13,256,1,8,False,False,1,inf,inf,False,False,inf
9,4,1,1,16,0.5051700048025802,1024,256,RS,8,False,1024,27,32,24,1,False,False,10,0.011157067799829858,0.5120851,True,True,0.5190001951974197
10,4,1,1,2,1.0743652487153783,32,512,RS,16,True,512,8,16,22,1,True,False,10,5.929586832148291e-05,1.074402,True,False,1.0744387512846219
11,1,2048,2,4,1.9530235904882043,2,128,RS,32,True,1,28,128,1,25,True,False,10,2.8089143810421957e-05,1.9530409999999996,True,False,1.9530584095117949
12,16,256,4,1,inf,8,64,RS,256,False,1,29,256,1,27,False,False,1,inf,inf,False,False,inf
13,16,1,4,4,1.1609570651191392,16,256,RS,4,True,1024,29,1,1,16,False,False,10,2.5709920264368355e-05,1.160973,True,False,1.1609889348808609
14,2,128,1,2,1.0768821666369222,1,128,RS,2,True,8,23,64,1,19,True,False,10,0.010080483123342865,1.08313,True,True,1.0893778333630777
15,8,1024,1,1,0.626242587263836,128,4,RS,1,True,512,12,256,1,22,True,False,10,3.277331231352624e-05,0.6262629000000001,True,False,0.6262832127361642
16,1,128,8,4,3.986989763815647,2048,64,RS,16,True,2048,12,32,1,14,False,False,10,0.00016817847662526207,3.987094,True,False,3.9871982361843528
17,2,1,32,2,1.4013564504249105,32,2,RS,8,True,64,1,256,15,3,True,False,10,0.0022274292356885433,1.4027370000000001,True,True,1.4041175495750897
18,2,512,4,16,1.0739182713653468,128,16,RS,1,True,1024,1,1024,4,16,True,False,10,2.5377155080900796e-05,1.073934,True,False,1.073949728634653
19,16,2048,1,1,2.960459122711089,4,128,RS,4,False,2048,14,32,24,1,True,False,10,0.00012726350615948492,2.960538,True,False,2.960616877288911
20,2,32,1,1,1.0744484395987122,4,32,RS,2,True,1024,3,16,1,23,True,False,10,3.1559467676110465e-05,1.074468,True,False,1.0744875604012878
21,1,1024,2,16,1.5661174422311306,1,128,RS,64,False,512,10,512,16,1,True,False,10,0.00451206870515064,1.568914,True,True,1.5717105577688693
22,4,512,16,1,0.14495802132466692,8,16,RS,1,True,256,18,32,3,1,True,False,10,0.008748018930020671,0.15038,True,True,0.1558019786753331
23,2,256,4,4,inf,64,4,RS,8,True,128,1,128,3,29,True,False,1,inf,inf,False,True,inf
24,2,16,1,16,inf,2,2,RS,16,False,256,1,1024,23,26,True,False,1,inf,inf,False,False,inf
25,16,2048,1,1,0.8140513835116837,1024,64,RS,2,True,1024,28,1024,1,11,False,False,10,0.0022043037086572088,0.8154176,True,True,0.8167838164883162
26,1,64,1,16,0.945504280917002,32,16,RS,8,True,128,1,2048,15,10,True,False,10,0.0023558095933245396,0.9469643999999999,True,True,0.9484245190829979
27,16,1024,1,4,2.802895776228411,8,2,RS,16,False,256,21,1024,27,1,True,False,10,6.328506932922262e-05,2.802935,True,False,2.8029742237715896
28,4,128,4,8,1.6135842855339029,128,64,RS,4,False,128,9,2048,1,27,True,False,10,0.004133163921259358,1.6161459999999999,True,True,1.6187077144660968
29,2,128,8,4,2.7396345959632757,4,128,RS,256,False,256,13,512,3,1,True,False,10,4.0987803063836044e-05,2.7396599999999998,True,False,2.739685404036724
30,1,1,1,4,1.4230703894407506,1,2048,RS,2,False,32,1,2048,25,29,False,False,10,0.004726740949110706,1.426,True,True,1.4289296105592493
31,2,512,8,1,2.8008413440626247,8,4,RS,4,False,1,1,2048,26,12,False,False,10,0.0007819616358875658,2.8013260000000004,True,False,2.801810655937376
32,2,128,4,1,1.2517599414104028,8,8,RS,2048,False,512,3,2048,1,2,False,False,10,0.0030156075673071566,1.2536289999999999,True,True,1.255498058589597
33,2,1,8,1,0.18341718603428894,1,512,RS,2,False,32,14,8,1,1,False,False,10,0.011884757995432637,0.19078330000000002,True,True,0.1981494139657111
34,4,512,16,2,2.301572037533621,4,256,RS,1,False,32,23,512,1,16,True,False,10,2.736786436682504e-05,2.3015890000000003,True,False,2.30160596246638
35,1,1,1,2,1.5566941103929959,8,256,RS,8,False,256,1,8,30,7,True,False,10,0.0007662042808546799,1.557169,True,False,1.5576438896070042
36,2,512,2,32,2.71330267837563,16,128,RS,256,False,128,1,2048,17,24,False,False,10,0.0025142531694321967,2.714861,True,True,2.71641932162437
37,8,2048,4,2,inf,64,256,RS,8,False,512,17,32,8,1,True,False,1,inf,inf,False,False,inf
38,4,64,1,4,0.182042492676397,16,4,RS,2,True,256,30,32,1,28,True,False,10,0.011631599073644177,0.1892517,True,True,0.196460907323603
39,8,1,1,1,3.3593069570560927,8,4,RS,8,True,128,13,128,1,9,False,False,10,3.072458299147915e-05,3.3593260000000003,True,False,3.359345042943908
40,2,64,2,8,1.1009607676622684,64,16,RS,16,True,1,1,256,9,5,False,False,10,2.4576411454874745e-05,1.100976,True,False,1.1009912323377316
41,8,1024,2,2,1.3344809972471479,64,32,RS,2048,True,128,1,2048,26,17,True,False,10,0.004388552039112659,1.3372009999999999,True,True,1.3399210027528519
42,8,1024,8,4,1.3847547513844438,256,2,RS,2,True,1024,11,256,12,1,True,False,10,0.005090793651288558,1.38791,True,True,1.3910652486155561
43,1,32,1,16,0.8828978347873178,2048,32,RS,128,True,2048,10,2048,1,30,False,False,10,0.0026459799243380585,0.8845378,True,True,0.8861777652126823
44,4,128,2,1,1.0054589946268078,128,128,RS,512,False,512,12,2048,1,14,False,False,10,0.006781282769506066,1.009662,True,True,1.0138650053731924
45,4,2048,4,1,0.513577875400186,1,8,RS,2048,True,16,4,2048,1,18,False,False,10,0.004009591026526286,0.5160629999999999,True,True,0.5185481245998139
46,1,128,4,2,1.1307195353892268,4,1,RS,64,False,512,1,2048,28,16,True,False,10,0.002383795502974211,1.1321970000000001,True,True,1.1336744646107735
47,8,2048,4,1,0.6192381679607049,2048,32,RS,4,False,1,12,64,1,19,True,False,10,0.11458309334173171,0.6902562,True,True,0.7612742320392951
48,32,512,1,2,1.277683487818221,4,128,RS,32,True,8,10,2048,1,14,False,False,10,1.857417562104471e-05,1.277695,True,False,1.277706512181779
49,2,8,2,2,2.234817790256531,4,8,RS,16,True,512,22,64,1,20,False,False,10,2.615339366121161e-05,2.234834,True,False,2.2348502097434695
50,4,2,1,8,2.800898868524468,4,1,RS,16,True,16,1,1,9,20,False,False,10,2.7640549922194133e-05,2.800916,True,False,2.800933131475532
51,1,64,1,2,0.11914702287069463,32,32,RS,1,True,1024,24,16,25,1,True,False,10,0.011563947362816903,0.1263143,True,True,0.13348157712930533
