id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,512,False,4,4,4,2,2048,11,0.9947408968133759,256,1,RS,False,True,9,True,512,False,29,1,512,8,10,2048,4,8,0.9947927,1,False,8.358115816377556e-05,True,0.9948445031866241
2,8,1,False,1,16,64,32,256,2,inf,2,2048,RS,True,False,10,False,512,False,1,2,32,32,1,1024,4,32,inf,1,True,inf,False,inf
3,16,512,False,8,1,1,32,1024,21,0.6047684403761612,1,512,RS,False,False,3,False,1,False,1,22,2048,32,10,64,8,1,0.6096397,1,True,0.007859468646797936,True,0.6145109596238388
4,32,32,False,1,32,1,64,2,5,1.929923026928752,128,4,RS,False,True,1,True,1024,True,8,1,128,8,10,2048,16,8,1.932362,21,True,0.003935128460419092,True,1.9348009730712479
5,16,2,False,2,1,1024,4,1024,21,1.120064744707382,1024,1,RS,True,False,1,False,1,True,2,1,64,1,10,64,4,16,1.1218020000000002,1,False,0.0028029513017532384,True,1.1235392552926184
6,32,4,False,8,8,2048,128,2048,1,2.965814038093772,4,2,RS,False,True,2,False,512,False,1,6,64,1,10,1,2,16,2.966362,23,False,0.0008841018040927107,True,2.9669099619062282
7,2,2048,False,4,32,8,1,1,1,0.8720778572749259,512,4,RS,False,True,29,True,2048,True,29,1,64,1,10,128,2,16,0.8768652999999998,1,False,0.007724235393228259,True,0.8816527427250738
8,2,256,False,32,32,16,8,1,20,1.0250688033354367,1,16,RS,False,False,6,False,256,True,1,10,256,4,10,2048,1,2,1.0274699999999999,1,True,0.0038741786226244163,True,1.029871196664563
9,8,1024,False,32,1,1,4,16,16,0.4798654970844173,4,256,RS,False,True,1,True,8,False,1,25,256,8,10,128,4,16,0.4863791,7,True,0.010509285450971436,True,0.49289270291558274
10,4,256,False,16,256,1,4,128,6,0.4889518043662696,2,128,RS,False,False,1,False,32,True,1,8,512,2,10,512,32,8,0.5017013,14,True,0.020570503100556387,True,0.5144507956337304
11,16,512,False,2,2,16,16,16,1,0.6003372462199964,16,512,RS,True,True,13,True,128,True,1,23,1024,1,10,2048,4,1,0.6086614000000001,2,False,0.013430494512116815,True,0.6169855537800039
12,2,256,False,16,128,64,64,256,1,0.8922828457846725,2,32,RS,False,True,24,True,1024,False,10,1,512,8,10,512,1,32,0.899051,1,True,0.010919987838821081,True,0.9058191542153275
13,1,128,False,16,32,4,4,256,30,0.883779622337769,2,32,RS,False,False,1,False,512,False,20,1,256,1,10,128,1,4,0.8868164000000001,2,True,0.004899648277172542,True,0.8898531776622312
14,8,1,False,1,16,4,2,4,1,1.058500651103268,16,256,RS,False,True,4,True,64,True,30,1,64,32,10,128,1,32,1.0659580000000002,12,False,0.012031959773868972,True,1.0734153488967324
15,32,2048,False,1,8,2,32,1024,8,1.9392039005096535,1,2,RS,True,False,1,False,2,False,28,1,1024,4,10,64,32,16,1.9395859999999998,9,False,0.0006164933089661006,True,1.939968099490346
