id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,16,256,16,128,1,2,512,3,16,64,RS,10.197122174127696,True,True,9,True,16,True,1,18,256,1,64,32,32,0.1393552,1,True,301
