id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,29,0.051458000000000004,301,RS,1.8666514438959925,2,1024,1,32,True,False,1,False,1
