id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
1,8,8,32,32,8,256,5.20693088273619,4,False,8,DLMT,2048,False,True,True,False,16,8,1,True,4,6,2048,1,10,29,2,5.207013999999999,32,0.00013410443691396173,2,True,1,13,64,5.2070971172638085,30,1
2,2,16,1024,2048,8,1024,4.787462826545552,16,False,1024,DLMT,2048,True,True,False,False,32,4,17,False,2,16,256,4,10,1,1,4.787679,1,0.000348782166975355,16,True,22,1,1,4.787895173454448,1,19
3,1,2,16,128,32,1024,2.3458978873189094,128,False,8,DLMT,32,False,False,True,True,4,8,14,False,1,14,512,2,10,1,32,2.34601,1,0.00018088670487355625,16,True,1,28,128,2.346122112681091,11,1
4,16,16,128,128,64,2048,3.146049165781697,2,False,512,DLMT,512,False,True,False,True,8,256,15,False,4,29,2048,8,10,1,2,3.1464280000000002,1,0.0006112249994887245,32,True,1,13,32,3.1468068342183035,16,1
5,1,2,4,2048,64,16,3.7905538037276596,32,False,1024,DLMT,128,False,False,True,True,4,2,1,True,4,14,2048,2,10,26,4,3.791297,16,0.001199100079226112,2,True,28,1,64,3.7920401962723407,1,19
6,4,16,64,256,2048,128,inf,16,False,64,DLMT,256,True,True,True,True,32,2,23,False,1,26,1,16,1,1,4,inf,16,inf,8,False,1,16,2048,inf,1,5
7,32,64,2,32,2,1,1.8438124344886064,64,False,1024,DLMT,256,True,True,True,False,2,1,28,False,4,22,2048,4,10,1,2,1.8439050000000001,4,0.00014934858553062154,32,True,1,21,1,1.8439975655113938,5,1
8,1,32,2048,256,16,1024,inf,2,False,2048,DLMT,1,False,True,False,True,4,16,12,True,1,7,1,1,1,1,16,inf,1,inf,32,False,1,3,64,inf,1,3
9,4,1,2,1,4,512,3.535958862195343,64,False,512,DLMT,512,True,False,False,True,32,128,2,True,2,29,8,4,10,1,4,3.536067,16,0.00017447349368885013,1,True,1,7,64,3.536175137804657,1,27
10,1,2,2,1,4,1,5.224462932881652,64,False,16,DLMT,2048,False,False,False,True,8,2,1,False,16,19,2048,16,10,13,4,5.224657,2,0.00031311499485006824,2,True,26,1,64,5.2248510671183475,1,11
