id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,32,1024,1,2048,512,2,512,21,4,1,DLMT,15.078134855255565,True,False,2,True,4,True,26,1,2048,1,8,8,1,0.09417563999999999,1,True,236
