id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
19,8,16,False,2,64,1024,32,2048,4,0.7967071669653792,8,1,DLMT,True,True,1,True,256,True,18,1,1,2,10,2048,1,8,0.7991979,23,False,0.004018639880606375,True,0.8016886330346208
20,4,1024,False,32,64,1024,1,2048,5,0.6551369300825198,128,512,DLMT,True,True,22,True,128,False,17,1,2048,2,10,256,4,32,0.6563130000000001,1,True,0.0018975142687210583,True,0.6574890699174805
21,16,8,False,2,8,128,32,512,4,1.5467559005304756,4,2,DLMT,True,True,1,False,1,False,1,12,2048,16,10,512,8,1,1.5468870000000003,8,False,0.00021152068456772432,True,1.547018099469525
22,32,2048,False,16,16,512,16,512,18,1.0660070044967505,512,2048,DLMT,False,False,5,False,512,True,1,21,2048,32,10,32,1,32,1.071475,1,False,0.008822264165167584,True,1.0769429955032495
23,32,32,False,1,2,1,1,4,2,2.6420723352936673,2,8,DLMT,True,False,1,False,2048,False,1,15,4,4,10,2048,16,16,2.6422909999999993,11,False,0.0003528016439870682,True,2.6425096647063313
24,4,1,False,4,2048,16,8,256,8,0.7211379205861486,64,256,DLMT,False,True,1,False,128,True,7,1,1,16,10,8,2,16,0.7326496,4,False,0.018573365086596436,True,0.7441612794138515
25,16,1024,False,32,4,1024,4,1,2,0.46620530365821095,8,1,DLMT,False,True,1,True,512,True,1,9,16,1,10,8,4,4,0.47322949999999997,9,True,0.011333095581084633,True,0.480253696341789
26,4,256,False,8,128,1,16,128,6,1.1171934704471485,128,2,DLMT,True,False,1,True,1,False,1,14,256,8,10,2048,32,1,1.1192639999999998,2,True,0.0033406681966337043,True,1.1213345295528512
27,4,1,False,1,4,1,1,128,1,0.957768337331351,32,128,DLMT,False,True,15,False,1,True,1,29,32,32,10,2048,4,1,0.9667714999999999,4,False,0.014526032316155728,True,0.9757746626686488
28,32,1,False,1,512,2048,64,1,26,1.1364263890754989,2048,4,DLMT,False,True,1,False,1,True,1,7,512,2,10,1,4,2,1.138336,4,False,0.0030810361893362902,True,1.1402456109245012
29,8,128,False,2,16,2048,32,2048,1,0.14429303987328496,1,8,DLMT,False,True,9,True,1,True,24,1,1,4,10,32,8,1,0.1544131,10,True,0.016328075572154852,True,0.16453316012671504
30,8,1,False,1,8,8,1,1,14,1.036290608032362,1,1,DLMT,True,True,4,False,128,True,3,1,8,16,10,16,2,16,1.044879,1,False,0.0138568260795898,True,1.0534673919676378
31,8,512,False,4,2,16,4,2048,25,0.9738952998200008,1,512,DLMT,False,True,4,False,128,False,8,1,512,2,10,512,8,4,0.9807317,1,True,0.011030098377167794,True,0.9875681001799992
32,4,1024,False,1,4,2,1,128,2,0.5555025914117182,1,1,DLMT,True,True,1,True,64,False,1,19,512,32,10,64,1,2,0.5681771,30,True,0.02044951625564772,True,0.5808516085882818
33,2,64,False,16,2,512,8,1,3,1.5333516063502701,2048,1,DLMT,False,False,23,False,1,True,13,1,8,4,10,128,1,16,1.5373100000000002,1,False,0.00638661725798565,True,1.5412683936497302
34,1,1024,False,4,2048,512,32,1,1,0.47521836655533173,2,1024,DLMT,True,True,23,True,4,True,20,1,1,1,10,64,1,1,0.4809821,1,False,0.009299418588815101,True,0.4867458334446683
35,32,2,False,1,1024,2048,4,1,1,1.146714421811346,1,2,DLMT,False,True,1,True,1,False,1,28,2048,1,10,256,16,32,1.1467519999999998,29,False,6.063002556489961e-05,True,1.1467895781886535
36,32,2048,False,1,1,4,64,128,14,0.8950552964494247,2,256,DLMT,True,False,9,True,128,True,7,1,2,32,10,2048,4,2,0.8999853,1,False,0.00795424824920619,True,0.9049153035505753
37,32,128,False,16,4,4,128,128,30,0.6582821318824946,4,32,DLMT,True,True,3,False,128,True,22,1,2048,1,10,512,4,8,0.6653276,1,True,0.011367416242928719,True,0.6723730681175054
38,32,2048,False,1,16,1024,4,2048,2,0.5044536438404346,4,1,DLMT,False,False,2,False,1,True,30,1,256,8,10,256,8,8,0.5132384999999999,1,False,0.01417380860072549,True,0.5220233561595653
39,32,128,False,8,1,128,1,256,1,0.17369581590930044,64,16,DLMT,True,True,5,True,64,True,1,1,16,16,10,1,32,2,0.1880748,10,True,0.023199579443601993,True,0.20245378409069953
40,1,2048,False,1,16,32,256,512,6,0.8004101884737022,512,1024,DLMT,True,False,1,True,2048,True,1,10,1024,2,10,1,32,8,0.8052632000000001,20,True,0.00783002649803947,True,0.810116211526298
41,8,2048,False,8,2,512,2048,1024,1,inf,2,2048,DLMT,True,False,2,True,2048,False,3,1,16,8,1,2048,2,32,inf,8,True,inf,False,inf
42,4,512,False,1,16,4,2,512,15,1.6532625187897323,64,2,DLMT,True,True,1,False,2048,False,26,1,1,8,10,2048,16,8,1.653337,6,False,0.00012017071190604428,True,1.6534114812102678
43,8,2048,False,8,2,2048,1,2048,6,0.5351126134468688,1,1,DLMT,False,False,14,False,4,False,23,1,1024,2,10,1,1,4,0.5412615,1,True,0.009920838717064201,True,0.5474103865531311
44,8,1,False,1,8,8,16,8,8,0.4639726457182473,32,1024,DLMT,True,True,4,True,256,False,1,6,128,2,10,128,2,2,0.47415250000000003,1,True,0.016424549651360316,True,0.48433235428175275
45,1,1,False,2,16,32,32,512,18,0.5497256434295549,8,256,DLMT,False,True,4,True,128,False,16,1,256,4,10,256,16,2,0.5520898000000001,1,True,0.003814416778486593,True,0.5544539565704453
46,8,32,False,16,512,2,1,1,4,0.819918687056598,2048,32,DLMT,True,False,1,True,1,False,1,5,1,2,10,512,2,32,0.8271582000000001,11,True,0.011680495270321379,True,0.8343977129434021
47,32,64,False,32,32,16,1,32,14,1.617294018840718,4,16,DLMT,False,True,1,True,2048,False,1,3,512,32,10,2,32,2,1.618346,8,False,0.0016973049225168539,True,1.619397981159282
48,8,4,False,8,256,4,16,1024,10,0.5811021230421933,64,4,DLMT,False,True,1,True,512,True,7,1,2048,2,10,64,8,8,0.5856842,10,True,0.007392890744492309,True,0.5902662769578066
49,32,64,False,1,256,64,4,2048,1,0.7298802751215118,1,16,DLMT,False,True,12,False,1,False,1,6,512,1,10,8,32,1,0.7350097,4,True,0.008276001921821907,True,0.7401391248784882
50,32,1,False,16,8,4,2048,2048,10,1.6091587887944705,256,32,DLMT,True,False,1,False,1,True,12,1,32,4,10,2048,32,32,1.610943,12,True,0.002878711691017358,True,1.6127272112055295
51,2,64,False,16,64,64,2048,512,1,1.1547788553423384,1,64,DLMT,True,False,4,False,512,True,29,1,1,2,10,1,1,2,1.156546,8,False,0.0028511758977657143,True,1.1583131446576618
52,8,1024,False,32,2048,1,4,2048,1,0.7316733299652572,128,1,DLMT,False,True,7,True,2048,True,1,27,2048,8,10,64,32,2,0.7339939,17,False,0.003744092665787004,True,0.7363144700347427
53,2,1024,False,2,128,16,32,1,1,2.0600378065931952,128,128,DLMT,False,False,19,False,2048,True,1,7,256,1,10,1024,32,2,2.062626,1,False,0.004175886013770031,True,2.0652141934068045
54,8,2048,False,1,128,64,1024,1024,2,inf,2048,8,DLMT,True,True,3,True,2048,False,1,21,128,32,1,1024,4,1,inf,1,False,inf,False,inf
55,4,2048,False,16,2,8,4,32,15,2.3089649892090565,2048,2048,DLMT,True,False,1,False,2048,False,1,30,1,1,10,16,16,8,2.309046,6,False,0.000130705776459897,True,2.3091270107909434
56,2,1,False,32,8,2,64,2048,1,1.1661715674827449,2,4,DLMT,True,False,4,False,1,True,13,1,512,32,10,512,16,4,1.190793,10,False,0.03972512078018142,True,1.2154144325172551
57,1,1,False,4,64,1,4,4,4,1.4039790679463864,2,16,DLMT,True,True,1,True,1024,True,1,1,1024,4,10,2048,2,1,1.406975,29,True,0.0048337464765955815,True,1.4099709320536138
58,16,1,False,2,64,1,64,1,8,1.1413295225785456,32,2048,DLMT,True,True,2,False,32,False,1,30,1024,16,10,1,1,16,1.141693,1,False,0.0005864477811365632,True,1.1420564774214546
59,1,16,False,8,64,1,64,128,3,1.0125673842958822,1024,4,DLMT,True,False,30,True,1024,False,27,1,256,1,10,512,32,4,1.012626,1,False,9.457272334025776e-05,True,1.0126846157041178
60,4,1024,False,2,256,4,32,8,14,0.47991762557513773,32,1,DLMT,False,True,2,True,2048,True,1,6,1,32,10,128,16,16,0.48416810000000005,1,True,0.00685787107563273,True,0.48841857442486236
61,32,256,False,16,64,16,8,16,2,1.6023723926402307,2,4,DLMT,False,True,1,False,8,False,8,1,64,16,10,256,2,1,1.60242,18,False,7.681145747867763e-05,True,1.6024676073597692
62,32,1024,False,32,256,128,1,2048,1,2.186392747341512,256,2,DLMT,True,False,2,True,512,False,19,1,2048,4,10,64,4,32,2.1864390000000005,1,False,7.462573282723952e-05,True,2.186485252658489
63,1,4,False,32,1,256,4,256,10,1.1918184039148392,256,2,DLMT,False,True,7,False,2048,False,1,25,256,32,10,1024,4,8,1.1937190000000002,1,True,0.0030664913174506155,True,1.1956195960851612
64,32,1,False,2,1,128,2,1024,1,4.82708187364153,4,16,DLMT,False,False,8,True,256,True,1,6,2,16,10,64,1,16,4.829508,11,False,0.003914401103617326,True,4.831934126358469
65,8,128,False,32,2,64,2048,2048,10,0.6795433607583661,2,2,DLMT,False,False,12,False,4,True,1,1,64,2,10,1,16,1,0.6882091,1,False,0.013981621003660495,True,0.696874839241634
66,2,4,False,8,16,1,1,256,13,1.0788284490100155,64,1,DLMT,False,False,1,True,64,False,30,1,1024,1,10,256,1,1,1.078885,8,False,9.124143795450158e-05,True,1.0789415509899847
67,8,2048,False,32,2,8,512,64,1,3.508760518759738,512,1,DLMT,False,True,24,True,1,False,4,1,2,2,10,1024,1,4,3.510765,5,False,0.0032341034306280774,True,3.5127694812402623
68,1,32,False,2,1,64,4,128,2,0.6878428277380273,8,32,DLMT,True,False,1,True,1,False,1,2,1024,8,10,8,2,2,0.7079951999999999,20,True,0.03251457532184605,True,0.7281475722619726
69,1,128,False,16,2048,2048,2,2048,9,1.2008012220104332,8,16,DLMT,True,True,12,False,2048,False,30,1,2048,8,10,8,1,8,1.200896,1,False,0.00015291827882892006,True,1.2009907779895668
70,4,1,False,8,32,32,1,1024,1,0.829861426885164,2048,2048,DLMT,False,True,20,True,1,True,28,1,2048,2,10,8,1,8,0.8313667,1,False,0.002428662761685956,True,0.8328719731148361
71,2,1,False,8,32,4,1,64,2,0.5323787132935364,64,1024,DLMT,False,True,1,True,1024,False,26,1,32,8,10,64,16,1,0.5449736000000001,29,True,0.020321051396027735,True,0.5575684867064638
72,4,8,False,32,16,2,4,8,1,1.251738077319565,256,2,DLMT,True,False,4,True,1024,False,1,29,128,16,10,1,1,2,1.269862,18,True,0.029241800491761814,True,1.287985922680435
73,1,128,False,8,32,2,2,4,1,2.027279256337959,8,2,DLMT,False,False,3,True,8,True,11,1,64,8,10,1024,4,32,2.0404290000000005,30,False,0.02121627792521578,True,2.053578743662042
74,8,512,False,1,1,64,2,128,1,inf,2048,512,DLMT,True,True,2,False,2048,False,17,1,16,1,1,1,1,1,inf,12,False,inf,False,inf
75,8,2048,False,4,16,128,128,512,1,0.8951914187675534,512,128,DLMT,True,False,30,True,2048,False,1,8,2048,8,10,2048,32,1,0.8952255999999998,1,False,5.514925203481867e-05,True,0.8952597812324463
76,16,2048,False,16,4,16,1,16,29,inf,1,32,DLMT,False,True,4,True,1,True,1,4,512,16,1,256,8,4,inf,1,True,inf,False,inf
77,2,1,False,1,64,2048,64,2048,29,0.4621077282653704,2,2048,DLMT,True,False,1,True,2,True,1,30,2048,8,10,512,4,4,0.4679277,2,False,0.009390155505102133,True,0.4737476717346296
78,16,1,False,16,64,16,8,512,1,1.3537235815136692,64,2,DLMT,True,True,20,False,2048,False,1,13,512,4,10,16,8,32,1.3538529999999998,3,False,0.00020880852473019923,True,1.3539824184863303
79,16,64,False,32,32,16,1,1024,3,inf,8,32,DLMT,True,False,27,False,1024,True,1,23,1,8,1,1024,32,1,inf,1,True,inf,False,inf
80,1,1,True,1,1,1,1,1,1,1.4199418866343902,1,1,DLMT,False,False,1,False,1,False,1,1,1,1,10,1,1,1,1.419993,1,False,8.246817568003676e-05,True,1.4200441133656099
81,8,16,False,8,8,1024,128,1024,1,1.350174369083268,4,1,DLMT,True,True,11,False,16,True,1,4,32,32,10,512,1,16,1.355221,5,False,0.008142419112278627,True,1.360267630916732
82,32,128,False,2,4,8,1024,64,11,0.8332724028904314,4,1,DLMT,False,True,1,True,256,True,10,1,1,2,10,1024,8,4,0.8352448000000001,4,False,0.003182337719350346,True,0.8372171971095689
83,1,16,False,1,2,512,4,512,1,1.0217489976874667,64,16,DLMT,True,False,8,False,1,True,30,1,512,1,10,2048,32,2,1.027923,5,True,0.009961361402940822,True,1.034097002312533
84,16,2048,False,16,128,1,1024,8,1,0.6202329961761449,4,1,DLMT,True,True,1,True,32,True,1,3,1,32,10,2048,4,2,0.6275767000000001,10,True,0.011848600651975757,True,0.6349204038238553
85,32,8,False,16,16,1,1,2,2,1.322741123841283,1,8,DLMT,False,False,29,False,1024,False,1,2,512,32,10,128,2,8,1.3228469999999999,1,False,0.0001708244713148407,True,1.3229528761587168
86,32,16,False,2,1024,4,64,2048,3,0.19931739276457994,1,2,DLMT,True,False,1,True,64,True,1,1,1,1,10,64,32,16,0.2164968,22,True,0.027717884687688564,True,0.23367620723542004
87,8,1,False,1,1024,64,16,2048,1,0.7099734198221836,32,4,DLMT,False,True,1,True,32,False,26,1,1,8,10,64,4,32,0.7201428,7,True,0.016407650348541688,True,0.7303121801778163
88,4,1,False,2,2,256,16,512,1,1.0410311370749492,2,16,DLMT,False,True,4,False,8,True,1,11,16,16,10,16,16,8,1.045887,20,False,0.007834627049196394,True,1.0507428629250508
89,8,1024,False,1,1024,32,2048,256,5,inf,2,1,DLMT,True,True,19,True,8,False,26,1,1,16,1,2048,2,4,inf,1,False,inf,False,inf
90,32,2048,False,2,4,256,16,2048,1,0.16722633265856418,1,16,DLMT,False,False,17,False,2,True,11,1,16,8,10,1,4,1,0.1784386,1,True,0.018090282685464035,True,0.18965086734143582
91,4,2048,False,1,1,16,2,16,1,0.49644435108999524,64,1024,DLMT,False,True,30,False,512,True,28,1,1024,4,10,1,32,8,0.5186793,2,True,0.03587468074296969,True,0.5409142489100047
92,16,512,False,32,32,2048,256,1,1,0.8771709373428935,1,256,DLMT,False,False,13,True,1024,True,24,1,256,16,10,2048,8,32,0.8813372000000002,1,True,0.006722000725974379,True,0.8855034626571068
93,8,2048,False,8,1,1,2,1,11,0.30869318330887807,128,1,DLMT,False,False,1,False,256,True,1,29,256,2,10,4,16,1,0.3167466,9,True,0.012993677379402649,True,0.3248000166911219
94,1,2048,False,32,8,2,1,1,9,2.9992922245527613,4,256,DLMT,False,False,1,False,512,True,30,1,8,4,10,128,2,32,3.001872,14,False,0.004162304169567601,True,3.004451775447239
95,4,64,False,16,2,4,32,8,11,1.1582397511220983,1,32,DLMT,False,True,1,False,32,True,1,1,4,2,10,2048,4,8,1.166892,2,False,0.01395985515684171,True,1.1755442488779018
96,2,256,False,8,64,1,8,8,1,0.9972013804321794,128,8,DLMT,True,True,3,False,256,False,28,1,1024,1,10,1,2,2,1.0104427,30,True,0.021364029844811568,True,1.0236840195678207
97,32,32,False,16,2048,8,4,1024,6,0.6932866331892802,32,32,DLMT,True,True,5,False,64,True,1,14,1,32,10,128,4,8,0.6991706000000001,1,False,0.009493407504157825,True,0.70505456681072
98,32,1,False,16,1,2,2,2,1,0.1878996002621271,64,32,DLMT,True,True,9,False,1,True,7,1,2048,16,10,64,1,1,0.20340299999999994,2,True,0.02501375282119819,True,0.2189063997378728
99,8,2048,False,32,2048,16,1,1024,11,0.5349466560261994,8,2048,DLMT,True,True,1,False,16,True,20,1,1,1,10,1024,16,8,0.5399113,1,False,0.008010138376457669,True,0.5448759439738006
100,2,2048,False,4,16,4,1,64,4,1.2208553259849204,1,1,DLMT,False,True,4,False,128,False,1,30,2048,32,10,4,32,4,1.220897,1,False,6.723838189606848e-05,True,1.2209386740150794
101,2,8,False,2,256,4,2048,256,1,0.9434065224772528,64,1,DLMT,False,False,2,False,256,True,26,1,2048,8,10,2048,32,4,0.9484205000000001,6,False,0.008089734930762574,True,0.9534344775227475
102,16,32,False,1,16,8,512,16,9,1.403822241825364,64,8,DLMT,True,True,4,False,128,False,1,20,1024,8,10,2048,8,1,1.403928,1,False,0.00017063411147833255,True,1.404033758174636
103,32,1,False,32,4,1,128,2048,30,0.7870900574389046,16,512,DLMT,True,False,2,False,16,True,1,28,32,2,10,512,2,16,0.7917455,1,False,0.007511261495248326,True,0.7964009425610954
104,32,512,False,4,16,1,2,1,23,0.7437902096432117,256,2,DLMT,True,False,3,True,1,True,1,29,32,16,10,1,1,2,0.7523288000000001,1,False,0.013776474337071888,True,0.7608673903567885
105,4,2048,False,1,16,256,2048,512,19,inf,512,128,DLMT,False,True,2,True,2048,False,11,1,256,4,1,1,16,2,inf,1,True,inf,False,inf
106,32,1,False,1,16,256,8,1,3,inf,1,512,DLMT,False,False,1,False,16,False,18,1,1,16,1,512,1,1,inf,26,False,inf,False,inf
107,2,1024,False,8,8,2,256,64,1,1.3642000344080918,16,64,DLMT,True,True,25,True,32,False,23,1,8,4,10,2048,1,4,1.364222,4,False,3.5440090293314e-05,True,1.3642439655919083
108,16,4,False,1,128,1,16,1,1,0.8129558887958952,2048,4,DLMT,True,False,14,False,1,False,20,1,1,1,10,1,2,8,0.827027,8,True,0.02270284605506544,True,0.8410981112041047
109,1,2048,False,4,2,4,4,256,8,1.62278430916469,64,2048,DLMT,False,True,14,True,1,True,21,1,2,2,10,2048,32,2,1.628263,1,True,0.008839520405542348,True,1.63374169083531
110,2,512,False,32,2,2,4,256,1,0.3921121497127432,2,1,DLMT,True,False,9,False,8,True,1,17,8,2,10,128,4,1,0.4193372,8,True,0.04392589302632332,True,0.4465622502872568
111,8,1,False,1,4,1,32,128,19,0.4346724903472365,2,8,DLMT,True,False,1,True,512,False,1,17,1,16,10,1,8,1,0.4478039,6,True,0.021186697163314533,True,0.46093530965276347
112,32,16,False,2,2048,16,2,64,2,0.6964542602446172,1,8,DLMT,True,False,1,True,2048,False,1,30,2048,8,10,1,4,32,0.7088911999999999,14,True,0.02006621400164965,True,0.7213281397553827
113,1,64,False,1,1,128,512,1,9,0.9653904252398201,4,4,DLMT,False,False,7,True,1,False,1,6,64,1,10,512,8,1,0.9654469999999999,1,False,9.127978965795933e-05,True,0.9655035747601798
114,16,128,False,2,1,16,256,32,1,4.201496401835408,64,128,DLMT,False,False,17,False,512,False,1,28,2,32,10,256,1,4,4.204535000000001,7,False,0.004902585542343895,True,4.207573598164593
115,4,256,False,8,128,1,1,256,2,1.1869060385103627,32,128,DLMT,True,True,14,False,512,False,1,11,256,2,10,128,32,1,1.1869530000000001,1,False,7.57693869580754e-05,True,1.1869999614896376
116,32,256,False,1,8,1024,1024,1024,10,1.6188363420576368,256,16,DLMT,True,False,1,False,1,False,1,30,128,16,10,1024,32,32,1.6206980000000002,5,True,0.0030036670920726132,True,1.6225596579423636
117,32,1,False,1,8,1,4,1024,4,0.5505115594509802,2,256,DLMT,False,False,28,True,64,True,19,1,2048,1,10,2048,2,32,0.556098,1,False,0.009013367739086202,True,0.5616844405490198
118,1,64,False,16,2,2,1,1024,2,0.8811003072670558,128,8,DLMT,False,True,26,False,1024,True,1,11,1,32,10,4,4,8,0.9081052,1,True,0.04357068276674121,True,0.9351100927329441
119,8,128,False,1,32,16,1,1,29,0.8456455755944693,1,128,DLMT,True,False,4,True,32,True,2,1,2048,2,10,2048,1,32,0.8494145,1,False,0.006080920641646301,True,0.8531834244055306
120,16,4,False,32,2,2048,1,2048,3,1.4033860170945425,1024,4,DLMT,False,True,1,True,1,False,24,1,8,32,10,16,2,2,1.421433,29,True,0.029117663041528567,True,1.4394799829054574
121,2,8,False,32,1,32,64,128,1,0.45389744938516247,8,8,DLMT,True,True,7,True,8,True,17,1,1024,2,10,64,1,2,0.4718042999999999,9,False,0.028891568472653045,True,0.48971115061483733
122,32,16,False,8,128,2048,1,2048,1,1.1542829639671182,2048,1,DLMT,False,True,7,False,2048,False,1,19,256,2,10,4,1,4,1.154337,16,False,8.7183714075479e-05,True,1.1543910360328817
123,2,1,False,8,64,8,32,32,13,1.2660054565462633,512,512,DLMT,True,False,1,True,1,False,11,1,64,32,10,1,32,1,1.266039,4,False,5.412023651096392e-05,True,1.2660725434537365
124,8,16,False,1,64,2,16,1024,1,inf,2,1,DLMT,False,True,2,True,128,False,1,30,512,32,1,16,2,32,inf,29,False,inf,False,inf
125,16,512,False,2,2048,512,512,1,1,1.0998601915182038,64,2,DLMT,False,True,20,True,1024,True,7,1,2048,2,10,2048,2,8,1.101953,4,True,0.003376613836375097,True,1.1040458084817961
126,8,128,False,2,256,512,8,1,6,0.8797650651395744,64,16,DLMT,True,False,1,True,2048,False,16,1,2048,4,10,8,4,32,0.8798401,5,False,0.00012106399134342889,True,0.8799151348604256
127,8,1024,False,16,16,32,2,1024,1,0.9874624223488219,16,1,DLMT,True,False,17,False,2048,False,5,1,64,16,10,512,32,2,0.9875037000000001,5,False,6.65988738643589e-05,True,0.9875449776511783
128,2,2048,False,32,8,1024,1024,2048,1,2.400647395811577,128,2048,DLMT,False,False,6,True,512,True,1,15,2048,16,10,1,1,16,2.4020550000000003,20,False,0.002271080139493048,True,2.4034626041884235
129,16,256,False,1,2048,64,128,2048,17,1.299812499760837,2,2,DLMT,False,True,1,False,2048,True,20,1,2048,1,10,1,32,32,1.3017100000000001,4,False,0.0030614963661582313,True,1.3036075002391634
130,2,128,False,16,2048,2,8,8,18,1.586591144337762,128,16,DLMT,False,True,1,False,512,False,9,1,1,2,10,16,1,8,1.586628,6,False,5.946427498929913e-05,True,1.5866648556622378
131,16,2048,False,8,2,64,1,512,26,0.2028262047134892,8,2048,DLMT,False,True,1,True,128,True,1,11,1024,32,10,16,16,16,0.21552639999999998,3,True,0.0204909601151337,True,0.22822659528651076
132,1,256,False,1,2,128,128,512,1,1.8435373290333439,32,32,DLMT,False,False,3,True,64,False,2,1,8,16,10,1,1,32,1.849193,8,True,0.009125066629893736,True,1.8548486709666563
133,2,512,False,1,2,1024,8,1,4,inf,2048,16,DLMT,True,True,1,True,2048,False,12,1,8,16,1,1024,2,2,inf,25,False,inf,False,inf
134,4,1,False,1,32,128,32,2048,11,0.6633961245952158,2048,256,DLMT,False,True,1,False,2048,True,29,1,128,32,10,32,4,4,0.6708447000000001,2,True,0.012017804300703181,True,0.6782932754047843
135,16,16,False,1,2,1,8,8,7,0.9940279966921642,16,8,DLMT,True,True,7,False,256,True,1,6,2,8,10,8,8,32,0.9960788,1,False,0.003308841150614519,True,0.9981296033078358
136,8,32,False,1,1,256,512,512,6,0.6250104353283463,1,16,DLMT,True,True,1,False,1,True,14,1,64,8,10,512,2,4,0.6288212000000001,5,False,0.006148427259063906,True,0.6326319646716538
137,8,1,False,32,2,16,2048,128,4,inf,2,8,DLMT,True,True,1,False,1024,False,1,13,4,8,1,1,1,16,inf,20,True,inf,False,inf
138,1,256,False,16,1024,1,8,16,5,0.19627571321807166,16,128,DLMT,False,False,1,True,1,True,11,1,1024,4,10,128,16,1,0.2012543,16,True,0.008032634213631292,True,0.20623288678192833
139,1,128,False,8,16,2048,2,2048,8,0.498969607844042,4,1,DLMT,False,False,11,True,2048,True,19,1,1024,2,10,2,8,1,0.5045939,1,True,0.009074438907723161,True,0.5102181921559581
140,2,1,False,4,32,4,256,1024,1,2.6159705746644124,8,1024,DLMT,False,False,5,False,2048,False,30,1,32,32,10,2048,8,32,2.6182980000000002,21,True,0.0037551532591893555,True,2.620625425335588
