id,SCR1,SCR2,T1_I1,speedup,T1_I2a,RT2_I2,RT2_I1,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_mean,points,T2_I2,T2_I1,T1_I2,T2_I1a
1,True,True,1,1.417008881090496,1024,4,1,DLMT,True,6,1,1,True,2048,29,1,16,1,3.114032000000001,344,2048,8,1,32
