id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,128,512,RS,1,1,False,8,64,True,32,64,8,False,0.11991152366410236,32,1,512,512,True,True,True,64,False,256,False,1024,True,16,8,256,False,4,1,1,12,4,1,16,3.386472488942982e-05,35,0.11993396205018338,4,0.11992274285714287,4,8,1,True,64,1,1,512,False,12,8,1,1
2,128,1,RS,8,1,False,1,256,True,64,128,1,False,0.13892110841348124,64,128,512,1,False,True,False,128,False,256,True,1,False,1,16,64,True,4,1,1,16,8,1,12,0.00025874316948492075,35,0.13909254872937585,1,0.13900682857142854,1,32,1,True,1024,1,1,2048,False,16,8,8,1
3,32,256,RS,32,1,False,1,1,True,32,64,1,True,0.09401937999895858,16,16,256,2048,False,True,False,128,True,32,True,256,True,12,1,2048,False,16,1,8,1,8,4,1,3.054685394135218e-05,35,0.09403962000104142,16,0.0940295,16,1,32,True,1,1,1,512,True,1,8,1,1
4,512,64,RS,8,8,True,1,32,True,64,128,8,True,0.0839569508182703,64,64,2048,2048,True,True,False,64,False,128,False,128,False,16,4,64,True,1,12,1,16,12,8,1,3.1635339835863854e-05,35,0.08397791203887255,12,0.08396743142857142,12,1,1,True,256,128,12,1,True,1,1,1,4
5,1,2048,RS,8,1,False,8,128,False,64,32,8,True,0.15684413408982528,32,1,256,512,False,False,False,64,False,128,False,128,True,16,16,512,True,16,1,4,1,1,1,1,3.892152229755653e-05,35,0.15686992305303182,1,0.15685702857142855,4,8,1,True,1,128,12,128,True,1,1,32,1
6,32,256,RS,32,1,True,1,16,True,1,16,1,False,0.13323561828039276,32,32,1024,512,True,False,True,16,False,128,False,512,False,8,8,256,True,16,1,1,12,1,1,16,0.00010136519549205675,35,0.1333027817196073,8,0.13326920000000003,1,8,8,True,1,1024,1,1024,True,1,1,8,12
7,512,1024,RS,1,1,False,1,256,False,128,1,8,True,0.10413451456057715,512,32,512,128,False,False,False,16,False,512,True,1024,False,4,1,1024,False,1,4,1,1,4,1,1,2.595795658760675e-05,35,0.10415171401085141,8,0.10414311428571428,8,8,8,True,512,2048,4,1,True,1,8,1,1
8,128,512,RS,32,1,False,32,16,True,256,32,1,False,0.13376291328706486,256,512,128,1,False,False,True,64,False,16,True,1,False,1,16,1,False,8,1,8,1,4,1,16,8.219146387973439e-05,35,0.13381737242722086,4,0.13379014285714286,16,1,1,True,256,256,12,256,False,1,32,1,1
9,32,64,RS,1,1,False,8,1,True,16,128,1,False,0.14173563338315368,256,32,128,1024,False,False,False,64,True,128,False,1,True,12,4,512,False,1,4,1,8,4,12,1,0.00033839835721124096,35,0.1419598523311321,12,0.14184774285714288,16,1,1,True,64,1,8,1,True,1,1,32,8
10,1,256,RS,1,1,False,8,512,False,1,64,8,False,0.11584592139114275,32,1,64,2048,True,True,True,128,False,32,False,1,True,4,4,1024,False,8,1,4,1,12,4,1,2.947325318082815e-05,35,0.11586545003742865,12,0.1158556857142857,8,1,32,True,1,1024,8,256,False,8,8,1,1
11,128,128,RS,1,1,True,32,32,True,256,256,8,False,0.17998124190275486,1,128,512,256,True,True,False,16,True,16,False,2048,True,8,1,1024,False,16,1,16,1,8,1,1,5.515452134222511e-05,35,0.1800177866686737,16,0.17999951428571428,1,8,8,True,1024,1024,16,1024,False,1,1,32,16
12,64,512,RS,8,8,False,8,256,False,64,128,1,True,0.12713099325339153,64,128,2048,512,True,False,False,32,False,16,True,1,False,16,8,512,False,8,1,4,1,8,8,1,3.788052108341472e-05,35,0.12715609246089418,12,0.12714354285714285,12,1,8,True,256,2048,1,2048,True,1,1,32,1
13,32,2048,RS,8,8,True,8,1,True,512,256,1,False,0.11150723774595094,128,16,512,1,False,True,False,512,False,64,False,1024,True,4,16,2048,False,1,1,1,4,8,1,8,3.438279113932713e-05,35,0.1115300193969062,8,0.11151862857142857,1,1,8,True,1024,64,16,256,False,4,1,8,1
14,16,2048,RS,8,1,False,1,16,True,64,16,8,False,0.11488710625058547,16,32,512,512,False,True,True,128,False,16,True,1,True,16,4,1,False,12,1,1,1,1,1,12,2.5983039994329343e-05,35,0.11490432232084309,12,0.11489571428571428,8,32,1,True,256,1,12,128,False,16,1,8,1
15,32,256,RS,1,32,True,1,1,True,16,256,32,True,0.1233981920554703,16,1,256,1,True,True,True,128,False,256,True,512,True,1,4,512,True,4,1,16,1,1,12,1,6.427413229000106e-05,35,0.12344077937310109,16,0.1234194857142857,8,8,1,True,128,256,12,1024,True,1,8,1,16
16,16,1,RS,8,1,True,1,16,True,512,128,8,True,0.12946433702239765,128,1,128,512,True,True,True,32,True,1,True,1,False,12,8,1024,False,1,4,8,1,4,16,1,3.166835799278452e-05,35,0.12948532012045952,12,0.12947482857142859,8,1,32,True,1,1024,8,512,False,12,1,8,1
17,32,64,RS,8,1,True,1,1,True,16,1,1,True,0.1286578979253783,16,16,128,1024,True,False,False,256,True,128,False,1024,True,8,4,2048,True,1,1,8,1,1,1,12,0.00010095230637912611,35,0.1287247877889074,1,0.12869134285714284,1,32,1,True,1024,256,1,512,True,12,1,8,1
18,256,512,RS,1,1,False,1,16,False,16,128,32,False,0.18662479316673528,128,256,1024,64,False,False,False,16,False,1,False,2048,False,16,12,256,True,4,1,1,12,8,1,12,0.0004674512621108009,35,0.18693452111897899,4,0.18677965714285713,12,8,1,True,1,64,12,128,True,8,1,32,1
19,1,512,RS,8,32,False,1,16,True,16,64,8,False,0.1507383854550523,64,64,2048,128,True,True,False,16,True,256,True,1,True,12,4,2048,True,1,16,1,4,1,1,4,4.023258908509338e-05,35,0.15076504311637623,4,0.15075171428571427,4,1,8,True,1,1024,16,64,True,1,1,8,12
20,512,64,RS,1,1,True,1,64,False,64,256,8,True,0.14020023150255184,16,1,1024,128,True,True,True,32,True,1,True,64,False,16,16,512,False,1,1,4,1,4,1,8,0.00019808860107929145,35,0.1403314827831625,16,0.14026585714285716,4,32,1,True,2048,512,16,2048,False,1,1,8,1
21,16,2048,RS,1,8,True,8,32,False,32,64,32,True,0.1712508342733543,64,128,2048,512,False,True,False,64,False,32,False,2048,True,16,12,64,False,1,8,1,12,4,8,1,0.00023180078709521024,35,0.17140442286950291,1,0.1713276285714286,16,32,1,True,2048,256,12,256,True,12,1,1,1
22,1,1,RS,8,1,False,32,32,True,1,32,8,False,0.10277179589202247,16,64,64,512,True,True,True,1,True,64,False,64,True,8,16,64,False,1,4,1,1,12,1,16,9.410221971400119e-05,35,0.10283414696512043,4,0.10280297142857145,4,8,8,True,128,512,1,128,False,1,1,1,16
23,32,512,RS,8,8,True,8,512,True,128,256,1,True,0.12707863229842825,128,1,128,2048,False,True,False,128,False,128,False,512,True,1,16,2048,False,1,4,1,1,12,1,4,3.5002926991313715e-05,35,0.1271018248444289,8,0.12709022857142857,1,1,32,True,2048,512,1,512,False,12,8,1,1
24,1,1,RS,1,8,False,1,512,False,1,64,32,True,0.12931907862069886,16,128,256,128,False,False,True,32,True,32,False,128,False,12,1,512,True,1,4,8,1,12,1,12,3.563928124060533e-05,35,0.12934269280787258,8,0.12933088571428572,12,8,8,True,64,1,8,512,False,16,8,8,1
25,1,64,RS,32,1,True,32,1,False,16,32,1,True,0.1100394495867693,32,1,512,512,True,False,True,256,True,16,True,1,False,12,8,1,True,4,1,1,16,12,16,1,5.797730731299313e-05,35,0.110077864698945,1,0.11005865714285715,8,8,1,True,1024,256,4,128,False,12,1,8,1
26,512,2048,RS,32,8,True,8,128,False,128,16,1,False,0.08904524721823878,1,32,1024,1,True,True,True,1,True,64,True,128,True,16,4,1024,False,1,8,1,8,12,1,1,1.7847516033652096e-05,35,0.08905707278176123,8,0.08905116,8,1,32,True,64,1024,1,512,True,1,8,1,12
27,32,256,RS,1,32,False,1,256,False,32,1,32,False,0.16979424772540835,64,128,128,64,True,True,True,32,False,128,True,1,True,12,4,128,True,1,4,12,1,16,1,1,0.0001823436226872045,35,0.16991506656030592,1,0.16985465714285714,1,1,32,True,512,2048,8,64,True,8,8,1,1
28,512,512,RS,1,8,True,8,128,True,16,32,1,False,0.133534812872129,32,256,1,512,True,False,True,1,False,32,False,1024,False,12,16,512,False,16,1,4,1,1,1,16,0.0001091432834696238,35,0.1336071299850138,8,0.1335709714285714,4,32,1,True,1024,2048,4,2048,True,1,1,1,12
29,256,128,RS,32,1,False,8,512,True,128,1,1,False,0.16962788183734345,64,32,1024,512,True,False,False,32,True,128,False,256,False,12,16,256,True,12,1,1,16,16,8,1,3.4853395583120954e-05,35,0.1696509753055137,12,0.16963942857142858,1,8,8,True,1024,1,8,64,False,4,1,32,1
30,64,64,RS,1,8,False,8,128,True,128,32,1,True,0.1202577548659356,32,64,1,512,True,True,True,64,False,512,True,1024,True,16,16,64,True,8,1,1,16,1,12,1,2.368025096391962e-05,35,0.1202734451340644,16,0.1202656,16,1,8,True,64,1,16,512,False,1,1,1,4
31,128,1,RS,32,8,False,1,256,False,32,16,1,False,0.08880550450904302,1,256,512,128,False,False,True,512,True,64,True,64,False,16,12,64,True,1,16,1,8,4,1,4,1.92786835861874e-05,35,0.08881827834809984,12,0.08881189142857143,12,1,1,True,1024,256,12,1024,True,1,1,8,4
32,128,128,RS,1,32,True,1,64,False,256,64,8,True,0.15224311276121522,256,128,1024,1,True,False,True,128,False,1,False,256,True,8,4,1024,True,12,1,12,1,8,1,8,5.2353383221084e-05,35,0.15227780152449905,4,0.15226045714285713,8,1,1,True,2048,1,1,512,True,1,32,1,16
33,32,1024,RS,1,1,False,1,128,True,16,64,8,True,0.0859184989654571,128,16,1,64,False,True,True,128,False,16,False,512,False,12,16,512,True,8,1,16,1,4,12,1,2.2848579467298684e-05,35,0.08593363817740003,8,0.08592606857142857,8,8,8,True,128,256,1,64,True,1,8,8,1
