id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,16,128,1,4,17,1,SIMA,22,1.5623170475731247,128,128,2048,171,8,0.11311488571428573,1
2,8,32,64,512,1,2,15,SIMA,30,1.5676038714854188,2048,1024,2048,170,8,0.11273340000000001,1
3,8,512,1,256,26,1,12,SIMA,14,1.5895667915311458,256,1,2048,170,1,0.11117577142857142,1
