id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,32,1024,256,1,0.597332560584533,64,32,512,DLMT,500,10,False,1,2048,1024,1,3,1,True,1,29,False,10,0.012340110870247478,0.6049808999999999,True,True,0.6126292394154669
2,1,1024,8,128,2.3775372749630965,4,64,32,DLMT,500,10,True,1,128,512,1,14,1,True,5,2,False,10,0.00021252999788266843,2.377669,True,False,2.3778007250369035
3,2048,1024,2,32,0.25706752438773073,4,128,8,DLMT,500,10,False,8,1024,2048,1,29,1,True,2,2,False,10,0.02831803208717018,0.2746189,True,True,0.29217027561226927
4,1,2048,2048,2,7.807507837868426,16,128,2048,DLMT,500,10,False,2048,32,2048,1,12,3,False,3,2,False,10,0.0003229489123684162,7.807708000000001,True,False,7.807908162131575
5,128,32,1,2,7.164319365685258,16,2,8,DLMT,500,10,True,1,4,32,9,4,1,True,7,1,False,10,0.0015499225787116186,7.16528,True,False,7.166240634314742
6,2048,1024,128,2048,3.5380004212955023,8,32,16,DLMT,500,10,False,256,1,16,1,26,1,True,2,1,False,10,0.00015582361823548971,3.5380970000000005,True,False,3.5381935787044987
7,1024,32,16,1024,0.21415911411118643,1,16,2048,DLMT,500,10,True,16,1024,1,4,14,1,False,1,1,False,10,0.0297088310313617,0.23257250000000002,True,True,0.2509858858888136
8,1024,512,1,1,6.022097660603139,4,64,8,DLMT,500,10,False,8,1,2048,1,2,4,False,14,1,False,10,0.00015705094714782444,6.022195,True,False,6.022292339396861
9,64,1,128,2,3.888205953764033,1,1,1,DLMT,500,10,False,16,4,128,1,3,1,True,2,21,False,10,0.0007793644846924316,3.8886890000000003,True,False,3.8891720462359674
10,16,2048,128,1024,1.051933708826387,128,16,1,DLMT,500,10,True,1,1024,512,20,1,1,False,3,1,False,10,0.007467454452489123,1.0565620000000002,True,True,1.0611902911736135
