id,T1_Ja,T1_La,speedup,points,T1_L,T1_M,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,cost_mean,OMP
1,512,2048,22.940463401038826,126,2048,1,8,1,16,DLMT,500,10,True,8,512,256,1,3,23,True,1,1,0.2073884,True
