id,SCR1,SCR2,T1_I1,speedup,T1_I2a,RT2_I2,RT2_I1,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_mean,points,T2_I2,T2_I1,T1_I2,T2_I1a
1,True,True,32,1.4103834341899426,1,2,2,DLMT,False,29,1,1024,True,2048,1,22,16,1,3.1272120000000005,402,8,4,1024,256
