id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,8,1,False,1,32,512,16,1,1,0.21553832956648722,256,1,16,DLMT,1,True,False,False,2048,512,True,1,20,21,1,1,35,1024,8,12,0.21663157142857145,1,False,0.0032999106765895007,True,0.21772481329065568
2,1,1,512,False,1,512,16,32,64,1,0.07338106999653007,256,16,512,DLMT,1,False,False,True,1,512,True,1,3,2,1,8,35,2048,26,21,0.07564251142857144,1,False,0.00682607845975466,True,0.0779039528606128
3,1,8,512,False,8,16,128,32,1,22,0.17497704564434077,1,128,32,DLMT,32,True,False,False,2048,1024,True,30,1,13,128,1,35,64,1,26,0.17685114285714285,1,False,0.005656894065236341,True,0.17872524006994492
4,32,1,2048,False,1,16,256,128,512,1,0.1354177406677006,32,32,64,DLMT,8,True,False,True,512,1024,True,21,1,17,1024,1,35,512,2,15,0.13616485714285714,8,False,0.002255143823640992,True,0.1369119736180137
5,1,1,1024,False,32,16,512,512,1024,24,0.1857032502363017,512,128,256,DLMT,1,False,True,False,512,1024,True,1,17,14,2048,8,35,2048,1,2,0.1870228857142857,8,True,0.003983271546795448,True,0.18834252119226974
6,1,32,1024,False,1,1,32,32,256,1,0.24990982056571273,128,128,64,DLMT,32,False,True,True,256,64,True,1,17,27,256,1,35,1024,20,15,0.25451657142857137,1,True,0.013905309414106568,True,0.25912332229143
7,1,8,2048,False,1,128,32,256,64,1,0.2628645466952057,1,256,16,DLMT,8,True,True,False,1,512,True,1,9,20,512,8,35,256,14,19,0.2654178571428571,1,True,0.007707074435284796,True,0.2679711675905085
8,1,32,128,False,1,32,256,128,1,1,0.16829659873899977,512,1,16,DLMT,1,True,False,True,1,256,False,26,2,1,256,1,35,256,26,5,0.16832651428571432,32,False,9.029898636626577e-05,True,0.16835642983242888
9,1,1,1,False,1,64,64,64,128,7,0.13117173465911466,64,256,256,DLMT,8,False,True,False,512,512,False,1,12,23,128,1,35,2048,1,7,0.1333940857142857,1,True,0.006708085583283286,True,0.13561643676945676
10,8,1,2048,False,1,256,1,16,64,20,0.12820369311429294,128,512,128,DLMT,8,True,True,True,512,1,False,20,1,5,1024,1,35,1,1,10,0.1287688857142857,1,True,0.0017060132434828224,True,0.12933407831427848
11,1,8,2048,False,1,1,128,16,256,22,0.0828196616627042,64,256,512,DLMT,1,False,True,False,1,1,False,10,1,25,1024,1,35,512,13,1,0.08283452285714286,32,False,4.485797324072102e-05,True,0.08284938405158153
12,32,1,512,False,1,32,128,512,2048,18,0.13708625584468243,512,512,128,DLMT,32,True,True,True,1,1,False,1,18,2,512,1,35,1,1,22,0.13786051428571428,1,True,0.002337070857430955,True,0.13863477272674612
13,8,1,512,False,1,512,256,64,1,30,0.1182930641162039,16,1,64,DLMT,8,True,True,True,64,64,False,28,1,1,1,1,35,64,1,9,0.11831759999999998,1,False,7.406067011000428e-05,True,0.11834213588379607
14,1,1,1024,False,32,16,64,128,64,1,0.12663094841726674,16,128,128,DLMT,1,True,False,True,1024,1,False,11,23,1,1024,1,35,2048,7,29,0.12664614285714285,32,False,4.586386243602918e-05,True,0.12666133729701895
15,32,1,1024,False,1,128,512,128,1,1,0.14512357282835214,128,256,64,DLMT,1,False,False,False,1024,128,True,25,1,14,128,8,35,1024,13,29,0.14605220000000002,8,True,0.0028030272390501577,True,0.1469808271716479
16,32,1,2048,False,1,64,1,64,512,1,0.13514987761797498,1,1,128,DLMT,32,True,False,True,1,512,True,1,6,15,128,1,35,1024,30,3,0.13659871428571427,1,True,0.0043732606244992886,True,0.13804755095345356
17,1,1,1,False,1,32,16,1,1,29,0.08096540742111123,16,256,64,DLMT,1,False,True,False,1,1,False,1,19,9,2048,1,35,64,1,8,0.08347616571428572,32,True,0.007578632309401888,True,0.0859869240074602
18,8,1,2048,False,8,16,32,32,1,1,0.13109990876104732,512,512,1,DLMT,1,False,True,False,512,1,True,1,25,18,64,1,35,1024,18,5,0.13420845714285715,1,True,0.009383039883116943,True,0.13731700552466697
