id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,True,2,512,4,8,6.81324917823461,False,DLMT,True,15,1,8,True,10,16,14,1,1,8,0.0003175594432544027,6.813446000000001,True,4,128,1,6.8136428217653915,128
2,True,False,1,16,4,2,5.834148114106968,False,DLMT,True,1,24,8,True,10,16,26,1,1,2,0.0001175967686631314,5.834221,True,8,2,1,5.834293885893032,512
3,True,True,8,512,1,2,5.107690712474704,False,DLMT,True,19,1,32,True,10,256,27,1,16,8,0.008116050086094832,5.1127210000000005,True,8,2,256,5.117751287525297,32
4,True,True,16,1,8,8,6.584360866936683,False,DLMT,True,30,1,32,True,10,512,1,30,2,1,0.0013022580389460982,6.585168,True,16,2048,1024,6.585975133063318,2048
5,False,True,2,4,1,8,9.449437008826788,False,DLMT,True,29,1,256,False,10,1024,5,1,4,16,0.01256704356640806,9.457226000000002,True,256,2048,1,9.465014991173216,1
6,False,False,2,512,2,32,6.1123136587964,False,DLMT,True,1,22,128,True,10,128,10,1,2,1,0.0004732874390896604,6.112607,True,1,1,32,6.112900341203599,1024
7,True,True,16,2048,1,16,7.359741744373825,False,DLMT,True,18,1,128,True,10,2048,13,1,2,1,0.0012314645752112656,7.360505000000001,True,32,256,256,7.361268255626176,256
8,True,False,1,2048,1,16,6.059793040533908,False,DLMT,True,4,1,1024,True,10,512,13,1,8,1,0.005072579324170324,6.062937,True,64,32,32,6.066080959466092,512
9,False,True,64,1024,1,4,6.182751853818651,False,DLMT,False,24,1,512,False,10,1024,5,1,32,4,0.00022289010745214205,6.1828899999999996,True,32,8,8,6.183028146181348,16
10,True,False,1,1,16,8,7.670151197290354,False,DLMT,True,12,1,2048,False,10,256,1,10,8,2,7.874007874036324e-05,7.670200000000001,True,8,32,4,7.670248802709648,2048
11,False,False,64,2048,16,1,6.783474703121434,False,DLMT,False,10,1,1024,False,10,256,21,1,4,16,0.00026346916328114534,6.783638000000001,True,4,4,2,6.7838012968785675,8
