id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.12990484846497155,1,1,1,128,4,1,18,SIMA,16,512,128,2048,0.1298508086778856,8.155856290833925e-05,8,0.12987782857142857,1
2,True,35,0.11223012877181208,8,512,256,512,1,6,18,SIMA,15,2048,512,512,0.1121980997996165,4.83391420389452e-05,1,0.11221411428571429,1
3,True,35,0.11578223733423604,8,512,1,32,21,1,9,SIMA,12,256,64,1,0.11575073409433537,4.7545690162844375e-05,1,0.1157664857142857,8
4,True,35,0.2095025139637274,32,16,256,256,13,10,1,SIMA,2,256,1024,1,0.20947828603627258,3.656555756446145e-05,1,0.2094904,1
5,True,35,0.12993744387586104,1,16,64,64,23,1,16,SIMA,12,2048,1,512,0.12983038469556757,0.00016157711496877464,1,0.1298839142857143,8
6,True,35,0.11696139049450721,1,64,64,256,18,1,2,SIMA,17,2048,512,512,0.1169390095054928,3.377809941367472e-05,8,0.1169502,8
7,True,35,0.1200911379431201,1,32,256,64,19,5,1,SIMA,4,512,512,256,0.12006377634259419,4.129499648497153e-05,8,0.12007745714285714,8
8,True,35,0.20828811333986222,8,128,16,512,5,30,1,SIMA,16,1024,64,128,0.20826491523156634,3.501132178397631e-05,1,0.20827651428571428,1
9,True,35,0.23824594865305335,1,32,64,16,30,11,1,SIMA,6,2048,512,2048,0.23813993706123235,0.00015999606117600765,1,0.23819294285714285,8
10,True,35,0.12803713770324415,1,128,1,16,22,1,7,SIMA,15,1024,512,256,0.1279712051538987,9.950749741007741e-05,1,0.12800417142857143,32
11,True,35,0.2273592549570866,8,256,32,256,22,12,1,SIMA,9,256,1,256,0.22732577361434203,5.053110579693747e-05,1,0.2273425142857143,8
12,True,35,0.22063145447595567,8,128,32,128,22,13,1,SIMA,9,512,1,128,0.22059305980975857,5.7946449592776545e-05,1,0.22061225714285712,1
13,True,35,0.21106578613257024,32,256,64,128,23,14,1,SIMA,8,256,64,256,0.2110433567245726,3.3851174880887486e-05,1,0.21105457142857142,1
14,True,35,0.17749203010309192,1,1,1,1,1,1,1,SIMA,1,1,1,1,0.17728705561119382,0.00030935401291420727,1,0.17738954285714287,1
