id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,16,16,0.10280168,301,RS,18.72587101689389,1,32,2,64,4,True,False,False,512,True,1
