id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.19179012159644437,32,512,512,128,14,1,30,DLMT,30,128,512,1,0.19163262126069852,0.00023770450872751336,1,0.19171137142857145,1
2,True,35,0.22915042530405758,1,16,256,256,1,14,29,DLMT,23,1024,2048,1,0.22913151755308522,2.853617825476469e-05,32,0.2291409714285714,1
3,True,35,0.15646333693641368,1,32,1,512,9,1,29,DLMT,7,512,1,1024,0.1563935773493006,0.00010528338435103459,1,0.15642845714285714,1
4,False,1,inf,32,1,128,1,1,25,25,DLMT,9,1,1,2048,inf,inf,1,inf,1
5,True,35,0.19756734974693435,1,16,256,512,23,24,1,DLMT,27,2048,1,1024,0.19738093596735135,0.0002813415964224841,1,0.19747414285714285,32
6,True,35,0.13311763812930166,1,512,128,16,1,25,9,DLMT,18,2048,128,1024,0.13308379044212693,5.108400444565858e-05,1,0.1331007142857143,1
7,True,35,0.11891833440071052,1,16,1,1,28,1,30,DLMT,12,128,1,1024,0.11882103702786086,0.00014684428515142353,8,0.11886968571428569,1
8,True,35,0.2132024287981134,32,256,256,256,26,11,1,DLMT,20,2048,2048,2048,0.21316254263045803,6.019747096186008e-05,1,0.21318248571428572,1
9,True,35,0.19748323752319857,1,64,32,32,1,26,28,DLMT,28,64,2048,1024,0.19732784819108717,0.00023451851499945863,1,0.19740554285714287,1
10,True,35,0.14737358747033938,32,512,16,1,8,1,9,DLMT,30,64,1,1,0.147201783958232,0.0002592913167438789,1,0.1472876857142857,1
11,True,35,0.1703369592912541,8,512,16,512,29,1,29,DLMT,9,1024,512,1,0.17018001213731732,0.0002368696291728633,1,0.1702584857142857,1
12,True,35,0.282607124531389,1,128,1,1,1,30,30,DLMT,3,512,64,256,0.2824657897543252,0.00021330693416592535,32,0.2825364571428571,1
13,True,35,0.3159709930241657,1,512,1,512,27,7,1,DLMT,9,1,2048,2048,0.3153134069758344,0.0009924497482780425,32,0.31564220000000004,1
14,True,35,0.14731893118352243,1,256,32,512,1,30,10,DLMT,5,1,512,1,0.14728266881647753,5.472831599299022e-05,1,0.14730079999999998,32
