id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,6,1,0.2698885999999999,43,DLMT,7.224925395144517,2,64,30,64,1,True,True,False,512,False,1
