id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,1,16,1024,2.930515466657138,False,128,DLMT,1,True,True,False,1,30,0.0003396822044205041,10,14,1,2.930726,True,False,2.930936533342862
2,1,512,8,1,2.816528518332167,False,2048,DLMT,2,True,True,False,21,23,9.919677414103599e-05,10,22,1,2.81659,True,False,2.8166514816678334
3,1,32,1,2048,1.9176305401496738,False,16,DLMT,1,False,True,True,6,28,0.0004460504455776164,10,1,3,1.917907,True,False,1.9181834598503262
4,32,2,2,1024,inf,False,8,DLMT,2,False,False,True,28,16,inf,1,1,18,inf,False,False,inf
5,4,16,1,16,3.1021047268630872,False,1024,DLMT,2,False,True,False,2,17,0.00024245618160814166,10,1,16,3.1022549999999995,True,False,3.102405273136912
6,32,1,1,32,inf,False,512,DLMT,4,False,True,True,29,25,inf,1,11,1,inf,False,False,inf
7,8,1,2048,2048,2.583247336081745,False,2048,DLMT,2,False,True,False,2,7,0.0006044964846878367,10,27,1,2.583622,True,False,2.583996663918255
8,8,32,2,2048,inf,False,2048,DLMT,16,False,True,False,29,9,inf,1,1,2,inf,False,False,inf
9,1,8,1,64,inf,False,64,DLMT,32,True,True,True,2,3,inf,1,30,1,inf,False,False,inf
10,8,8,1,256,0.8374056157460835,False,128,DLMT,1,True,False,False,4,21,0.06382672043501841,10,1,8,0.8769650999999999,True,True,0.9165245842539164
11,1,2048,512,1,inf,False,2048,DLMT,32,False,True,True,29,29,inf,1,1,14,inf,False,False,inf
12,16,128,16,256,inf,False,1,DLMT,1,False,False,True,1,21,inf,1,1,30,inf,False,True,inf
13,1,8,16,1024,2.012687599070744,False,128,DLMT,32,False,False,False,22,7,0.05053993545702254,10,30,1,2.0440119999999995,True,True,2.075336400929255
14,2,1,128,4,inf,False,128,DLMT,16,False,False,True,1,8,inf,1,1,6,inf,False,True,inf
15,1,1024,128,2048,inf,False,256,DLMT,32,False,True,False,24,3,inf,1,1,26,inf,False,True,inf
16,8,16,1,1,0.27169447801541147,False,8,DLMT,8,True,True,False,22,2,0.03299013531709138,10,8,1,0.2921416,True,True,0.31258872198458854
17,4,1,64,128,0.3498247344077366,False,1,DLMT,32,True,True,False,23,1,0.025220540303688966,10,20,1,0.3654563,True,True,0.38108786559226343
18,2,16,2048,256,6.891374642093345,False,1,DLMT,32,False,False,False,7,1,0.004908651647856049,10,1,24,6.894417,True,False,6.897459357906655
19,1,64,1,512,0.23140673307079196,False,64,DLMT,2,True,False,False,30,1,0.062088053184489525,10,1,6,0.2698886,True,True,0.308370466929208
20,2,8,256,512,inf,False,1,DLMT,16,True,False,True,22,10,inf,1,1,13,inf,False,False,inf
21,4,64,32,1024,inf,False,1024,DLMT,16,False,False,True,24,1,inf,1,29,1,inf,False,False,inf
22,32,1024,2048,2048,9.392656439620378,False,1,DLMT,1,True,True,False,15,3,0.023034325277723977,10,30,1,9.406932999999999,True,True,9.42120956037962
23,16,1,1,2,inf,False,1,DLMT,4,False,False,True,18,15,inf,1,1,1,inf,False,True,inf
24,1,64,8,256,4.552458157583242,False,2048,DLMT,8,True,True,False,12,27,0.21255711251331957,10,1,19,4.6842,True,True,4.815941842416757
25,1,2,8,16,0.89578827266442,False,32,DLMT,4,False,True,True,14,13,0.02090614906576532,10,1,8,0.9087457999999999,True,True,0.9217033273355799
26,16,2,64,32,inf,False,2048,DLMT,2,True,False,True,12,8,inf,1,6,1,inf,False,False,inf
27,2,2,16,2048,inf,False,128,DLMT,4,True,False,True,29,25,inf,1,1,30,inf,False,True,inf
28,1,8,2048,32,4.732098719593323,False,2048,DLMT,1,True,False,False,28,19,0.08916864047971122,10,20,1,4.787364999999999,True,True,4.842631280406676
29,1,8,256,16,3.744570067363905,False,1,DLMT,4,True,True,False,27,29,0.00016607528413341993,10,11,1,3.7446729999999997,True,False,3.7447759326360943
30,1,1024,1024,1024,2.1970257264229867,False,2048,DLMT,8,True,True,True,23,14,0.006625212147546705,10,1,1,2.201132,True,True,2.205238273577013
31,32,1,1,1,inf,False,16,DLMT,1,True,False,False,18,12,inf,1,1,30,inf,False,False,inf
32,2,16,2,256,6.449056081037362,False,64,DLMT,2,False,False,False,27,30,0.0002870609691338052,10,1,1,6.449234,True,False,6.449411918962637
33,16,8,1024,64,inf,False,1024,DLMT,4,False,False,True,20,30,inf,1,22,1,inf,False,False,inf
34,1,256,2048,512,inf,False,2048,DLMT,32,True,True,True,23,10,inf,1,9,1,inf,False,False,inf
35,16,2,128,1,inf,False,1024,DLMT,1,False,True,True,18,12,inf,1,10,1,inf,False,False,inf
36,32,32,32,1,1.1864290408399518,False,256,DLMT,4,True,False,False,1,13,0.0822561597024806,10,20,1,1.237411,True,True,1.2883929591600483
37,1,4,4,1024,5.783508575829619,False,1024,DLMT,1,False,True,False,2,2,0.000187843019566791,10,1,29,5.783625,True,False,5.783741424170381
38,4,1,16,512,inf,False,128,DLMT,1,True,True,True,29,8,inf,1,1,26,inf,False,True,inf
39,32,4,4,8,inf,False,256,DLMT,2,True,False,True,22,2,inf,1,1,4,inf,False,True,inf
40,2,1024,1,1024,3.9670210525751055,False,2048,DLMT,1,False,False,True,8,11,0.02325760400385229,10,15,1,3.981436,True,True,3.9958509474248944
41,16,2048,8,1,3.2835648277984384,False,128,DLMT,8,True,False,False,28,17,0.00042945197636060534,10,7,1,3.283831,True,False,3.284097172201562
42,32,8,64,512,8.98039867613853,False,2048,DLMT,4,False,True,False,4,22,0.024447314146956906,10,5,1,8.995551000000003,True,True,9.010703323861476
