id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,11,1,0.05653850000000001,101,DLMT,1.6983135385622186,1,2048,256,1024,True,True,2048,False,1
