id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,False,10,64,16,0.1708706,28,1,RS,0.17080406957179312,0.00010734262899705578,True,1,64,False,True,False,False,True,0.1709371304282069,False
2,True,10,32,128,0.1175114,1,24,RS,0.11746765792442915,7.057506641867139e-05,True,2048,512,False,False,False,False,True,0.11755514207557086,False
3,False,10,4,32,0.04448748,12,3,RS,0.03725289697249225,0.011672541163499918,True,512,16,True,False,True,True,True,0.05172206302750776,False
4,False,10,32,2048,0.06865516,2,4,RS,0.05621910729951451,0.020064782794797457,True,2048,1024,True,False,True,False,True,0.08109121270048551,False
5,True,10,16,512,0.09121699999999999,14,2,RS,0.09120410897849601,2.079884612184089e-05,True,512,32,False,False,True,False,False,0.09122989102150397,False
6,True,10,32,64,0.064856,3,1,RS,0.05912946630089077,0.009239399157196317,True,1,1,True,False,False,True,True,0.07058253369910923,False
7,False,10,64,8,0.03912785,2,16,RS,0.030138186193247395,0.014504252758087885,True,2048,512,True,False,True,True,False,0.0481175138067526,False
8,False,10,4,16,0.22720439999999997,14,3,RS,0.22716495531699463,6.364149589693632e-05,True,2048,32,False,True,False,False,True,0.22724384468300532,False
9,False,10,1024,16,0.07476475999999999,2,7,RS,0.06308113521121593,0.018850788050593533,True,2048,1,True,False,True,False,False,0.08644838478878404,False
10,True,10,1,16,0.1289746,3,14,RS,0.1287392684376064,0.0003796925598428275,True,512,512,False,True,True,False,False,0.12920993156239358,False
11,True,10,16,2,0.1611208,13,2,RS,0.1610741340848197,7.529249630607483e-05,True,32,32,False,False,True,True,True,0.16116746591518033,False
12,True,10,8,32,0.06278762,11,2,RS,0.0539180860417782,0.01431043086170364,True,256,1,True,False,False,False,False,0.07165715395822181,False
13,True,10,64,32,0.1704661,3,15,RS,0.17042147092716084,7.200618029030763e-05,True,256,1,False,True,True,True,True,0.17051072907283918,False
14,True,10,256,256,0.06269667,1,10,RS,0.0568354611197793,0.00945668902576901,True,256,1,True,False,False,False,True,0.06855787888022069,False
15,False,10,4,2,0.23239420000000002,2,10,RS,0.2323795308774189,2.3667699507979978e-05,True,1,256,False,False,False,True,False,0.23240886912258116,False
16,False,10,1024,32,0.07373631,1,9,RS,0.060735095429725605,0.020976635649905824,True,1024,1024,True,False,False,False,False,0.0867375245702744,False
17,True,10,64,64,0.1856232,11,2,RS,0.18560715987699625,2.587972179139693e-05,True,1024,1,False,False,True,True,True,0.18563924012300373,False
18,False,10,4,1,0.2167528,2,9,RS,0.21671796354919343,5.620640532893581e-05,True,128,32,False,True,True,True,False,0.21678763645080656,False
19,True,10,16,32,0.041633050000000005,1,11,RS,0.03589128656391282,0.009263971372500027,True,512,1024,True,True,True,True,True,0.04737481343608719,False
20,False,10,8,32,0.07450819,3,9,RS,0.06378944213493166,0.017294020291213377,True,256,16,True,False,True,True,False,0.08522693786506834,False
21,False,10,4,2,0.23354990000000003,5,7,RS,0.2335091822965903,6.56954336312654e-05,True,4,4,False,True,False,False,False,0.23359061770340978,False
22,False,10,16,512,0.1603452,1,24,RS,0.16030015424534508,7.26784699893964e-05,True,1,16,False,True,True,False,True,0.1603902457546549,False
23,True,10,4,8,0.07102234,1,20,RS,0.06310479320764589,0.012774459909616532,True,512,256,True,True,False,False,False,0.07893988679235411,False
24,True,10,2,1,0.12325489999999999,6,2,RS,0.12318473742291881,0.00011320287098832555,True,8,256,False,True,True,False,False,0.12332506257708116,False
25,True,10,64,256,0.12596829999999998,5,1,RS,0.1259461133288945,3.579678756536861e-05,True,2048,512,False,True,True,False,True,0.12599048667110546,False
26,False,10,1,2048,0.1066365,1,15,RS,0.10662560411615087,1.757981797403182e-05,True,1,1,False,True,False,False,True,0.10664739588384912,False
27,True,10,128,512,0.14369300000000002,4,6,RS,0.14368059170964503,2.0019990009989796e-05,True,1,2048,False,True,False,True,True,0.143705408290355,False
28,False,10,8,2,0.06432459000000001,1,7,RS,0.05558536457747817,0.014100186298730243,True,2,32,True,False,False,False,False,0.07306381542252186,False
29,False,10,4,4,0.0804679,22,1,RS,0.06529380648727469,0.024482438099421383,True,512,64,True,False,True,False,False,0.0956419935127253,False
30,False,10,64,2,0.06192034999999999,4,6,RS,0.057991751651152834,0.006338544428534048,True,512,2048,True,False,True,True,True,0.06584894834884715,False
31,False,10,8,1,0.22665279999999996,7,4,RS,0.22663355279441494,3.1054146261009514e-05,True,4,8,False,True,True,True,True,0.22667204720558498,False
32,False,10,128,128,0.14182429999999996,5,8,RS,0.1418025487262484,3.5094301531728344e-05,True,1024,256,False,False,True,True,True,0.14184605127375152,False
33,False,10,16,2,0.13749270000000002,15,3,RS,0.1374689786861765,3.827283632029175e-05,True,2048,32,False,False,False,True,True,0.13751642131382355,False
34,True,10,2,256,0.06699089,18,1,RS,0.05822067882876442,0.014150179840302386,True,256,16,True,False,False,False,True,0.07576110117123556,False
35,False,10,1,64,0.04347996999999999,9,3,RS,0.03738099677089327,0.009840306732419472,True,1024,8,True,True,False,True,False,0.04957894322910671,False
36,False,10,16,128,0.059799599999999994,3,3,RS,0.05387081474766769,0.00956571921896101,True,256,32,True,True,True,False,True,0.0657283852523323,False
37,False,10,16,64,0.2453678,2,21,RS,0.2453256559430702,6.799676462891494e-05,True,2048,128,False,False,True,True,True,0.24540994405692979,False
38,False,10,2,2048,0.35697349999999994,1,13,RS,0.35692742354354834,7.434144200914913e-05,True,1,2,False,False,True,False,True,0.35701957645645155,False
39,True,10,8,2,0.07674539,11,3,RS,0.06622135259043439,0.01697986731264117,True,128,512,True,False,True,False,True,0.0872694274095656,False
40,False,10,512,16,0.20723919999999998,6,5,RS,0.2072059142945511,5.370437598557835e-05,True,32,512,False,False,True,True,True,0.20727248570544887,False
41,True,10,1,4,0.14191919999999997,2,16,RS,0.14188816466499507,5.007354590998907e-05,True,2048,128,False,True,False,False,False,0.14195023533500487,False
42,False,10,32,1,0.06711231000000001,2,20,RS,0.058201679003495856,0.014376738328108363,True,2,32,True,True,True,False,False,0.07602294099650415,False
43,True,10,64,32,0.044623539999999996,3,3,RS,0.03737041693682296,0.011702454335924579,True,1024,1024,True,False,True,True,False,0.05187666306317703,False
44,False,10,32,64,0.11234229999999998,11,4,RS,0.11217848216976019,0.0002643096857854425,True,2048,2048,False,False,False,False,False,0.11250611783023977,False
45,True,10,32,8,0.1201747,9,5,RS,0.12005239728937322,0.00019732767165301363,True,2048,1,False,False,True,False,False,0.12029700271062677,False
46,True,10,4,32,0.1288052,1,21,RS,0.12877596196176003,4.71737214983135e-05,True,1,1,False,True,True,False,True,0.12883443803824,False
