id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,1,128,0.014772649999999998,1,22,RS,9.086135527478143,1,512,True,True,False,True,True,301
