id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,8,256,16,128,17,9,1,RS,14,2048,1,1,0.22828640863836946,0.22834416279020192,8.716440014742838e-05,1,0.2283152857142857,8
2,True,35,False,1,64,32,32,1,5,19,RS,19,2048,64,128,0.16443954793628762,0.16449622349228382,8.553654905646928e-05,1,0.16446788571428572,32
3,True,35,False,1,64,1,64,1,20,13,RS,13,2048,512,2048,0.15959666350580712,0.1596525364941929,8.432528853027942e-05,1,0.1596246,32
4,True,35,False,8,256,32,64,1,30,4,RS,12,2048,1024,2048,0.12887812590998673,0.12893141694715612,8.042852575487034e-05,1,0.12890477142857143,1
5,True,35,False,32,32,128,32,1,20,9,RS,29,512,1,128,0.14713608507035003,0.1471732292153643,5.605912330854264e-05,1,0.14715465714285716,1
6,True,35,False,32,256,512,32,25,22,1,RS,7,2048,1024,256,0.21604973451702528,0.21608260834011758,4.961421784372684e-05,1,0.21606617142857143,1
7,True,35,False,1,512,16,64,11,8,1,RS,11,512,512,512,0.23043920930866216,0.2304683335484807,4.395522768472754e-05,1,0.23045377142857143,1
8,True,35,False,32,32,1,256,17,25,1,RS,14,1024,1,2048,0.18669342485596607,0.18674200371546246,7.331675755770653e-05,1,0.18671771428571426,1
9,True,35,False,1,64,1,32,1,23,24,RS,19,1024,1,1,0.15862922080793104,0.15869649347778328,0.00010153004983948772,1,0.15866285714285716,8
10,True,35,False,1,64,16,64,23,1,7,RS,6,256,256,512,0.14305711046618597,0.14322557524809976,0.00025425239910171755,1,0.14314134285714286,32
11,True,35,False,8,256,64,128,14,1,11,RS,9,2048,1024,1024,0.11119848403457336,0.1112210588225695,3.407058699170275e-05,1,0.11120977142857143,8
12,True,35,False,1,64,256,1,1,10,1,RS,11,1,2048,256,0.25105616003114156,0.25120269711171556,0.0002211584158424889,32,0.25112942857142856,1
13,True,35,False,8,128,32,64,1,10,26,RS,29,1024,1,256,0.11389584241240057,0.11393530044474233,5.9551315549478514e-05,8,0.11391557142857145,1
14,True,35,False,32,1,32,1,24,9,1,RS,5,64,1,1024,0.2235611454408743,0.22367382598769714,0.000170061059862722,1,0.22361748571428572,1
15,True,35,False,1,64,128,64,12,1,5,RS,27,256,1024,128,0.11978059636686587,0.119811746490277,4.701275554223125e-05,8,0.11979617142857144,8
16,True,35,False,8,32,64,64,1,26,21,RS,13,256,2048,2048,0.17296517797296868,0.17311659345560265,0.00022852105516354718,1,0.17304088571428566,1
17,True,35,False,8,64,512,512,9,1,1,RS,14,1024,1024,512,0.4219316600874356,0.4219615399125644,4.509558103153255e-05,1,0.4219466,1
18,True,35,False,8,128,16,512,1,12,26,RS,26,1024,256,128,0.16432730622859848,0.16440040805711587,0.00011032760122397592,1,0.16436385714285717,1
19,True,35,False,1,512,128,32,22,1,28,RS,19,1024,1,2048,0.12197698184218791,0.12216370387209785,0.00028180681760557147,8,0.12207034285714288,8
20,True,35,False,8,32,16,1,2,26,1,RS,15,256,1024,256,0.208751509017017,0.20885391955441163,0.00015456123547061984,1,0.2088027142857143,1
21,True,35,False,1,32,512,512,13,8,1,RS,13,2048,1,1,0.1179818924655851,0.11801227896298633,4.586026691628279e-05,8,0.11799708571428572,1
22,True,35,False,1,32,256,64,1,26,9,RS,19,256,1024,64,0.12367110883693785,0.12370671973449074,5.374509754576769e-05,8,0.1236889142857143,8
23,True,35,False,8,64,32,32,15,18,1,RS,13,1,2048,64,0.12222365270685255,0.12225617586457603,4.908498253238025e-05,8,0.12223991428571429,1
24,True,35,False,32,256,16,16,14,25,1,RS,12,64,256,1,0.26731502099583127,0.2674401790041687,0.0001888924410496994,1,0.2673776,1
25,True,35,False,8,64,256,128,1,1,23,RS,16,256,1,128,0.22536315493503742,0.22548804506496253,0.0001884881504422589,1,0.22542559999999998,1
26,True,35,False,1,32,1,32,23,12,1,RS,17,2048,1024,2048,0.22701805484254295,0.2271326880145999,0.00017300802387903988,1,0.22707537142857143,1
