id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,True,10,32,1024,0.027657949999999997,4,8,RS,0.02503991433522572,0.0042240346055045525,True,1,512,True,True,False,True,False,0.030275985664774276,False
2,False,10,2,16,0.06403856999999999,3,12,RS,0.05930072069449037,0.00764421955415332,True,16,8,True,False,False,True,True,0.06877641930550961,False
3,True,10,2,2048,0.12022269999999999,4,8,RS,0.120190456298961,5.20231679158428e-05,True,2048,1024,False,True,True,False,True,0.12025494370103898,False
4,False,10,1,16,0.08016440999999999,1,18,RS,0.06491560699268625,0.02460297713360926,True,2048,2,True,False,True,False,True,0.09541321300731373,False
5,False,10,16,4,0.061309309999999985,3,5,RS,0.052855400860975524,0.013639846559580502,True,64,1,True,False,False,False,False,0.06976321913902445,False
6,False,10,64,2,0.06614578000000002,11,4,RS,0.05569719679384292,0.01685812673797418,True,4,2048,True,False,True,False,True,0.07659436320615712,False
7,False,10,16,4,0.054884239999999994,8,4,RS,0.050922649571427434,0.0063917750580257445,True,64,256,True,False,False,False,True,0.058845830428572554,False
8,False,10,4,8,0.0747602,5,8,RS,0.06716176518614721,0.012259592958658947,True,16,256,True,False,False,True,True,0.08235863481385279,False
9,True,10,16,256,0.06930185,11,4,RS,0.05972943010585571,0.015444492768119648,True,512,1,True,True,True,False,True,0.07887426989414428,False
10,True,10,4,128,0.12229860000000001,2,1,RS,0.12226986369275757,4.6364210335129365e-05,True,512,8,False,True,False,False,True,0.12232733630724245,False
11,True,10,1024,16,0.08712550000000001,17,1,RS,0.07974126146588777,0.011914000837753874,True,64,1024,True,False,True,False,True,0.09450973853411225,False
12,False,10,4,32,0.1268332,2,18,RS,0.12235415341247516,0.007226657772442249,True,1,2048,True,False,False,False,False,0.13131224658752486,False
13,False,10,512,8,0.15841739999999999,6,3,RS,0.15840551608683623,1.917394064870467e-05,True,256,512,False,False,False,False,False,0.15842928391316374,False
14,False,10,16,2,0.23294529999999997,1,19,RS,0.23292069007844118,3.9706548578287474e-05,True,128,32,False,False,True,False,True,0.23296990992155875,False
15,True,10,2048,1,0.1578688,5,7,RS,0.15785614099940107,2.0424495097797876e-05,True,8,2048,False,False,False,True,False,0.15788145900059894,False
16,False,10,64,8,0.21045760000000002,7,5,RS,0.21044908283448735,1.3741906709044991e-05,True,512,128,False,True,False,True,False,0.2104661171655127,False
17,False,10,4,8,0.06661766,1,10,RS,0.06031241702659049,0.01017310989080527,True,64,4,True,True,False,True,False,0.0729229029734095,False
18,True,10,16,256,0.0907897,4,3,RS,0.09077657260075309,2.1180226627680754e-05,True,256,128,False,True,False,False,True,0.09080282739924692,False
19,False,10,4,512,0.2114802,1,30,RS,0.2114558936016492,3.921683312048441e-05,True,2048,2048,False,True,False,True,False,0.2115045063983508,False
20,False,10,64,64,0.156792,3,1,RS,0.15675975159334263,5.2030760132828604e-05,True,1,1024,False,True,True,True,True,0.15682424840665735,False
21,False,10,1,2,0.06836357,22,1,RS,0.056625895987751224,0.01893799304683841,True,32,32,True,False,False,False,True,0.08010124401224877,False
22,False,10,2048,16,0.13584230000000003,1,17,RS,0.13582491245702677,2.8053698508391743e-05,True,32,2048,False,True,True,False,False,0.13585968754297328,False
23,True,10,8,1,0.09587352,2,8,RS,0.09586203715995555,1.8526834592017138e-05,True,2048,1,False,True,False,False,True,0.09588500284004446,False
24,True,10,8,1,0.045349490000000006,3,7,RS,0.038790122778106166,0.010583123258513998,True,1024,1024,True,False,False,True,False,0.051908857221893846,False
25,True,10,16,2,0.1508147,8,5,RS,0.1508007358927533,2.2530201952047315e-05,True,64,32,False,True,False,True,True,0.15082866410724668,False
26,False,10,8,1,0.217243,2,13,RS,0.2172113722293402,5.102940328869318e-05,True,256,16,False,True,False,True,True,0.21727462777065978,False
27,True,10,4,2,0.06650638,5,10,RS,0.05742504753012205,0.014652154335782845,True,4,4,True,True,True,True,False,0.07558771246987796,False
28,False,10,2,16,0.2003022,3,13,RS,0.20027169021573996,4.922560309432479e-05,True,128,4,False,True,True,True,True,0.20033270978426007,False
29,True,10,16,4,0.30819209999999997,13,1,RS,0.308093495908562,0.00015909145168738217,True,16,32,False,True,True,False,False,0.30829070409143794,False
30,False,10,8,2,0.06918322,1,24,RS,0.06227974037472034,0.011138326810414571,True,64,32,True,True,False,True,False,0.07608669962527967,False
31,True,10,2,2,0.12130130000000001,1,17,RS,0.12121217181497447,0.00014380267730470126,True,2,32,False,True,True,True,True,0.12139042818502556,False
32,True,10,4,64,0.08038445000000001,27,1,RS,0.06557326858543934,0.02389690243158096,True,1,32,True,True,True,True,True,0.09519563141456068,False
33,True,10,1,16,0.25180349999999996,28,1,RS,0.2517909830555644,2.01952964821045e-05,True,512,2048,False,True,False,True,False,0.2518160169444355,False
34,True,10,4,4,0.28255529999999995,5,5,RS,0.28251897340126647,5.861066455859884e-05,True,64,64,False,True,True,False,False,0.28259162659873344,False
35,False,10,16,1024,0.1695601,17,2,RS,0.16946226129523514,0.00015785654880302175,True,1,32,False,False,True,True,False,0.16965793870476484,False
36,False,10,1024,1,0.1358878,2,7,RS,0.13560344930594626,0.00045878182178460587,True,32,1,False,True,False,True,False,0.13617215069405375,False
37,False,10,16,512,0.08945398,1,7,RS,0.08944365957332417,1.665135429927585e-05,True,1024,2048,False,True,True,False,False,0.08946430042667583,False
38,True,10,1,8,0.173363,5,10,RS,0.1733005586111249,0.00010074522321182217,True,1,2048,False,True,True,True,False,0.17342544138887508,False
39,False,10,16,1,0.1034346,9,5,RS,0.10342533121447729,1.4954597955142997e-05,True,128,512,False,False,True,False,False,0.10344386878552271,False
40,False,10,64,2,0.06069845,19,2,RS,0.05594176011470546,0.0076746176354591114,True,256,64,True,False,True,False,False,0.06545513988529454,False
41,False,10,16,16,0.3481901,1,24,RS,0.348066338726407,0.00019968097055052904,True,1,1024,False,False,True,False,False,0.348313861273593,False
42,False,10,8,1024,0.05582838,2,15,RS,0.04801678821396248,0.012603508222697362,True,1,256,True,True,False,True,True,0.06363997178603752,False
43,False,10,16,128,0.058765349999999994,1,14,RS,0.05369319617134325,0.008183598712944079,True,256,16,True,True,True,False,True,0.06383750382865674,False
44,False,10,2,8,0.19063059999999998,1,23,RS,0.1906086568048265,3.540395458137554e-05,True,64,1024,False,True,True,True,False,0.19065254319517347,False
45,True,10,1,64,0.0867108,5,8,RS,0.08670296097709079,1.2647766601260796e-05,True,512,512,False,False,False,False,False,0.08671863902290922,False
46,False,10,1024,1,0.06330968,4,3,RS,0.05472799059406449,0.013846011921112882,True,64,2048,True,True,True,False,False,0.07189136940593549,False
47,True,10,16,1,0.117686,2,12,RS,0.11767062958304167,2.4799193535275507e-05,True,128,32,False,True,True,False,False,0.11770137041695833,False
48,False,10,64,2,0.20429899999999995,2,10,RS,0.2042107628654782,0.00014236502379447261,True,512,128,False,False,False,False,True,0.2043872371345217,False
49,True,10,1,16,0.13678970000000001,1,10,RS,0.13676578835906236,3.857991705537833e-05,True,256,8,False,True,True,False,False,0.13681361164093767,False
50,False,10,32,16,0.04467127,1,21,RS,0.03757034961466203,0.011456884962331606,True,1,1024,True,True,False,True,False,0.051772190385337966,False
51,False,10,2,1,0.13988710000000001,18,1,RS,0.1398701478410544,2.735123397581927e-05,True,1024,16,False,True,False,False,True,0.13990405215894564,False
52,True,10,1,32,0.06966604000000001,10,1,RS,0.06532481558549028,0.007004290431899578,True,32,512,True,True,True,True,False,0.07400726441450975,False
53,False,10,256,256,0.09542811,2,9,RS,0.0954120314500567,2.59417212227723e-05,True,1024,2048,False,False,False,False,False,0.0954441885499433,False
54,False,10,32,8,0.08421041,27,1,RS,0.07173878698177372,0.020122173247909877,True,64,64,True,False,True,True,True,0.09668203301822628,False
55,False,10,1,32,0.06932586,10,1,RS,0.06518672081275857,0.006678238726520637,True,2048,128,True,False,True,False,False,0.07346499918724143,False
56,False,10,16,512,0.12074479999999999,7,5,RS,0.12072392330121975,3.3683230248894206e-05,True,1024,256,False,True,True,False,True,0.12076567669878022,False
57,False,10,4,2,0.0397179,9,3,RS,0.03103934566413766,0.014002297345935773,True,32,4,True,True,False,True,True,0.04839645433586234,False
58,True,10,64,8,0.07101233,2,16,RS,0.06338031727132357,0.012313768795949516,True,256,2048,True,True,False,True,True,0.07864434272867643,False
59,True,10,1,2,0.1135273,4,10,RS,0.11342711034870076,0.00016164965202560697,True,64,128,False,False,True,False,False,0.11362748965129923,False
60,False,10,2,1,0.05884591,9,2,RS,0.05441581530476535,0.007147676996962021,True,16,128,True,False,True,False,False,0.06327600469523464,False
61,True,10,16,4,0.04882717,5,10,RS,0.04387975141421451,0.007982346304696382,True,4,512,True,True,True,True,True,0.053774588585785495,False
62,False,10,32,64,0.1199541,8,2,RS,0.11993722051069279,2.7233986120288293e-05,True,64,512,False,False,False,False,False,0.1199709794893072,False
63,True,10,64,2048,0.06563514,2,21,RS,0.055563740099423685,0.016249565381523286,True,1,512,True,True,False,False,True,0.0757065399005763,False
64,False,10,2048,512,0.1444551,14,3,RS,0.14442889146302693,4.22858132238221e-05,True,1024,1,False,True,True,False,False,0.14448130853697308,False
65,True,10,128,2,0.07159762,1,19,RS,0.061293203158070485,0.01662552344702566,True,8,2048,True,False,True,False,True,0.08190203684192951,False
66,False,10,1,512,0.06880715,5,8,RS,0.05835737410411314,0.01686005106725659,True,1024,2,True,False,False,True,True,0.07925692589588686,False
67,True,10,256,512,0.0446407,5,3,RS,0.04245232703376657,0.0035308010748270717,True,1024,256,True,True,True,False,False,0.046829072966233426,False
68,False,10,1,64,0.036623460000000004,1,2,RS,0.03365583563615792,0.004788073813382581,True,1024,256,True,False,True,True,False,0.03959108436384209,False
69,True,10,1,16,0.12435269999999998,21,2,RS,0.12434109459661569,1.872458277238904e-05,True,2048,256,False,True,True,False,False,0.12436430540338428,False
70,True,10,4,64,0.07144148,2,6,RS,0.06065731262495719,0.017399570524056048,True,64,128,True,True,True,True,False,0.08222564737504282,False
71,True,10,4,2048,0.1916094,18,1,RS,0.19133303518123398,0.00044589711817862325,True,2048,256,False,False,False,True,False,0.19188576481876604,False
72,True,10,8,2,0.07420085000000001,28,1,RS,0.06410672306032415,0.016286234018596808,True,4,8,True,True,True,True,True,0.08429497693967587,False
73,False,10,2,128,0.07073429,2,4,RS,0.061503244905506446,0.01489370616632744,True,128,256,True,True,True,False,True,0.07996533509449356,False
74,True,10,8,512,0.05762499,2,10,RS,0.054350440950642204,0.005283277339578154,True,1024,1,True,False,True,True,True,0.0608995390493578,False
75,False,10,16,4,0.20457109999999998,1,10,RS,0.204560192840048,1.759801125127428e-05,True,512,16,False,False,True,False,True,0.20458200715995195,False
76,True,10,64,8,0.07149347,3,6,RS,0.055868936581189466,0.025209194337544785,True,8,1024,True,False,False,False,True,0.08711800341881054,False
77,True,10,64,1,0.1195006,16,1,RS,0.1194837620955341,2.7166891614609452e-05,True,1024,128,False,False,True,False,True,0.1195174379044659,False
78,False,10,2,1,0.06961713,8,3,RS,0.057574014075671635,0.019430804212077792,True,32,64,True,False,False,False,True,0.08166024592432837,False
79,True,10,128,16,0.06895675,2,1,RS,0.0616623145309755,0.01176910928424492,True,1,256,True,True,True,True,True,0.0762511854690245,False
80,True,10,2,256,0.17804389999999998,13,3,RS,0.17802126186448025,3.652519678249313e-05,True,1024,8,False,False,True,False,False,0.1780665381355197,False
81,False,10,1,1024,0.1559993,6,3,RS,0.1559780417531973,3.429883379941552e-05,True,1,8,False,True,True,True,False,0.15602055824680272,False
82,True,10,1024,16,0.04731939,11,4,RS,0.03987718437742632,0.01200752706084396,True,1,1024,True,False,True,True,True,0.05476159562257368,False
83,True,10,64,4,0.0677655,2,19,RS,0.05780172590435079,0.01607591796694671,True,16,2048,True,True,True,False,False,0.07772927409564923,False
84,False,10,2,2,0.07015978,2,20,RS,0.060221498547827,0.016034787202504435,True,32,4,True,False,True,True,False,0.080098061452173,False
85,False,10,32,32,0.028521929999999994,2,10,RS,0.021815346694921738,0.010820647077698265,True,32,512,True,False,True,True,False,0.03522851330507825,False
86,False,10,64,8,0.02756144,1,5,RS,0.023154006109522854,0.007111115224801242,True,64,64,True,False,True,True,False,0.031968873890477145,False
87,True,10,4,2,0.07423004999999999,3,6,RS,0.06569360993431363,0.013773004978671139,True,1024,512,True,False,True,True,False,0.08276649006568636,False
88,False,10,1,1,0.06455931,3,12,RS,0.05556669106371129,0.01450902067228867,True,256,256,True,True,True,False,True,0.0735519289362887,False
89,True,10,256,64,0.07509751,9,4,RS,0.06750716947733991,0.012246533332861997,True,256,512,True,True,True,False,False,0.0826878505226601,False
90,False,10,2048,4,0.10452041000000001,10,4,RS,0.0971481424605813,0.01189468639657641,True,16,1,True,False,True,True,True,0.11189267753941871,False
91,False,10,2,1,0.15738219999999997,19,2,RS,0.1573682338296917,2.253353057112538e-05,True,32,1024,False,False,True,True,False,0.15739616617030824,False
92,True,10,128,128,0.025360680000000003,6,8,RS,0.023593798798222102,0.0028507508283959152,True,512,128,True,False,False,True,False,0.027127561201777905,False
93,False,10,256,1,0.1118822,4,7,RS,0.11181589710956986,0.00010697551121635175,True,32,2048,False,True,True,False,False,0.11194850289043014,False
94,False,10,64,1,0.07523686000000002,1,8,RS,0.06418771992973757,0.017827087172962382,True,256,512,True,True,False,False,False,0.08628600007026246,False
95,False,10,64,1024,0.07916689000000002,10,5,RS,0.07150123223361322,0.01236805293176335,True,2048,2048,True,True,False,False,True,0.08683254776638681,False
96,False,10,4,128,0.06540691000000001,7,1,RS,0.05896232973446754,0.010397921779995269,True,1024,16,True,True,False,False,False,0.07185149026553249,False
97,True,10,2,128,0.21338909999999997,8,6,RS,0.21335135305774336,6.090229880719114e-05,True,1,256,False,True,True,True,True,0.21342684694225658,False
