id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,1,128,1,512,1,512,128,21,0.06336875364593512,16,1,256,RS,1,True,True,True,1,2048,False,5,1,15,2048,1,35,512,19,1,0.06339114571428571,1,False,6.758964139932812e-05,True,0.0634135377826363
2,8,1,2048,8,64,32,1,2048,1,0.12299290315268589,32,512,16,RS,1,False,False,False,256,256,True,1,25,28,1,32,35,64,1,3,0.12520042857142857,1,False,0.006663334940599354,True,0.12740795399017124
3,1,8,256,1,256,1,64,256,1,0.09945941968549353,1,16,16,RS,1,True,True,True,256,256,False,15,1,3,1,8,35,1,27,4,0.09947817428571429,8,False,5.6610076553091145e-05,True,0.09949692888593505
4,1,8,256,8,64,256,128,1024,20,0.166783782946884,32,16,32,RS,1,True,True,False,2048,64,False,16,1,4,64,1,35,256,15,1,0.16754937142857143,32,True,0.002310900901450888,True,0.16831495991025885
5,1,1,1024,1,512,64,64,1024,2,0.24953871797317437,512,512,128,RS,32,False,False,False,512,1024,True,5,19,1,512,1,35,1,1,3,0.25299731428571426,1,True,0.010439646791429103,True,0.2564559105982542
6,1,32,1024,1,64,64,128,64,1,0.1803122973253312,16,128,32,RS,8,False,True,True,512,512,False,2,1,15,64,8,35,256,7,18,0.18170637142857143,1,True,0.00420796182142997,True,0.18310044553181168
7,32,1,256,1,64,16,64,512,30,0.18597500718710488,128,256,16,RS,1,False,True,True,128,1024,False,12,15,1,1024,8,35,2048,21,1,0.19092382857142856,8,True,0.014937836803587467,True,0.19587264995575224
8,32,1,256,1,32,16,16,256,1,0.10834655918348421,64,64,16,RS,1,True,False,True,512,1,True,4,1,29,2048,8,35,512,17,12,0.11079508571428573,1,True,0.007390788005044536,True,0.11324361224508725
9,1,8,512,1,128,256,128,512,4,0.07731246026648989,64,32,32,RS,8,True,False,False,1,512,True,10,1,8,1,1,35,512,28,1,0.08025856285714286,8,False,0.008892703188926003,True,0.08320466544779584
10,1,32,2048,1,64,32,64,128,1,0.12776845464896838,32,1,32,RS,1,True,False,False,64,256,True,1,17,18,128,8,35,1024,5,1,0.12890557142857145,1,False,0.0034323455144568784,True,0.13004268820817452
11,1,1,512,1,16,32,512,1024,26,0.20586056879541417,32,512,16,RS,32,True,True,False,2048,64,True,16,8,1,128,1,35,2048,2,1,0.2093003714285714,1,False,0.010382918755851468,True,0.21274017406172865
12,8,8,512,1,256,1,1,128,1,0.1411633267886234,32,256,64,RS,1,True,False,True,512,512,False,23,1,1,256,1,35,64,25,16,0.14251754285714288,8,True,0.004087651797743032,True,0.14387175892566237
13,1,1,1024,1,16,1,1,1,30,0.042295819389988484,1,256,128,RS,1,False,False,False,64,128,True,1,3,17,1,8,35,64,10,1,0.05552776285714286,1,True,0.039940138622250924,True,0.06875970632429723
14,1,1,1024,1,256,16,64,1024,11,0.19971149597264914,1,256,16,RS,8,False,True,True,128,2048,False,28,7,1,1,8,35,1,1,6,0.19975885714285713,1,False,0.00014295796442254005,True,0.1998062183130651
15,1,1,256,32,32,64,256,512,9,0.22268537171400785,64,16,256,RS,32,False,False,True,2048,1024,True,20,1,18,512,1,35,2048,26,1,0.2238418,1,False,0.0034906365919618243,True,0.22499822828599217
16,1,32,512,1,32,16,128,256,1,0.11784088594338349,32,16,256,RS,1,True,False,True,64,256,True,5,1,4,128,1,35,1,21,10,0.1194332857142857,1,False,0.004806600613866777,True,0.12102568548518791
17,1,1,128,8,1,1,512,64,9,0.13928308221814287,256,32,1,RS,8,False,True,False,1024,128,False,7,1,12,1,1,35,1024,30,1,0.1393757142857143,8,False,0.0002796065165221174,True,0.13946834635328573
18,8,1,512,8,512,64,256,1,1,0.15323600875496304,64,512,128,RS,8,True,False,True,1024,1024,False,6,26,1,512,8,35,2048,6,30,0.15333151428571426,1,False,0.0002882799602993656,True,0.15342701981646548
19,1,1,2048,1,32,1,256,2048,15,0.09213204714964807,32,128,32,RS,8,False,False,False,1,512,False,15,1,18,512,1,35,512,1,30,0.09214372857142857,1,False,3.525994547786675e-05,True,0.09215540999320906
20,1,1,512,1,32,64,16,128,1,0.08328527080832737,32,64,512,RS,8,True,True,True,1024,2048,False,2,1,23,1,1,35,512,4,7,0.08381701142857144,8,True,0.0016050396630206327,True,0.0843487520488155
21,1,8,1,8,512,64,1,256,23,0.17601396338697523,128,128,256,RS,1,True,False,False,1,1024,True,1,5,11,2048,1,35,2048,22,1,0.17684231428571426,32,False,0.002500346967596165,True,0.1776706651844533
22,1,8,64,8,1,32,16,64,25,0.16804371926388237,512,16,16,RS,32,True,True,True,512,128,False,19,1,14,512,1,35,512,26,1,0.16810302857142856,1,False,0.000179022981080925,True,0.16816233787897475
23,1,32,512,1,128,128,16,2048,1,0.30083084674856536,256,64,32,RS,8,True,True,False,2048,1,False,17,29,1,1,1,35,2048,10,26,0.3009007428571429,8,False,0.00021097885376192141,True,0.30097063896572046
