id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,16,2,2,2.8034612376391688,4,1,DLMT,2048,False,32,30,1,1,8,True,False,10,2.0591260281953617e-05,2.8034740000000005,True,False,2.803486762360832
2,1,1024,1,32,0.7794903623925694,2,16,DLMT,16,True,8,28,1,3,1,True,False,10,3.620165742062569e-05,0.7795127999999999,True,False,0.7795352376074304
3,2,4,1,8,2.087181040271552,2,2,DLMT,128,True,8,1,128,22,22,False,False,10,0.0017408331338757978,2.0882599999999996,True,True,2.089338959728447
4,1,2048,2,4,0.7015858797413006,8,1,DLMT,128,True,1,1,2048,7,12,True,False,10,0.0017861070208697045,0.7026929,True,True,0.7037999202586993
5,32,32,1,2,0.6838475641444587,512,4,DLMT,8,True,1,18,8,1,7,False,False,10,3.926436043029291e-05,0.6838719,True,False,0.6838962358555413
6,16,4,4,4,3.5702245981643026,2,1,DLMT,16,True,2,24,1,30,1,False,False,10,0.00025718475849087437,3.570384,True,False,3.570543401835697
7,4,512,2,16,1.699090241012038,128,256,DLMT,256,False,128,1,256,30,26,False,False,10,0.001706627082874284,1.700148,True,True,1.701205758987962
8,2,8,2,2,3.015638234999436,2,8,DLMT,64,False,128,1,2048,11,23,False,False,10,0.00044815622276162437,3.015916,True,False,3.0161937650005637
9,8,2048,8,1,0.49388692284535507,16,8,DLMT,512,True,128,14,1024,1,26,True,False,10,2.9004999569037373e-05,0.4939049,True,False,0.4939228771546449
10,1,8,16,1,2.7194902994380574,1,4,DLMT,1,False,1,1,64,30,2,False,False,10,5.114684741018108e-05,2.7195220000000004,True,False,2.7195537005619435
11,1,128,8,4,1.5473580675387717,512,8,DLMT,32,False,512,9,1,9,1,True,False,10,0.1824231021033246,1.6604230000000002,True,True,1.7734879324612287
12,8,1,8,4,inf,64,2048,DLMT,2048,False,512,1,2048,5,25,False,False,1,inf,inf,False,False,inf
13,1,4,32,2,1.370330777610618,32,1,DLMT,2,True,256,5,512,1,5,True,False,10,0.006628356432781852,1.3744390000000002,True,True,1.3785472223893824
14,16,2048,2,1,2.5852811772283006,4,64,DLMT,8,False,16,1,16,22,1,True,False,10,4.004996878899561e-05,2.585306,True,False,2.5853308227716996
15,2,256,2,1,0.9167904168123978,2048,1,DLMT,256,True,1,2,1,1,4,False,False,10,3.62751981386788e-05,0.9168129,True,False,0.9168353831876023
16,2,1,32,1,0.45862396989588655,512,2048,DLMT,1,False,2048,10,32,1,30,False,False,10,0.13830996641804236,0.5443477999999999,True,True,0.6300716301041134
17,2,1,4,16,1.0878933351159392,2048,2048,DLMT,2048,True,2048,1,1,29,11,True,False,10,8.013114251022717e-05,1.0879429999999999,True,False,1.0879926648840605
