id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1,128,8,8,3.9313298482609427,2,1024,4,DLMT,500,10,True,8,64,1,1,2,1,False,3,2,False,10,7.930321557164906e-05,3.9313789999999997,True,False,3.931428151739057
2,256,1,2048,4,7.5985958901370845,2048,1,4,DLMT,500,10,False,2048,512,512,1,1,4,False,3,6,False,10,0.2985956650455595,7.783663999999999,True,True,7.968732109862914
3,2048,1024,512,16,18.834265558775858,1,32,1,DLMT,500,10,False,256,2048,2,1,1,19,False,1,1,False,10,0.0007332121111925242,18.83472,True,False,18.835174441224144
4,1024,128,16,2048,3.476546407856096,32,64,2048,DLMT,500,10,False,1024,1,2048,1,4,1,False,7,6,False,10,0.012863272095388551,3.4845189999999997,True,True,3.4924915921439035
5,1024,2048,2048,512,5.8634776900710035,32,2,32,DLMT,500,10,True,2048,1,1024,1,7,4,True,7,1,False,10,0.00021831399405420094,5.863613000000001,True,False,5.863748309928998
6,128,32,32,512,5.818209849251987,16,32,2,DLMT,500,10,True,1,2048,2,17,1,3,False,1,1,False,10,0.00019385561637472214,5.8183300000000004,True,False,5.8184501507480135
7,1,256,16,4,3.1025742386864197,16,2048,1,DLMT,500,10,True,1024,32,2048,1,18,1,True,1,3,False,10,0.0566005848468017,3.137655,True,True,3.1727357613135805
8,1,1,8,2,5.923824905911996,16,1024,2,DLMT,500,10,True,256,1,2,3,1,1,False,29,1,False,10,0.00024216729754433208,5.923975,True,False,5.924125094088005
9,32,512,128,1,2.715107228251357,1,2,4,DLMT,500,10,True,128,1024,8,1,2,1,True,7,10,False,10,0.0006320988846691351,2.7154990000000003,True,False,2.7158907717486436
10,1024,64,64,8,6.571369659293435,128,512,64,DLMT,500,10,False,512,256,1024,14,1,1,False,7,1,False,10,0.002577207985398069,6.572967,True,True,6.574564340706566
11,1024,32,8,2,6.422508047558937,256,2,64,DLMT,500,10,True,1024,4,64,2,1,1,False,1,28,False,10,8.866228059320866e-05,6.422563000000001,True,False,6.422617952441065
12,128,512,128,128,0.2679510208603493,8,2,1,DLMT,500,10,False,16,2048,1024,1,29,1,False,1,3,False,10,0.0372450212351933,0.2910353,True,True,0.3141195791396507
13,1024,32,2,8,0.48093242233434064,16,32,4,DLMT,500,10,True,16,32,8,3,1,5,False,7,1,False,10,0.03557091702346175,0.5029791,True,True,0.5250257776656594
14,32,256,1,8,4.280414339018009,2,32,4,DLMT,500,10,False,2048,64,64,2,6,1,False,2,6,False,10,0.0003963584236521233,4.28066,True,False,4.2809056609819915
15,2048,1024,2,1024,4.603821837345766,256,1024,1,DLMT,500,10,False,2048,1,1,1,1,1,True,10,6,False,10,0.008574064613705691,4.6091359999999995,True,True,4.614450162654233
16,64,512,8,8,3.608455142533624,256,32,4,DLMT,500,10,True,256,16,256,4,17,1,False,1,1,False,10,0.0002724408192617466,3.608624,True,False,3.6087928574663755
17,1024,512,4,8,5.332843755745551,8,256,128,DLMT,500,10,True,1,256,2048,2,1,2,False,1,12,False,10,0.0005441222289155697,5.333181,True,False,5.333518244254448
18,64,2048,64,8,4.971731922150127,2048,8,128,DLMT,500,10,True,2048,1024,128,2,5,8,True,2,1,False,10,0.002676816953024791,4.973391,True,True,4.975050077849874
19,2048,4,4,1,4.445746211193741,1,1,8,DLMT,500,10,False,2048,2048,2048,3,21,1,False,1,1,False,10,0.0003126659559338875,4.44594,True,False,4.446133788806259
20,1024,2,1,1,2.4918364430586646,1,32,2048,DLMT,500,10,True,32,256,2048,6,8,1,True,1,1,False,10,0.00010415853301581153,2.491901,True,False,2.4919655569413353
21,1024,2048,64,32,1.6313972094873792,256,1,32,DLMT,500,10,False,256,32,1,1,2,1,False,16,5,False,10,0.009101057960479124,1.637038,True,True,1.6426787905126208
22,512,2048,1,8,2.4981387173301264,32,8,2,DLMT,500,10,False,128,1,8,1,17,3,True,1,1,False,10,0.021920605945091952,2.511725,True,True,2.525311282669874
23,1,512,512,8,4.351001760326451,512,512,4,DLMT,500,10,True,1024,8,8,3,1,3,True,1,2,False,10,9.235258523739498e-05,4.351059000000001,True,False,4.351116239673551
24,1,32,1,2048,3.929609756219313,8,1,1,DLMT,500,10,True,1024,1,2,6,2,7,False,1,1,False,10,0.00010365326815882134,3.929674,True,False,3.9297382437806867
25,512,2,1,128,4.82438792087646,256,4,256,DLMT,500,10,False,512,512,1,2,30,1,True,2,1,False,10,0.009830796966675708,4.830481000000001,True,True,4.836574079123541
26,64,512,1,256,1.5334358527716974,1,1,2048,DLMT,500,10,False,1,2048,1,1,1,15,False,5,1,False,10,0.0990313636430399,1.594815,True,True,1.6561941472283028
27,1,2048,2048,1,0.38449719864217813,2,8,1,DLMT,500,10,False,16,16,64,5,1,3,False,3,1,False,10,0.03961212994323834,0.40904860000000004,True,True,0.43360000135782195
28,64,1,2048,128,3.022316816842067,8,64,64,DLMT,500,10,False,256,128,512,2,1,21,True,1,1,False,10,0.009237220144610625,3.028042,True,True,3.0337671831579334
29,32,2048,1024,8,0.30227565100317494,2,1,64,DLMT,500,10,False,1,2048,1,2,5,1,True,2,2,False,10,0.03591792098437769,0.3245374,True,True,0.346799148996825
30,1,2048,2048,64,4.30697916305654,8,2048,8,DLMT,500,10,False,256,512,64,4,2,1,True,12,1,False,10,0.00042407074881422723,4.3072420000000005,True,False,4.307504836943461
31,2048,1,16,4,7.6323721938134375,1,1024,32,DLMT,500,10,False,2,128,2048,1,1,4,False,3,4,False,10,0.00034818960352074195,7.632588,True,False,7.632803806186563
32,1,4,2,256,0.9880830774044864,1,256,1024,DLMT,500,10,True,128,1,1024,1,4,7,False,4,2,False,10,0.015019195234432525,0.9973919,True,True,1.0067007225955136
33,1024,1,32,8,0.27715423036818615,2,8,2,DLMT,500,10,True,1,2048,64,2,3,1,False,3,1,False,10,0.02948421442467138,0.2954284,True,True,0.3137025696318138
34,2048,2048,8,64,0.2061902269270148,4,1,1,DLMT,500,10,True,8,64,16,8,7,1,False,2,1,False,10,0.02455226692670149,0.22140759999999998,True,True,0.23662497307298516
35,1,2048,128,8,0.24540180736926775,1,256,4,DLMT,500,10,True,2,16,256,2,2,1,True,5,8,False,10,0.011150771255836965,0.252313,True,True,0.25922419263073226
36,2,32,32,4,11.431203981766474,32,2,16,DLMT,500,10,False,1024,64,128,2,1,15,False,1,2,False,10,0.00015491933384793562,11.431300000000002,True,False,11.43139601823353
37,4,256,64,128,2.0413733046948295,1024,4,4,DLMT,500,10,True,2048,1,2048,5,3,1,True,1,3,False,10,0.012606902117491105,2.0491870000000003,True,True,2.057000695305171
38,1,1,8,2048,2.788492211298144,64,128,2,DLMT,500,10,True,1024,2048,512,21,2,1,True,3,1,False,10,0.013508963875886258,2.796865,True,True,2.805237788701856
39,2048,64,2,1,0.48675140954350665,64,128,32,DLMT,500,10,True,1,1,256,2,29,1,True,1,1,False,10,0.014211779697138554,0.49555979999999994,True,True,0.5043681904564933
40,2048,128,16,4,1.3463565011055147,1,16,64,DLMT,500,10,False,128,4,2048,16,5,1,True,2,1,False,10,0.012550114939712717,1.3541349999999999,True,True,1.361913498894485
41,128,1,512,16,5.117417903048428,32,16,512,DLMT,500,10,False,2048,1,512,1,3,1,False,27,1,False,10,0.00025346597404764617,5.117575,True,False,5.117732096951573
42,8,1,1024,1024,1.9101425661830158,2048,2,1,DLMT,500,10,True,1,1,512,1,2,1,False,2,3,False,10,0.00010718675291285904,1.910209,True,False,1.9102754338169843
43,2048,32,2,16,4.376532261434246,256,2048,1,DLMT,500,10,False,1024,2048,1024,1,7,1,True,5,6,False,10,0.025283743413505838,4.392203,True,True,4.407873738565755
44,1,128,1,8,6.330489781524538,2,1024,64,DLMT,500,10,True,4,1,256,1,1,27,False,3,1,False,10,8.263776376436388e-05,6.330540999999999,True,False,6.330592218475461
45,2048,1,512,2,4.274026342540231,1024,512,1,DLMT,500,10,False,1,32,2,1,1,1,False,4,20,False,10,0.004255693128034546,4.276663999999999,True,True,4.279301657459768
46,512,4,1,1,4.081477845717391,16,1,128,DLMT,500,10,True,256,4,512,2,1,1,True,1,14,False,10,0.0011764442188221297,4.082207,True,False,4.08293615428261
47,256,32,4,1,3.7090063057307194,1,32,1,DLMT,500,10,True,256,1,512,1,1,1,True,19,2,False,10,1.8867962264057936e-05,3.7090180000000004,True,False,3.7090296942692813
48,8,4,4,32,9.487960667231881,1,4,512,DLMT,500,10,True,256,1024,512,1,1,28,True,1,2,False,10,0.0005249038007101055,9.488285999999999,True,False,9.488611332768116
49,8,2048,1,32,2.970768038176833,32,1,2048,DLMT,500,10,True,1024,512,2048,1,3,1,True,1,26,False,10,0.005563067858654981,2.974216,True,True,2.9776639618231675
50,2048,256,16,128,3.595817608498224,2,16,1024,DLMT,500,10,False,1,256,1,1,15,4,True,3,1,False,10,0.000174882817909637,3.595926,True,False,3.596034391501776
51,32,2048,2048,2,1.1411073268630427,64,8,8,DLMT,500,10,True,64,256,16,25,1,1,False,3,1,False,10,0.017190639778670285,1.1517619999999997,True,True,1.1624166731369567
52,1,1024,1,1,3.035579409519247,256,64,16,DLMT,500,10,False,1,1024,512,2,1,1,False,1,30,False,10,0.009581539333530871,3.0415180000000004,True,True,3.0474565904807536
53,512,64,16,2048,0.3108803718854184,1,1,1,DLMT,500,10,True,32,1,128,3,1,1,True,1,19,False,10,0.055638600371414805,0.34536490000000003,True,True,0.37984942811458167
54,32,1,16,4,5.077558787948712,4,1,512,DLMT,500,10,False,16,2048,1,1,4,1,False,7,4,False,10,0.00030044134202868373,5.077745,True,False,5.077931212051288
