id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.18682176206167966,1,512,64,64,1,7,28,DLMT,3,512,1,2048,0.1866472665097489,0.000263354228741288,1,0.18673451428571428,32
2,True,35,0.18349251171248235,8,1,128,512,29,1,28,DLMT,3,1024,128,1024,0.18297200257323196,0.0007855689236964192,1,0.18323225714285715,8
3,True,35,0.12458214033704292,8,1,512,16,1,29,29,DLMT,27,2048,1024,512,0.1244661453772428,0.00017506327718972873,8,0.12452414285714286,1
4,True,35,0.2500812083234762,1,32,1,512,1,9,30,DLMT,5,1,2048,128,0.2499573059622381,0.0001869973785694234,1,0.25001925714285717,1
5,True,35,0.14593379188142092,1,128,128,1,24,1,11,DLMT,30,64,2048,2048,0.14590169383286483,4.844339427599754e-05,1,0.14591774285714287,32
6,True,35,0.14219423126970776,1,128,256,16,19,1,2,DLMT,6,512,1,1,0.14215354015886367,6.141231678630246e-05,1,0.1421738857142857,32
7,True,35,0.14564272789654537,8,128,1,1,25,1,28,DLMT,29,1,1,512,0.14557561496059745,0.00010128897435817048,1,0.1456091714285714,1
8,True,35,0.25595824410748097,1,1,64,16,7,11,1,DLMT,23,2048,64,1,0.25582107017823325,0.0002070272504985276,1,0.2558896571428571,1
9,True,35,0.21429214698526583,8,512,512,256,25,14,1,DLMT,4,2048,1024,1024,0.2141364244433056,0.00023502140588569625,1,0.21421428571428572,1
10,True,35,0.1635930239641803,32,1,64,256,1,1,4,DLMT,28,512,1,512,0.16356114746439115,4.810902584075799e-05,1,0.16357708571428572,1
11,True,35,0.2759052270129549,1,256,512,256,28,1,4,DLMT,3,1,1024,1,0.275684315844188,0.0003334061517740992,32,0.27579477142857145,1
12,True,35,0.18277623101485177,1,64,16,1,23,30,1,DLMT,1,1,64,1024,0.18274662612800538,4.468063544393212e-05,1,0.18276142857142857,1
13,True,35,0.17264284336311508,32,256,128,1,26,1,22,DLMT,4,1024,1024,1,0.17255601377974206,0.00013104596482898414,1,0.17259942857142857,1
14,True,35,0.32459483423930724,1,64,1,128,26,16,1,DLMT,30,512,256,1,0.323879280046407,0.0010799371130594932,32,0.3242370571428571,1
15,True,35,0.19448018021963676,1,1,32,512,18,30,1,DLMT,16,1,2048,1,0.194335305494649,0.0002186495359973047,1,0.19440774285714288,32
16,False,1,inf,32,32,256,1,8,26,1,DLMT,3,1,256,2048,inf,inf,1,inf,1
17,True,35,0.16059291356211197,1,512,1,128,1,29,22,DLMT,27,2048,2048,2048,0.1605485150093166,6.700770592298477e-05,1,0.1605707142857143,32
18,True,35,0.12810041830921845,1,16,16,1,1,4,16,DLMT,1,1024,512,64,0.1280660959764958,5.180035458077148e-05,32,0.12808325714285712,1
19,True,35,0.2841513704780415,1,512,256,1,1,29,1,DLMT,13,1024,1,2048,0.2840738866648157,0.00011694103171239332,32,0.2841126285714286,1
20,True,35,0.2025290008169088,1,32,1,512,6,4,1,DLMT,1,1024,2048,2048,0.2023435134688055,0.0002799433966110344,1,0.20243625714285715,32
21,True,35,0.21195647273214782,32,256,1,512,3,10,1,DLMT,29,512,2048,512,0.21182392726785224,0.00020004182419826948,1,0.21189020000000003,1
22,True,35,0.14408986126474974,32,512,512,512,1,21,19,DLMT,21,1,512,1,0.1440459101638217,6.633239735435058e-05,1,0.14406788571428572,1
23,True,35,0.4297912240544988,1,16,512,64,11,1,29,DLMT,18,128,2048,2048,0.42970426165978676,0.0001312464079197463,1,0.4297477428571428,1
24,True,35,0.17815604193409149,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17798858663733705,0.0002527288520392168,1,0.17807231428571427,1
25,True,35,0.203144445278255,32,1,1,1,9,22,1,DLMT,17,128,2048,256,0.20309938329317354,6.800897899902242e-05,1,0.20312191428571427,1
26,True,35,0.2569856133169805,32,128,512,16,20,1,30,DLMT,1,1,1024,2048,0.2567743866830195,0.000318789944275897,1,0.25688,1
27,True,35,0.15938782715633734,32,512,64,64,1,30,26,DLMT,6,64,1,512,0.15933040141509128,8.66687524605092e-05,1,0.1593591142857143,1
28,True,35,0.2642350094042676,32,1,128,512,1,27,30,DLMT,25,1024,2048,1,0.26352259059573246,0.0010752050913995094,1,0.2638788,1
29,True,35,0.18866220895837166,32,1,1,1,17,1,3,DLMT,26,2048,512,512,0.18849647675591408,0.00025012830340300456,1,0.18857934285714287,1
30,True,35,0.19323438647302144,32,32,512,512,7,28,1,DLMT,5,1,2048,1,0.19311624209840722,0.00017830724228998977,1,0.19317531428571433,1
31,True,35,0.19991200695001102,32,512,32,1,25,30,1,DLMT,3,2048,512,1,0.1998838787642747,4.2451951230363457e-05,1,0.19989794285714285,1
32,True,35,0.4132749827315444,32,128,16,512,4,1,1,DLMT,5,1,1,2048,0.4132434172684555,4.763959937458967e-05,1,0.41325919999999994,1
33,True,35,0.17380662102207153,32,32,1,1,1,10,28,DLMT,7,2048,128,1,0.1735353789779285,0.000409367107339402,1,0.17367100000000002,1
34,True,35,0.2127363195938437,32,128,128,32,29,28,1,DLMT,28,1,1,1024,0.21271345183472773,3.4512748310131156e-05,1,0.21272488571428572,1
35,True,35,0.19424690501874617,32,16,128,1,4,30,1,DLMT,18,512,2048,2048,0.19422235212411101,3.7056008353599604e-05,1,0.1942346285714286,1
36,True,35,0.16225367421621603,32,1,512,512,13,1,6,DLMT,25,1,1024,64,0.16222529721235537,4.282747544580547e-05,1,0.1622394857142857,1
37,True,35,0.13290641726117358,32,512,1,32,1,3,16,DLMT,30,1,2048,1,0.13288221131025496,3.653238987807967e-05,1,0.13289431428571427,1
38,True,35,0.19118562218562057,32,512,128,128,30,1,30,DLMT,20,1024,2048,1024,0.19093889210009368,0.0003723728809257977,1,0.19106225714285713,1
39,False,1,inf,32,1,32,1,19,28,1,DLMT,1,1,128,256,inf,inf,1,inf,1
40,True,35,0.16829002698582213,32,64,256,1,1,17,27,DLMT,28,1024,1,2048,0.16814683015703508,0.00021611720176320867,1,0.1682184285714286,1
41,True,35,0.19354180494380335,32,1,1,128,24,1,30,DLMT,3,128,1024,2048,0.1933884236276252,0.0002314879535808726,1,0.19346511428571428,1
42,True,35,0.14753029504222717,32,512,256,1,1,1,5,DLMT,1,2048,512,1024,0.14751164781491563,2.8142987671923897e-05,1,0.1475209714285714,1
43,True,35,0.1993866949418272,32,16,512,512,14,25,1,DLMT,4,2048,1,256,0.199351419343887,5.323905272160637e-05,1,0.1993690571428571,1
44,True,35,0.16032471949910806,32,64,512,128,30,1,12,DLMT,23,2048,1,64,0.16028688050089188,5.710781782858676e-05,1,0.16030579999999997,1
45,True,35,0.24186798515368885,32,512,512,1,9,4,1,DLMT,1,2048,1024,1,0.2418409862748826,4.0747565346076277e-05,1,0.24185448571428572,1
46,True,35,0.14160576481630263,32,128,1,128,30,1,12,DLMT,19,1,1,1,0.1415058351836974,0.0001508169751718921,1,0.1415558,1
47,True,35,0.20084560494970075,32,256,16,512,7,26,1,DLMT,29,2048,2048,2048,0.20066113790744208,0.00027840351862660405,1,0.20075337142857141,1
48,True,35,0.13321838682697634,32,16,512,1,1,4,4,DLMT,7,512,2048,1,0.1331980131730237,3.074856558791443e-05,1,0.13320820000000003,1
49,True,35,0.13473656116950886,32,512,32,512,1,7,18,DLMT,18,2048,1,1,0.13470498168763403,4.766075697156009e-05,1,0.13472077142857145,1
50,True,35,0.12994267792667533,32,512,512,512,1,4,17,DLMT,8,1,1024,1024,0.1299067506447533,5.422259488366703e-05,1,0.1299247142857143,1
51,True,35,0.30003312451189096,32,64,128,512,2,2,1,DLMT,27,2048,1024,1,0.2998504754881091,0.0002756597074033729,1,0.29994180000000004,1
52,True,35,0.18397843343737458,32,1,512,128,7,1,29,DLMT,5,1,1,2048,0.18390596656262548,0.00010936930883152791,1,0.18394220000000003,1
53,True,35,0.4143963404590227,32,16,1,256,5,1,19,DLMT,26,1,2048,2048,0.41435680239812006,5.96720971951984e-05,1,0.41437657142857137,1
54,True,35,0.18798329910531075,32,1,1,512,1,24,3,DLMT,1,1,1,256,0.1878847580375464,0.00014872130901488872,1,0.18793402857142857,1
55,True,35,0.2150400574132401,32,512,1,64,30,12,1,DLMT,24,1,256,1,0.2150025140153313,5.6661688456800187e-05,1,0.2150212857142857,1
56,True,35,0.16057061823286328,32,16,512,512,23,1,4,DLMT,30,1,512,64,0.16045429605285094,0.0001755571283261432,1,0.1605124571428571,1
57,True,35,0.16206645436363643,32,512,1,1,8,1,20,DLMT,2,64,512,1,0.16199445992207784,0.00010865629765645447,1,0.16203045714285713,1
58,True,35,0.19831006229088777,32,1,128,512,29,28,1,DLMT,12,2048,1,128,0.19819902342339796,0.0001675833852755342,1,0.19825454285714286,1
59,True,35,0.16935093371667834,32,1,32,512,15,1,25,DLMT,1,1024,2048,512,0.16921552342617877,0.00020436551088874271,1,0.16928322857142855,1
60,True,35,0.1426642522894519,32,1,1,64,1,28,3,DLMT,2,1,128,2048,0.142642090567691,3.3447174310961166e-05,1,0.14265317142857145,1
61,True,35,0.4856224960492125,32,16,1,16,30,1,23,DLMT,30,2048,1024,1,0.48535847537935883,0.00039846837991980793,1,0.48549048571428566,1
62,True,35,0.18786473546026825,32,128,256,16,27,1,4,DLMT,2,2048,1024,2048,0.1877490931111603,0.0001745311059346576,1,0.18780691428571428,1
63,True,35,0.17467093290037836,32,512,32,16,1,30,24,DLMT,28,1024,1024,1024,0.17461272424247878,8.785035513849231e-05,1,0.17464182857142857,1
64,False,1,inf,32,16,512,1,1,27,29,DLMT,21,1,512,128,inf,inf,1,inf,1
65,False,1,inf,32,512,512,1,19,1,27,DLMT,19,1,1,2048,inf,inf,1,inf,1
66,True,35,0.20018941765607742,32,256,256,128,29,30,1,DLMT,14,1024,1024,2048,0.20010818234392255,0.00012260291303926936,1,0.2001488,1
67,True,35,0.13272059821631202,32,32,32,1,1,4,4,DLMT,29,2048,1,1024,0.13257803035511653,0.0002151679438987894,1,0.13264931428571428,1
68,True,35,0.22040691043185376,32,256,512,32,5,16,1,DLMT,14,256,1,256,0.22034457528243198,9.407818719619648e-05,1,0.22037574285714287,1
