id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,32,64,RS,1,8,True,1,32,True,16,512,1,True,0.09578374233743504,32,32,1024,128,False,False,True,64,False,16,True,2048,True,12,1,128,True,8,1,12,1,12,1,8,9.570411058921972e-05,35,0.0958471548054221,12,0.09581544857142857,4,8,1,True,64,512,8,2048,True,12,8,8,1
2,256,512,RS,1,1,False,1,256,False,128,1,1,False,0.13631114716776507,16,64,256,1024,True,True,True,32,False,256,False,1024,False,4,1,512,True,8,1,12,1,4,12,1,6.061498433993459e-05,35,0.136351309975092,4,0.13633122857142854,16,1,32,True,256,1024,4,1,False,1,8,8,16
3,256,128,RS,8,1,False,32,512,False,64,256,1,False,0.1304779846706486,1,128,512,2048,True,True,False,64,False,16,False,64,True,16,12,128,False,16,1,1,12,16,1,16,9.241125472581604e-05,35,0.1305392153293514,1,0.1305086,12,1,1,True,128,1,12,256,True,16,8,8,1
4,16,512,RS,1,1,False,1,16,False,512,16,8,False,0.1059474469316193,32,128,2048,512,False,True,True,32,True,32,False,1,False,4,1,1024,True,1,12,1,4,1,1,1,0.00016665000841920946,35,0.10605786735409502,8,0.10600265714285716,12,1,8,True,1024,64,1,512,True,1,1,8,8
5,128,1,RS,8,8,False,8,512,False,512,32,1,False,0.11194878654280425,32,256,2048,1,True,False,True,256,False,128,False,1024,True,8,1,64,True,8,1,4,1,1,1,16,2.9190353452705875e-05,35,0.11196812774291003,8,0.11195845714285714,16,8,1,True,2048,512,4,1,False,1,8,8,16
6,128,512,RS,1,1,False,8,1,False,256,64,1,False,0.11727989390746997,32,16,128,2048,True,True,False,32,False,32,False,2048,False,4,12,512,True,1,4,1,1,1,1,12,3.291964242124803e-05,35,0.11730170609253006,12,0.11729080000000001,1,8,1,True,128,1024,1,64,False,1,8,1,8
7,64,512,RS,32,1,True,8,32,True,32,16,1,True,0.12074152541387984,16,512,64,256,False,True,False,64,True,16,True,64,True,8,1,1,True,12,1,1,1,1,1,8,3.7050390397017156e-05,35,0.12076607458612013,1,0.12075379999999998,8,1,1,True,1,2048,1,1024,True,1,8,1,1
8,256,2048,RS,8,1,True,32,1,True,64,128,1,False,0.14634321137966047,64,512,2048,1024,False,False,False,1,True,512,False,2048,False,12,1,512,False,1,1,16,1,8,1,8,4.1102996563884665e-05,35,0.14637044576319666,8,0.14635682857142857,4,32,1,True,128,1,4,256,True,1,1,8,4
9,1,1,RS,32,8,True,8,64,True,16,128,1,True,0.09046197561085977,16,32,64,512,True,True,False,256,False,32,True,1,False,1,8,1,True,16,1,1,1,8,1,16,2.9637311839321913e-05,35,0.0904816129605688,8,0.09047179428571428,16,1,1,True,2048,1,1,1,True,4,1,8,1
10,32,256,RS,1,8,False,8,256,False,256,512,1,True,0.18210467997951593,64,1,1,256,True,True,False,128,False,32,False,512,True,4,4,1,False,8,1,1,16,8,4,1,0.0013910115409078304,35,0.18302634859191266,1,0.1825655142857143,1,32,1,True,128,256,8,512,True,4,1,32,1
11,128,1024,RS,1,1,True,8,16,False,128,32,8,True,0.11530790627085694,1,128,512,1024,False,False,False,64,False,16,True,64,False,1,8,1,True,1,4,1,16,16,1,8,2.4689351583884995e-05,35,0.11532426515771452,12,0.11531608571428573,4,1,32,True,256,256,16,256,False,1,8,1,12
12,512,512,RS,1,1,True,32,16,False,1,256,8,True,0.11081980463008242,512,128,512,128,True,True,True,32,True,1,False,128,True,16,1,1024,False,16,1,1,1,12,4,1,4.17270626225005e-05,35,0.11084745251277472,1,0.11083362857142857,16,8,8,True,2048,1,8,256,True,8,32,1,1
13,32,512,RS,8,1,True,1,1,False,1,256,1,False,0.16040141259417906,16,32,64,128,True,False,False,256,False,64,False,256,False,4,1,128,True,4,1,16,1,16,1,1,0.0003964156075100333,35,0.16066407312010667,12,0.16053274285714286,12,32,1,True,512,2048,1,1024,False,1,8,8,4
14,16,1,RS,8,8,False,1,32,True,128,1,8,False,0.1361468532224351,128,256,256,512,True,True,False,512,False,128,True,1,True,16,16,512,False,12,1,16,1,1,8,1,2.8730357975280547e-05,35,0.13616588963470774,16,0.13615637142857143,12,1,8,True,2048,64,4,512,False,1,1,1,4
15,1,128,RS,32,1,False,8,1,True,256,1,1,False,0.17808926144932233,32,64,1024,1,False,True,False,1,False,64,False,1,True,4,8,256,True,12,1,8,1,4,4,1,4.7419999225334895e-05,35,0.17812068140782053,16,0.17810497142857143,16,1,32,True,2048,256,8,256,False,1,1,32,12
16,512,512,RS,32,32,True,1,64,False,16,32,1,True,0.17080585344896052,32,256,1,512,False,True,False,1,False,512,True,1024,True,16,12,1024,False,1,4,16,1,12,1,1,9.686070789899156e-05,35,0.17087003226532518,1,0.17083794285714285,12,1,8,True,1,64,16,64,True,16,1,32,1
17,1,1024,RS,1,1,False,32,32,True,128,16,8,True,0.12612826159904061,16,128,256,256,False,False,False,512,False,16,False,2048,False,1,4,1,True,1,8,12,1,1,8,1,4.750578912090444e-05,35,0.1261597384009594,8,0.126144,12,1,8,True,1,256,12,256,True,1,8,1,1
18,1,256,RS,1,32,False,1,64,True,256,128,8,True,0.17691043987829141,64,64,2048,256,True,True,False,128,False,512,False,1024,False,12,1,512,True,8,1,1,8,12,1,1,0.00014502460312031432,35,0.17700653155028,4,0.1769584857142857,4,1,8,True,256,512,12,1024,False,12,8,8,1
19,1,2048,RS,32,8,False,8,32,False,16,256,1,False,0.1009185675621112,32,16,256,512,True,True,True,128,True,64,True,128,False,4,4,128,False,1,16,12,1,16,1,12,3.304228583287263e-05,35,0.10094046100931736,4,0.10092951428571428,8,1,1,True,256,128,8,1,True,12,32,1,1
20,1,1024,RS,8,1,False,32,1,False,16,32,8,False,0.12235295282548553,1,64,1024,64,False,True,False,1,True,1,True,64,False,12,1,64,False,1,16,1,1,8,4,1,4.783411812862213e-05,35,0.12238464717451447,8,0.1223688,12,1,32,True,1024,256,4,1,True,12,1,8,1
21,16,64,RS,8,1,False,1,256,True,32,16,1,False,0.12371220192857219,128,1,64,512,True,False,False,16,False,256,True,256,False,8,1,1024,False,12,1,8,1,4,1,4,7.174736857863933e-05,35,0.12375974092857059,1,0.12373597142857139,16,1,32,True,1,256,8,64,True,16,1,32,1
22,16,64,RS,8,8,True,1,16,True,32,256,1,False,0.12577020023765592,128,64,1024,1024,True,False,False,512,True,64,False,512,False,12,16,128,True,1,12,1,12,8,1,4,6.752662362327206e-05,35,0.12581494261948697,16,0.12579257142857145,8,32,1,True,512,512,4,2048,True,12,8,8,1
23,128,1024,RS,1,1,True,32,1,False,32,32,1,False,0.11439922336108221,1,512,2048,256,False,False,True,32,False,64,False,512,True,1,4,2048,True,1,4,1,8,4,16,1,4.9949738002622466e-05,35,0.11443231949606067,1,0.11441577142857144,4,8,1,True,1024,512,8,512,False,16,8,1,1
24,1,256,RS,32,1,False,1,64,False,32,1,1,True,0.09338504552250773,128,64,512,256,False,False,True,16,False,128,False,256,False,8,12,512,True,1,1,1,8,12,4,1,2.576963313353e-05,35,0.09340212019177802,4,0.09339358285714287,8,1,32,True,256,256,16,1,True,8,1,1,1
25,1,512,RS,1,8,False,1,512,False,128,128,8,True,0.085541722377323,64,32,512,1,True,True,True,128,False,128,False,2048,True,4,1,2048,False,1,1,1,12,4,1,4,3.706818031461317e-05,35,0.08556628333696274,16,0.08555400285714287,12,1,32,True,1,2048,1,256,True,16,8,8,1
26,64,1,RS,1,8,False,8,1,False,64,32,1,False,0.12785977610043736,1,128,256,128,False,False,False,64,False,1,False,1024,True,16,16,2048,False,1,1,8,1,8,12,1,2.6548377097870122e-05,35,0.12787736675670552,4,0.12786857142857144,4,1,8,True,2048,512,12,512,False,1,32,1,1
27,1,128,RS,1,1,True,32,256,False,16,1,8,False,0.14152058561911482,16,16,64,1024,False,True,True,64,False,1,True,64,True,1,1,1,False,12,1,4,1,16,1,16,0.00011250273466063838,35,0.14159512866659943,8,0.14155785714285712,4,1,32,True,2048,512,1,2048,True,1,32,1,12
28,512,128,RS,32,8,True,8,256,True,256,64,1,False,0.12845866395688454,32,64,1024,256,True,True,False,1,True,64,True,1024,True,8,16,256,False,1,12,1,16,16,1,8,0.0002946677132372825,35,0.12865390747168692,12,0.12855628571428573,16,1,8,True,1,512,4,1,True,1,1,32,4
29,1,512,RS,1,1,True,1,32,False,1,128,32,True,0.14493804920140274,64,512,256,1024,False,False,True,512,False,64,False,128,True,4,1,1024,False,1,4,1,16,8,1,4,0.0001208487535082164,35,0.14501812222716864,1,0.1449780857142857,12,8,1,True,2048,512,16,2048,True,1,1,8,8
30,1,128,RS,32,8,False,1,16,True,128,32,1,True,0.08105137897257401,64,64,2048,1,True,False,True,1,True,32,False,1024,False,16,12,2048,True,1,12,16,1,16,8,1,3.431871935196833e-05,35,0.08107411817028314,12,0.08106274857142858,1,8,1,True,2048,2048,12,1,True,1,8,1,16
31,32,1,RS,8,32,True,1,1,False,128,64,8,True,0.1499990270706364,512,1,64,128,True,True,False,512,False,32,False,1,True,4,1,2048,False,16,1,4,1,1,1,8,5.7786545994366125e-05,35,0.15003731578650648,16,0.15001817142857143,8,1,32,True,2048,1024,8,128,True,1,8,1,1
32,16,256,RS,1,1,True,32,256,True,32,16,1,True,0.12564675497774097,16,1,128,512,True,False,True,16,False,32,False,1024,False,1,16,128,True,1,16,1,4,8,1,1,2.937187325955904e-05,35,0.12566621645083054,8,0.12565648571428575,16,1,32,True,512,1024,1,512,False,1,1,1,8
33,16,2048,RS,8,8,False,8,128,False,64,1,8,False,0.12789362150355416,1,16,1,512,True,True,True,1,False,128,True,128,True,12,8,1024,True,16,1,8,1,1,1,4,0.00014921967370426547,35,0.12799249278216018,4,0.12794305714285717,4,32,1,True,128,512,16,512,True,12,1,8,1
34,32,1,RS,1,8,True,1,16,True,32,32,1,True,0.09321760967453044,256,64,2048,1024,True,True,True,64,True,64,True,1024,False,4,4,1,True,8,1,1,8,16,1,12,3.095748183610475e-05,35,0.09323812175404098,12,0.09322786571428571,16,1,32,True,512,64,1,256,True,1,32,1,8
35,32,2048,RS,8,1,True,32,512,True,1,1,1,False,0.1318802858704493,1,16,128,512,False,False,False,16,True,512,False,2048,True,16,16,2048,False,1,12,1,4,16,4,1,3.992948887267001e-05,35,0.13190674270097924,1,0.13189351428571428,4,1,32,True,256,2048,4,512,False,16,1,8,1
36,32,256,RS,1,8,False,1,1,True,1,1,32,False,0.20283436085890566,64,256,2048,1024,False,False,True,32,False,32,True,512,True,1,1,1024,True,1,8,1,16,8,1,12,4.996591491268055e-05,35,0.2028674677125229,1,0.20285091428571428,8,1,32,True,64,1024,8,256,False,8,1,32,1
37,64,128,RS,8,1,True,32,1,False,128,16,1,False,0.13846530481409158,32,1,1024,2048,True,True,False,16,False,128,False,128,False,8,1,1,True,1,4,12,1,1,1,4,8.376939190663959e-05,35,0.1385208094716227,8,0.13849305714285715,4,1,8,True,64,64,8,256,False,1,1,8,4
38,1,2048,RS,32,1,False,32,128,False,32,16,1,True,0.11544953214035551,16,512,64,128,False,False,False,1,False,128,False,1024,False,12,8,1,True,1,12,12,1,12,1,1,5.401972428886345e-05,35,0.11548532500250162,1,0.11546742857142857,8,32,1,True,1024,128,16,64,False,12,8,1,1
39,256,1,RS,8,32,False,1,256,True,64,256,8,False,0.2675238579943449,32,512,1,128,True,True,False,512,False,32,True,256,False,16,16,128,False,4,1,1,12,16,1,4,0.0002682957156206726,35,0.26770162771994094,4,0.2676127428571429,8,32,1,True,512,1,8,1,False,1,1,1,1
40,32,256,RS,8,1,True,8,512,True,32,1,8,False,0.15717105471401643,32,16,512,1024,True,False,False,512,True,1,True,1024,False,12,1,2048,False,1,1,1,16,4,1,4,7.020816860434224e-05,35,0.15721757385741209,8,0.15719431428571426,16,1,8,True,1,512,12,512,True,4,1,32,1
41,32,512,RS,8,1,True,8,1,True,1,1,8,True,0.1406289088996618,256,512,2048,1,True,False,False,1,False,512,True,1024,False,8,12,2048,False,1,12,4,1,4,1,12,0.0003900879858886881,35,0.14088737681462388,1,0.14075814285714283,16,32,1,True,1024,128,1,512,False,1,8,8,8
42,128,512,RS,1,1,False,8,512,False,32,1,8,False,0.10530113278990744,16,128,128,128,True,True,True,1,False,256,False,1,False,4,4,64,True,1,1,1,16,12,1,16,3.469959712757944e-05,35,0.10532412435294972,12,0.10531262857142858,8,1,32,True,128,1024,1,512,False,8,1,8,1
