id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,22,1,5,0.2129432,301,RS,9.039772108242952,2,2,7,32,1,True,True,True,64,False,1
