id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,4,2,1024,inf,False,2048,RS,8,True,False,True,2,30,inf,1,27,1,inf,False,False,inf
2,1,2,8,2048,9.724168350912905,False,128,RS,32,False,False,False,28,7,0.4795305441251892,10,1,20,10.021379,True,True,10.318589649087095
3,2,1,64,4,inf,False,1024,RS,2,True,False,True,28,2,inf,1,1,27,inf,False,True,inf
4,2,1024,64,1024,2.9125836721800167,False,256,RS,2,True,True,False,21,13,0.0001328307193385128,10,1,18,2.912666,True,False,2.9127483278199837
5,1,4,256,1024,11.160778795329287,False,1,RS,1,True,True,False,23,24,0.0007925276020430205,10,1,3,11.161269999999998,True,False,11.161761204670709
6,2,16,1024,2048,3.896260186332156,False,2048,RS,2,False,True,False,25,6,0.26156197648932084,10,27,1,4.058375,True,True,4.220489813667843
7,8,32,1,64,0.6704530957993857,False,16,RS,1,False,True,False,22,28,7.712904770576231e-05,10,1,5,0.6705009000000002,True,False,0.6705487042006146
8,32,2048,64,1,inf,False,1,RS,1,True,True,True,30,7,inf,1,1,10,inf,False,True,inf
9,8,1,2,4,inf,False,8,RS,2,False,True,True,21,9,inf,1,1,7,inf,False,True,inf
10,16,128,16,2048,0.8327220280166515,False,128,RS,1,True,False,False,26,13,0.01446715690832169,10,1,7,0.8416887,True,True,0.8506553719833484
11,32,8,8,1,inf,False,64,RS,4,False,False,False,17,20,inf,1,1,21,inf,False,False,inf
12,4,4,4,4,inf,False,128,RS,4,True,False,True,11,9,inf,1,9,1,inf,False,False,inf
13,1,1024,16,2048,inf,False,1024,RS,32,True,False,False,20,15,inf,1,1,11,inf,False,True,inf
14,4,8,1,1024,13.414935422740296,False,16,RS,16,False,False,False,17,27,0.00020099751242267408,10,27,1,13.41506,True,False,13.415184577259705
15,2,4,2,128,12.39951881855142,False,2048,RS,1,True,False,False,28,9,0.01902432390388689,10,1,21,12.41131,True,True,12.423101181448581
16,4,1,8,1,2.7820692914767013,False,1024,RS,1,True,True,False,14,3,0.03746514139837189,10,1,16,2.8052900000000003,True,True,2.828510708523299
17,2,64,64,2048,4.217050088736075,False,2048,RS,8,False,True,False,30,4,0.0083461644484158,10,1,19,4.222223,True,True,4.227395911263924
18,8,512,1,1024,inf,False,8,RS,16,False,False,True,27,10,inf,1,6,1,inf,False,True,inf
19,1,256,4,2048,inf,False,32,RS,8,False,False,True,17,6,inf,1,13,1,inf,False,False,inf
20,32,1,4,2,21.48331901531168,False,16,RS,2,True,False,False,22,28,0.0013084723917606825,10,1,3,21.48413,True,False,21.484940984688322
21,1,16,256,2048,1.6478904123167695,False,512,RS,32,True,True,False,7,8,0.05186648167169238,10,1,8,1.680037,True,True,1.7121835876832305
22,8,512,64,1,3.375746736966438,False,2048,RS,2,True,False,False,23,3,0.014182532249214173,10,19,1,3.3845370000000004,True,True,3.3933272630335627
23,32,16,4,64,inf,False,512,RS,1,True,False,False,27,20,inf,1,1,10,inf,False,False,inf
24,8,128,1,512,3.4852592917303498,False,2,RS,16,False,True,False,20,5,0.00023186418438384503,10,9,1,3.4854030000000003,True,False,3.4855467082696507
25,1,256,2,512,inf,False,32,RS,16,True,True,True,19,10,inf,1,26,1,inf,False,False,inf
26,1,128,2,512,inf,False,256,RS,16,True,False,True,4,10,inf,1,30,1,inf,False,False,inf
27,4,64,4,1,inf,False,128,RS,16,False,True,True,2,17,inf,1,1,26,inf,False,False,inf
28,4,4,4,1,inf,False,1,RS,4,True,False,True,20,15,inf,1,24,1,inf,False,False,inf
29,16,4,4,1024,inf,False,64,RS,4,False,False,True,3,11,inf,1,1,1,inf,False,False,inf
30,4,128,2,1024,inf,False,512,RS,2,True,False,True,14,2,inf,1,16,1,inf,False,False,inf
31,16,32,128,1024,inf,False,1024,RS,8,False,False,True,21,30,inf,1,1,16,inf,False,True,inf
32,2,2048,2,2048,0.2445391106227627,False,16,RS,1,True,False,False,17,5,0.018695356970114263,10,1,10,0.2561264,True,True,0.2677136893772373
33,32,32,32,64,inf,False,2048,RS,4,False,False,True,19,16,inf,1,12,1,inf,False,True,inf
34,4,128,4,2048,2.2836026346268987,False,32,RS,4,True,False,False,19,15,0.00022163032283503218,10,20,1,2.28374,True,False,2.283877365373101
35,2,2,1024,1024,10.189668696363206,False,2048,RS,2,False,True,True,12,10,0.007585255434064034,10,5,1,10.194370000000001,True,True,10.199071303636796
36,16,8,128,512,inf,False,128,RS,1,False,False,True,1,5,inf,1,1,2,inf,False,True,inf
37,2,32,64,1024,inf,False,512,RS,2,True,True,True,8,26,inf,1,1,19,inf,False,False,inf
38,2,1,4,256,inf,False,4,RS,16,False,True,True,24,21,inf,1,28,1,inf,False,True,inf
39,1,4,128,16,5.080575153870675,False,128,RS,8,False,True,False,18,25,0.00036761528803889895,10,3,1,5.080803,True,False,5.081030846129326
40,16,4,8,512,inf,False,1,RS,8,True,False,False,16,14,inf,1,1,23,inf,False,False,inf
41,1,256,8,1,inf,False,128,RS,32,False,True,True,30,16,inf,1,27,1,inf,False,True,inf
42,1,4,8,256,inf,False,16,RS,2,False,True,True,1,13,inf,1,14,1,inf,False,True,inf
43,2,64,1,128,3.908684656993061,False,256,RS,8,False,False,False,17,27,0.0007362805171944025,10,7,1,3.9091410000000004,True,False,3.90959734300694
44,32,16,64,2048,inf,False,64,RS,4,True,True,False,19,13,inf,1,1,30,inf,False,False,inf
45,4,32,64,64,3.854701079399881,False,64,RS,16,True,True,False,5,8,0.00024511425907102375,10,28,1,3.854853,True,False,3.855004920600119
46,1,2,1,2,7.435090171880659,False,32,RS,1,False,True,False,17,21,0.007164994696438993,10,1,22,7.439531000000001,True,False,7.443971828119342
47,32,2,8,64,18.43985583730484,False,64,RS,4,True,False,False,30,25,0.00102318131335539,10,11,1,18.440490000000004,True,False,18.441124162695168
48,16,512,1,1,inf,False,2048,RS,1,True,False,True,10,12,inf,1,15,1,inf,False,True,inf
49,1,1,2,1024,2.4561534330920134,False,32,RS,8,True,True,False,14,25,0.00021550174013215887,10,3,1,2.456287,True,False,2.456420566907987
50,4,4,2,8,1.0179163004768146,False,32,RS,8,True,False,False,19,5,0.028710619794772824,10,1,19,1.0357109999999998,True,True,1.053505699523185
