id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1024,1,64,0.24023497913097946,1,False,1,256,DLMT,True,False,False,False,False,2,1,1,35,0.24032524944044908,0.00013623881792721132,0.24028011428571427,3,1,True,22,32
2,256,512,2048,0.1445038931268584,32,False,128,32,DLMT,False,False,True,True,False,5,1,1,35,0.1445561640159987,7.888888595062467e-05,0.14453002857142855,1,15,True,23,1
3,1024,1,1,0.18557073993141437,32,False,1,512,DLMT,False,True,False,False,False,20,1,256,35,0.18565508864001418,0.00012730174983166623,0.18561291428571428,4,1,True,30,1
4,2048,2048,2048,0.11315409550870521,8,False,1,128,DLMT,False,True,True,False,False,30,8,256,35,0.11329293306272335,0.0002095380458366961,0.11322351428571428,30,23,True,1,1
5,1024,2048,512,0.16823416961271637,32,False,512,16,DLMT,False,False,False,False,False,1,1,32,35,0.16827554467299788,6.244455499865077e-05,0.16825485714285712,6,11,True,1,1
6,512,1,64,0.2798009180365424,8,False,128,16,DLMT,False,False,True,True,True,30,8,32,35,0.2798549676777433,8.157343505162667e-05,0.27982794285714285,3,1,True,8,1
7,64,1024,512,0.12891473807194803,8,False,32,16,DLMT,True,False,False,False,True,25,1,256,35,0.1291025762137662,0.00028349128914379086,0.1290086571428571,28,1,True,8,8
8,2048,512,2048,0.08801939893509649,8,False,256,1,DLMT,True,False,True,False,False,1,1,512,35,0.08808049820776064,9.221296274363657e-05,0.08804994857142856,23,1,True,2,8
9,2048,1024,512,0.3116515547312186,1,False,32,512,DLMT,False,False,False,True,False,30,1,32,35,0.31182701669735297,0.0002648127717494648,0.3117392857142858,22,1,True,28,32
10,1024,256,512,0.24749842828458368,1,False,256,1,DLMT,True,True,False,False,True,24,32,128,35,0.2484234002868448,0.0013959971218027772,0.24796091428571423,1,30,True,3,1
11,64,1,128,0.26821002431271157,8,False,16,1,DLMT,False,True,False,False,True,18,8,128,35,0.2683541471158598,0.00021751471167697595,0.2682820857142857,15,1,True,12,1
12,1,256,2048,0.09218769844860408,8,False,256,64,DLMT,False,True,True,False,False,7,1,256,35,0.0922396615513959,7.842436501860529e-05,0.09221367999999999,1,30,True,25,8
13,512,512,64,0.11615420137865641,1,False,128,128,DLMT,False,True,False,True,False,21,8,16,35,0.1161833986213436,4.4065405932546026e-05,0.1161688,30,1,True,26,8
14,1,128,1,0.1671170866261576,32,False,64,128,DLMT,True,True,True,False,False,27,1,512,35,0.16729685623098522,0.00027131399687071013,0.1672069714285714,29,1,True,18,1
15,2048,1024,1,0.11083780521375533,8,False,128,1,DLMT,False,False,True,False,True,30,1,256,35,0.11087836621481612,6.121595096918116e-05,0.11085808571428572,9,14,True,1,8
16,1024,64,2048,0.2622212346211868,1,False,32,64,DLMT,True,False,False,True,True,24,1,512,35,0.26228910823595614,0.00010243701499368396,0.26225517142857147,24,1,True,5,32
17,1024,512,512,0.13187088928858795,8,False,512,32,DLMT,False,True,True,False,True,13,1,1,35,0.13225196785426915,0.0005751358739197093,0.13206142857142855,28,9,True,1,1
18,2048,512,2048,0.25176840570905673,1,False,1,32,DLMT,True,True,False,False,True,29,32,1,35,0.25180308000522905,5.233154899683366e-05,0.2517857428571429,16,1,True,5,1
19,64,2048,1024,0.20756500159070057,1,False,64,1,DLMT,True,False,False,False,True,15,32,1,35,0.2075926555521566,4.1736236885802574e-05,0.2075788285714286,29,1,True,30,1
20,512,2048,2048,0.10803949291137314,1,False,32,128,DLMT,False,False,True,False,False,15,1,1,35,0.10814296423148402,0.0001561622024351205,0.10809122857142858,1,27,True,30,8
21,2048,2048,1024,0.20997273187204676,1,False,512,256,DLMT,True,True,True,True,True,5,1,64,35,0.21019383955652468,0.00033370273952628386,0.21008328571428572,9,27,True,1,1
22,1,512,256,inf,32,False,256,1,DLMT,True,True,True,False,True,2,1,256,1,inf,inf,inf,23,1,False,29,1
23,1,1024,256,inf,1,False,512,32,DLMT,True,False,True,True,False,12,32,128,1,inf,inf,inf,1,27,False,15,1
24,128,512,2048,0.21404756251915324,1,False,32,16,DLMT,True,True,True,True,True,23,1,64,35,0.2141679231951325,0.00018165215469716448,0.21410774285714287,7,1,True,28,32
25,128,128,1,0.17793170494355345,1,False,128,16,DLMT,False,True,False,False,False,6,32,64,35,0.17798915219930364,8.670122283345443e-05,0.17796042857142855,26,22,True,1,1
26,64,2048,2048,0.12119339262910184,8,False,1,1,DLMT,False,False,True,True,False,6,1,512,35,0.12121346451375531,3.0293125777770797e-05,0.12120342857142857,1,3,True,20,1
27,256,256,1024,0.17457752747591349,1,False,1,1,DLMT,True,False,False,True,False,30,1,128,35,0.17460955823837226,4.834184396101558e-05,0.17459354285714287,10,7,True,1,1
28,512,128,1,0.13121219501128725,8,False,16,512,DLMT,False,True,True,True,False,7,8,128,35,0.1312390049887128,4.046246938301354e-05,0.13122560000000003,1,2,True,9,1
29,2048,1,256,inf,32,False,1,128,DLMT,False,False,True,True,True,8,1,32,1,inf,inf,inf,1,30,False,12,1
30,1,2048,1024,0.2867661959313918,1,False,256,128,DLMT,False,False,False,False,False,8,1,1,35,0.28685506121146537,0.00013411830294062576,0.2868106285714286,8,1,True,7,32
31,1024,1,1024,inf,32,False,32,1,DLMT,False,False,False,True,True,24,1,16,1,inf,inf,inf,1,22,False,17,1
32,1,2048,128,inf,1,False,32,256,DLMT,True,False,True,True,False,5,32,16,1,inf,inf,inf,22,7,False,1,1
33,256,64,512,0.09765316398824733,1,False,1,64,DLMT,False,False,True,False,True,13,8,512,35,0.09767776744032411,3.713231125011703e-05,0.09766546571428572,19,14,True,1,8
34,128,1024,512,0.1749408894169287,1,False,32,64,DLMT,True,False,True,False,False,3,1,32,35,0.1749790534402142,5.759835598560999e-05,0.17495997142857145,4,1,True,24,1
35,2048,1,512,0.2513938952123681,32,False,512,16,DLMT,True,True,False,True,False,9,1,1,35,0.2515528476447748,0.00023989605912493037,0.25147337142857146,30,1,True,30,1
36,1,1024,2048,0.08895034768160244,8,False,256,512,DLMT,True,True,True,False,False,30,1,32,35,0.0890325094612547,0.00012400116720978,0.08899142857142857,14,20,True,1,8
37,128,1,1,0.09303098804311771,8,False,256,64,DLMT,True,True,True,False,True,20,1,32,35,0.09311334338545371,0.00012429329815942145,0.09307216571428571,17,3,True,1,8
38,1,1024,512,inf,32,False,256,128,DLMT,True,True,False,True,True,14,1,128,1,inf,inf,inf,1,23,False,1,1
39,1024,1024,256,0.1835967424410634,8,False,256,32,DLMT,False,False,True,True,False,18,1,16,35,0.1836261718446509,4.4415790536470216e-05,0.18361145714285715,8,26,True,1,1
40,256,1024,64,0.10849919677024557,8,False,512,256,DLMT,False,True,True,True,True,28,1,1,35,0.10852017465832588,3.1660494923096245e-05,0.10850968571428572,11,1,True,20,8
41,1,512,1,0.138038561669123,1,False,1,64,DLMT,True,False,True,True,False,1,8,1,35,0.1381795526165913,0.0002127880156207982,0.13810905714285715,1,22,True,30,1
42,256,2048,1,0.31002129967618386,8,False,512,16,DLMT,True,True,False,True,True,1,8,256,35,0.3101564717523877,0.0002040059903082062,0.3100888857142858,1,28,True,25,1
43,64,1024,64,0.15228339997481372,1,False,256,64,DLMT,False,True,False,False,True,2,8,64,35,0.15231854288232916,5.303879211848158e-05,0.15230097142857144,2,10,True,1,1
44,1024,2048,1,0.13259094555183804,8,False,1,1,DLMT,True,True,True,False,True,12,1,64,35,0.13261254016244772,3.2591272150809796e-05,0.13260174285714288,1,11,True,12,1
45,1,1,2048,0.16732375043767364,1,False,64,128,DLMT,True,False,True,False,False,28,8,128,35,0.1674835067051835,0.0002411092325914037,0.16740362857142857,25,1,True,18,1
46,1,64,128,0.1303080798802077,1,False,1,32,DLMT,False,False,True,False,False,24,1,16,35,0.13040517726264944,0.00014654245327632844,0.13035662857142857,1,13,True,30,32
47,1,512,1,0.271266476990486,1,False,256,512,DLMT,False,False,False,False,True,22,8,512,35,0.2713126658666569,6.970971881996562e-05,0.27128957142857146,19,1,True,18,1
48,512,512,2048,0.3031923939418222,1,False,32,16,DLMT,True,False,False,True,False,9,8,512,35,0.30324240605817776,7.54798743280039e-05,0.30321739999999997,17,30,True,1,1
49,1,2048,64,0.26746721422813535,1,False,128,512,DLMT,True,True,False,False,True,20,8,1,35,0.2675775286290075,0.00016648999724810015,0.26752237142857144,24,30,True,1,1
