id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,1,10,32,8,8,0.9760251,1,22,RS,0.9758112821309638,True,False,False,0.00034498157921837173,True,0.9762389178690362,False
2,8,10,64,2,4,0.39738140000000005,1,14,RS,0.39732343461603736,True,False,True,9.352347298940312e-05,True,0.39743936538396274,False
3,2048,10,16,2,1,0.20348890000000003,21,1,RS,0.20346998365659838,True,False,True,3.0520321099225706e-05,False,0.20350781634340168,False
4,1024,1,1,32,16,inf,24,1,RS,inf,False,True,True,inf,True,inf,False
5,8,1,4,4,32,inf,29,1,RS,inf,False,True,True,inf,True,inf,False
6,16,10,2048,16,1,0.23614269999999998,6,1,RS,0.23601553713490311,True,False,True,0.00020516922283812252,False,0.23626986286509685,False
7,1,1,64,8,4,inf,1,16,RS,inf,False,True,True,inf,False,inf,False
8,64,10,16,4,2,0.20046740000000002,1,4,RS,0.20040315191421512,True,False,True,0.00010366021416146334,False,0.2005316480857849,False
9,64,1,128,2,2,inf,1,24,RS,inf,False,True,False,inf,True,inf,False
10,512,1,128,32,1,inf,20,1,RS,inf,False,True,True,inf,True,inf,False
11,2048,1,2,2,1,inf,9,1,RS,inf,False,True,False,inf,False,inf,False
12,8,1,128,16,8,inf,16,1,RS,inf,False,True,False,inf,False,inf,False
13,64,10,16,8,8,0.9746255999999999,1,10,RS,0.9745044551350539,True,False,False,0.00019545956103502092,False,0.9747467448649458,False
14,128,1,1024,2,4,inf,15,1,RS,inf,False,True,False,inf,False,inf,False
15,64,1,8,16,16,inf,1,27,RS,inf,False,True,False,inf,False,inf,False
16,4,10,1,4,1,0.2335371,16,1,RS,0.2335087767232816,True,False,True,4.5697811763803996e-05,True,0.2335654232767184,False
17,4,10,64,8,2,0.31795,1,15,RS,0.31787955135815377,True,False,True,0.00011366441835508011,True,0.31802044864184625,False
18,2,1,32,32,2,inf,15,1,RS,inf,False,True,False,inf,True,inf,False
19,32,10,2,1,1,0.46702860000000007,1,2,RS,0.4665243111162073,True,False,False,0.000813638150531307,True,0.46753288888379285,False
20,4,1,2,1,8,inf,10,1,RS,inf,False,True,True,inf,True,inf,False
21,16,10,2048,4,32,0.9727142000000001,1,12,RS,0.9726523024879049,True,False,False,9.986771250008542e-05,True,0.9727760975120953,False
22,1,10,8,1,16,0.20870680000000003,7,1,RS,0.20867559678242784,True,False,False,5.0344413791403524e-05,False,0.20873800321757222,False
23,512,1,2,1,8,inf,4,1,RS,inf,False,True,True,inf,False,inf,False
24,256,1,32,8,1,inf,18,1,RS,inf,False,True,True,inf,True,inf,False
25,2,1,512,2,2,inf,1,3,RS,inf,False,True,False,inf,False,inf,False
26,64,10,16,32,1,0.6114236,21,1,RS,0.611395434833352,True,False,False,4.544271118672369e-05,True,0.6114517651666479,False
27,1024,10,1,1,4,0.49777989999999994,1,2,RS,0.4977352597387801,True,False,False,7.202423203339068e-05,False,0.4978245402612198,False
28,16,10,256,8,32,0.8229021,11,1,RS,0.8228325036411084,True,False,True,0.00011228931382815001,True,0.8229716963588916,False
29,512,10,4,2,32,0.20444899999999996,10,1,RS,0.20442714134843776,True,False,True,3.526754882324411e-05,False,0.20447085865156217,False
30,2,10,16,2,4,0.6784695999999999,12,1,RS,0.67820501964208,True,False,True,0.00042688363754072846,False,0.6787341803579198,False
31,1,10,2,16,8,0.20741939999999998,29,1,RS,0.20739229404530582,True,False,True,4.373373983550965e-05,False,0.20744650595469413,False
32,256,1,64,8,1,inf,9,1,RS,inf,False,True,True,inf,False,inf,False
33,2048,1,64,2,32,inf,18,1,RS,inf,False,True,True,inf,True,inf,False
34,32,10,32,2,32,0.8113005999999998,1,18,RS,0.8111463748190679,True,False,False,0.0002488325541403343,False,0.8114548251809317,False
35,2048,1,512,8,32,inf,1,1,RS,inf,False,True,True,inf,False,inf,False
36,16,1,16,32,8,inf,11,1,RS,inf,False,True,True,inf,False,inf,False
37,1024,10,8,8,1,0.20927259999999998,1,4,RS,0.20914255725366698,True,False,True,0.00020981572867637886,False,0.20940264274633297,False
38,2048,10,4,32,8,0.2251532,5,1,RS,0.22512968892689683,True,False,True,3.7933626243740226e-05,False,0.22517671107310316,False
39,1024,1,8,16,1,inf,18,1,RS,inf,False,True,False,inf,True,inf,False
40,256,10,256,1,2,0.2104232,12,1,RS,0.21037336154188155,True,False,True,8.041119325069118e-05,False,0.21047303845811846,False
41,16,10,4,2,32,0.4365916,1,4,RS,0.4364826735313757,True,False,False,0.00017574595301172405,True,0.43670052646862434,False
42,1024,1,128,16,32,inf,1,11,RS,inf,False,True,False,inf,False,inf,False
43,8,1,64,2,1,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
44,2048,10,2,2,32,0.20311000000000004,1,11,RS,0.20307738087579114,True,False,True,5.2628889404963325e-05,False,0.20314261912420895,False
45,512,10,2,2,16,0.4462709,26,1,RS,0.44624297144163977,True,False,False,4.5060958711511714e-05,True,0.4462988285583603,False
46,32,1,128,32,16,inf,1,13,RS,inf,False,True,False,inf,True,inf,False
47,2048,10,32,2,1,0.44772829999999997,27,1,RS,0.447634031620569,True,False,False,0.000152096055175675,False,0.44782256837943096,False
48,128,10,2,2,32,0.44029490000000004,1,13,RS,0.4402457260308456,True,False,False,7.93390824247439e-05,False,0.4403440739691545,False
49,256,10,4,32,2,0.4172955,1,26,RS,0.4172730650464235,True,False,False,3.619737559547581e-05,False,0.4173179349535765,False
