id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,23,1,0.051821309999999995,81,DLMT,1.8557363756338854,8,2048,1,128,True,True,4,False,2
