id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.17150321457809026,0.17144878542190978,11,1,0.17147600000000002,False,DLMT,2,256,True,4,1,False,False,4.3908996800203e-05,8,False,1
2,10,0.09722152623783317,0.0726911737621668,1,30,0.08495634999999999,False,DLMT,16,256,True,8,8,True,True,0.019789084453013486,64,True,8
3,10,0.14118568173815949,0.14113571826184051,1,5,0.1411607,False,DLMT,32,1,True,2,128,False,True,4.0306451096567574e-05,2048,False,1
4,10,0.09522306012219964,0.06526137987780037,1,23,0.08024222,False,DLMT,4,1024,True,8,8,True,True,0.024170636002836164,1,False,32
5,10,0.09497252601430757,0.07996889398569242,5,1,0.08747071,False,DLMT,8,4,True,8,1,True,True,0.01210370464960625,256,False,2
6,10,0.11191037029208808,0.11187482970791188,30,1,0.11189259999999998,False,DLMT,1,32,True,512,1,False,True,2.8671239945283342e-05,2048,False,4
7,10,0.7809630351160071,0.7805915648839932,1,30,0.7807773000000001,False,DLMT,2,512,True,4,256,False,False,0.0002996718371819443,512,False,2
8,10,0.08716816999408904,0.05032169000591098,1,11,0.06874493000000001,False,DLMT,4,1024,True,2048,1,True,True,0.029724730005638408,2048,True,4
9,10,0.10755785468304574,0.10753234531695424,1,1,0.10754509999999999,False,DLMT,1,1,True,128,2,False,False,2.057887266105469e-05,128,False,16
10,10,0.0959429973503016,0.0741568026496984,23,1,0.0850499,False,DLMT,8,128,True,8,1,True,True,0.017575322134800262,2048,False,8
11,10,0.09960441855186461,0.06669452144813537,3,1,0.08314946999999999,False,DLMT,16,256,True,2,128,True,False,0.02654901652031766,2048,False,4
12,10,0.087509490896722,0.07506138910327803,1,7,0.08128544000000001,False,DLMT,1,4,True,256,1,True,False,0.010042111621287628,1,True,32
13,10,0.38270659356427006,0.38256460643573,13,1,0.3826356,False,DLMT,4,1,True,16,128,False,True,0.00011454361614686167,16,True,32
14,10,0.0875971303524298,0.056035809647570184,13,1,0.07181647,False,DLMT,1,512,True,2048,256,True,False,0.025461095249107023,1,False,8
15,10,0.10948820680968883,0.07910031319031115,1,27,0.09429425999999999,False,DLMT,4,128,True,512,1,True,True,0.024514470135705565,2048,True,32
16,10,0.15723628410918342,0.15660471589081662,12,1,0.15692050000000002,False,DLMT,16,2048,True,1,2048,False,True,0.0005094976447443123,32,True,8
17,10,0.1376694052332117,0.13762399476678838,2,1,0.13764670000000004,False,DLMT,32,2048,True,2048,1,False,True,3.663345465554914e-05,1,True,4
18,1,inf,inf,18,1,inf,False,DLMT,32,1,False,1024,1,True,False,inf,1024,False,4
19,10,0.1097008418792726,0.07336293812072738,1,24,0.09153188999999999,False,DLMT,1,1,True,1,2048,True,True,0.029314452249989256,1,True,8
20,10,0.09026581666576494,0.07443148333423505,1,15,0.08234865,False,DLMT,32,16,True,8,8,True,False,0.012773846599458596,16,False,4
21,10,0.10751444603635821,0.1074201539636418,27,1,0.1074673,False,DLMT,8,256,True,1,1,False,False,7.606714139495358e-05,1,True,2
22,10,0.05749822599043898,0.04614439400956101,23,1,0.051821309999999995,False,DLMT,8,2048,True,1,128,True,True,0.00915934412918851,4,False,2
23,10,0.11232650599293452,0.05627397400706548,1,1,0.08430024,False,DLMT,32,2048,True,64,2048,True,False,0.04521860378377908,1,False,1
24,10,0.08554993762967905,0.07601882237032095,1,4,0.08078438,False,DLMT,2,16,True,1,8,True,False,0.007688925178957069,128,True,1
25,10,0.12057057106174054,0.12053322893825946,20,1,0.1205519,False,DLMT,1,128,True,2048,8,False,True,3.0124574685793428e-05,2048,False,2
26,10,0.10750797160741624,0.10748222839258376,1,29,0.1074951,False,DLMT,4,4,True,512,2,False,False,2.0767522721786946e-05,2048,False,16
27,10,0.10815178441175669,0.07898039558824332,28,1,0.09356609,False,DLMT,2,2048,True,256,512,True,True,0.02353309344465576,256,True,16
28,10,0.44373001678886115,0.4436221832111388,1,24,0.44367609999999996,False,DLMT,8,8,True,8,1,False,False,8.699132140621605e-05,16,True,2
29,10,0.3473814857171098,0.3289887142828902,1,27,0.3381851,False,DLMT,8,2048,True,4,4,True,False,0.014837785457742683,1024,True,1
30,10,0.10916274526065585,0.07692585473934414,10,1,0.0930443,False,DLMT,1,1,True,128,32,True,False,0.026006089788624513,1,True,4
31,10,0.0997333083578235,0.0996490716421765,1,20,0.09969119,False,DLMT,4,256,True,512,32,False,True,6.795530074983063e-05,1024,False,1
32,10,0.0977874244353094,0.06706211556469059,30,1,0.08242477,False,DLMT,4,1,True,2048,2048,True,False,0.024786669196406763,2048,False,2
33,10,0.12229211265051329,0.12224868734948677,7,1,0.12227040000000003,False,DLMT,2,2048,True,1,8,False,False,3.503198538478647e-05,2048,True,8
34,10,0.09617406308389255,0.09615931691610748,1,1,0.09616669000000001,True,DLMT,1,1,True,1,1,False,False,1.1896003530598224e-05,1,False,1
35,10,0.06300795983957556,0.04843800016042443,21,1,0.05572298,False,DLMT,1,2048,True,2048,1,True,False,0.0117538532254576,1,False,8
36,10,0.09533562342122501,0.059689396578775006,8,1,0.07751251,False,DLMT,4,2048,True,2048,1,True,True,0.028756463818294834,2048,False,4
37,10,0.11840850175339267,0.09613925824660734,20,1,0.10727388,False,DLMT,1,512,True,2048,1,True,False,0.017965006450586095,1,False,2
38,10,0.1083396070885703,0.07921337291142971,1,1,0.09377649,False,DLMT,4,8,True,2048,1,True,False,0.023496666364718633,1,False,32
39,1,inf,inf,16,1,inf,False,DLMT,32,1,False,2048,1,True,True,inf,1,True,2
40,10,0.0991060541932023,0.0849931258067977,30,1,0.09204959,False,DLMT,2,256,True,2048,1,True,True,0.011385157714098648,1,False,1
41,10,0.10490196372630642,0.08921837627369361,30,1,0.09706017000000002,False,DLMT,1,2048,True,2048,1,True,False,0.01265223713902407,2048,True,32
42,10,0.09806804479789438,0.08097797520210562,1,1,0.08952301,False,DLMT,16,64,True,2048,1,True,True,0.013786872034326717,1,False,8
