id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,27,1,0.05445808,121,DLMT,1.7621640351624586,32,2048,256,2048,True,True,256,False,2
