id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,16,1,False,2,4,16,2048,512,24,15.286159468311352,2048,128,1,DLMT,16,True,False,True,1,16,True,1,9,18,4,1,10,1,24,1,15.292089999999998,4,False,0.009568536983259015,True,15.298020531688644
2,1,16,256,False,1,8,512,32,1,24,8.351609141847556,1,1,8,DLMT,1,True,False,True,128,64,False,5,28,1,2048,8,10,1,1,21,8.408636,4,True,0.09200922108136791,True,8.465662858152443
3,8,2,256,False,8,8,512,2,1024,24,5.783180315189403,128,16,16,DLMT,32,True,False,False,256,1,True,30,2,1,8,2,10,64,1,7,5.980065999999999,1,True,0.3176625731873367,True,6.176951684810595
4,16,2,1,False,1,2,1,512,2,1,4.079903588340755,16,128,1,DLMT,2,False,False,True,1024,512,True,1,26,10,2048,8,10,2048,1,2,4.082138999999999,8,False,0.003606695024534215,True,4.084374411659243
5,8,8,256,False,2,1,1,64,16,6,5.672342912560709,1024,256,32,DLMT,1,False,True,True,1024,32,True,8,1,8,32,2,10,512,5,1,5.6897720000000005,1,True,0.02812072787109183,True,5.707201087439292
6,2,1,8,False,16,2048,64,2,1,25,13.331071130621801,2048,4,2,DLMT,1,False,True,False,2048,256,False,1,26,25,1,16,10,1,1,1,13.511540000000002,1,True,0.29117508203828185,True,13.692008869378203
7,2,32,128,False,1,64,32,512,2048,1,13.606885906617777,1,128,512,DLMT,1,False,False,True,512,1024,False,19,1,9,128,4,10,2048,30,2,13.60717,8,False,0.0004583666654543327,True,13.607454093382223
8,2,8,512,False,2,8,32,1,2048,1,6.246909530060527,2,1,16,DLMT,8,True,False,True,256,1,True,1,26,21,1024,4,10,64,18,6,6.251938,2,True,0.008113117526573784,True,6.256966469939473
9,16,1,512,False,2,4,16,2048,1,1,4.878571760418158,8,256,16,DLMT,1,True,True,False,16,256,True,24,1,15,32,1,10,2048,25,11,4.921121,32,False,0.0686505011562187,True,4.963670239581843
10,1,16,256,False,1,1,1,1,64,1,6.653041708886047,1,64,32,DLMT,32,True,True,False,16,512,False,1,26,29,32,2,10,1024,16,30,6.653789000000001,1,False,0.0012057068466256279,True,6.6545362911139545
