id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,1,4,16,8,0.06752079,188,DLMT,42.90389671092415,1,6,8,12,1,True,True,8,True,32
