id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,64,0.5612386999999999,16,1,RS,301,2048,10.316186321435067,256,9,True,True,True,16,True,2
