id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,4.535152236322244,32,16,4.535277,1,12,RS,2048,0.00020129828613280068,True,128,26,False,True,4.535401763677756,False,4,False,1
2,10,False,0.9448113354524607,2,1,0.9678045000000001,1,13,RS,2,0.03709801361596065,True,2048,8,True,False,0.9907976645475395,True,4,False,1
3,10,False,0.763717175363954,256,512,0.8072486,1,30,RS,1024,0.07023519448709459,True,1024,27,True,True,0.850780024636046,True,1,True,4
4,10,False,0.8298170527400284,1,8,0.8473474999999999,1,23,RS,16,0.02828426551724475,True,8,4,True,False,0.8648779472599715,False,4,False,32
5,10,False,0.8522468083854857,16,64,0.8700142,8,1,RS,1,0.02866656021499615,True,1,28,True,True,0.8877815916145142,True,2,False,8
6,10,False,0.9500128352040541,2,64,0.9733409,1,14,RS,64,0.037638353939698256,True,128,27,True,True,0.9966689647959458,False,4,False,32
7,10,False,4.811470574061877,4,8,4.811818,1,2,RS,512,0.0005605497301756187,True,32,30,False,False,4.812165425938122,False,8,False,16
8,10,False,4.882573890299407,32,16,4.882732,1,3,RS,64,0.00025509998039985636,True,128,14,False,True,4.882890109700592,True,2,False,16
9,10,False,5.65677749654294,1,8,5.656916999999999,22,1,RS,8,0.000225079985782967,True,128,5,False,True,5.657056503457058,False,1,False,8
10,10,False,0.6463921258419777,512,64,0.7006062999999999,1,21,RS,1,0.0874711337334209,True,1024,20,True,True,0.7548204741580221,False,8,True,4
11,10,False,0.8741897863186172,4,2,0.9008083000000001,1,25,RS,8,0.042947284657007104,True,2048,24,True,True,0.927426813681383,False,2,False,16
12,10,False,0.6831119473921491,8,1024,0.7501040999999999,1,14,RS,32,0.10808759205241832,True,1,25,True,True,0.8170962526078508,False,2,True,2
13,10,False,3.169100139380149,16,2,3.169235,1,22,RS,1024,0.00021758906222511468,True,64,16,False,True,3.169369860619851,True,1,True,4
14,10,False,1.7300254739452385,256,2048,1.731442,1,19,RS,1024,0.002285475005332579,True,1,8,False,False,1.7328585260547613,False,1,True,2
15,10,False,1.4819576705143636,16,128,1.4839660000000001,1,6,RS,512,0.0032403123306249397,True,256,23,False,False,1.4859743294856367,False,4,True,8
16,10,False,0.8640440961249466,8,8,0.8894371,27,1,RS,256,0.0409700022612887,True,2048,18,True,True,0.9148301038750534,True,1,True,8
17,10,False,0.8857949686711927,16,2,0.9461112999999999,11,1,RS,1024,0.09731657755392964,True,128,28,True,False,1.006427631328807,True,4,False,4
18,10,False,0.451847802536279,16,2,0.5866547,1,19,RS,2048,0.2175023845584457,True,512,23,True,False,0.721461597463721,False,4,True,4
19,10,False,0.8615485765003921,8,8,0.8828010000000001,8,1,RS,1,0.03428943826894808,True,1,22,True,False,0.904053423499608,False,1,True,2
20,10,False,0.6073087692274127,8,128,0.6798330000000001,1,21,RS,1,0.117013249530128,True,256,16,True,True,0.7523572307725875,False,8,True,8
21,10,False,0.6493875744857919,2048,8,0.7812180000000001,1,2,RS,1,0.21270003572637217,True,128,5,True,False,0.9130484255142083,False,2,False,16
22,10,False,2.189622096216413,8,64,2.190243,1,15,RS,1024,0.0010017888999185052,True,1,7,False,False,2.1908639037835873,True,16,True,8
23,10,False,0.7742971224414104,256,64,0.7973956,22,1,RS,1024,0.037267929484209344,True,64,17,True,False,0.8204940775585896,False,8,False,4
24,10,False,0.9677288095665337,16,4,0.9767436999999999,9,1,RS,1,0.014544954321344575,True,8,27,True,False,0.985758590433466,False,1,True,8
