id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,1,256,32,1,28,14,SIMA,25,256,256,256,0.12256749430062,0.12287084855652286,0.00045783187717228757,8,0.12271917142857143,8
2,True,35,False,1,256,512,1,9,1,2,SIMA,17,1024,512,1024,0.11623174976980584,0.11632567880162271,0.0001417606778903023,8,0.11627871428571428,8
3,True,35,False,1,512,64,64,28,1,17,SIMA,12,2048,128,1024,0.1201744851455565,0.12019940056872923,3.7603147935962206e-05,8,0.12018694285714286,8
4,True,35,False,32,1,32,64,1,12,30,SIMA,24,2048,128,1,0.2695363410703235,0.2704380589296766,0.0013609012308025874,1,0.26998720000000004,1
5,True,35,False,8,512,128,1,1,13,10,SIMA,24,1024,2048,1024,0.111986725770875,0.11202510280055357,5.791983199885408e-05,8,0.11200591428571428,1
6,True,35,False,1,64,16,256,1,14,26,SIMA,7,256,256,1,0.18141536757743879,0.18157240385113269,0.0002370041315406711,1,0.18149388571428574,8
7,True,35,False,1,16,256,1,1,20,16,SIMA,25,128,512,1,0.14123635195035414,0.14141181947821727,0.00026482116568718244,32,0.1413240857142857,1
8,True,35,False,32,64,128,64,1,13,21,SIMA,11,1024,256,1024,0.13995128188439787,0.1399931181156021,6.314056880145652e-05,1,0.1399722,1
9,True,35,False,32,16,64,128,1,13,15,SIMA,7,1,128,64,0.1464654656727984,0.14649407718434448,4.3181401892338906e-05,1,0.14647977142857144,1
10,True,35,False,8,1,256,128,4,25,1,SIMA,4,256,2048,512,0.11834988943117099,0.11844011056882904,0.000136164606267563,8,0.11839500000000001,1
11,True,35,False,8,16,64,256,25,1,17,SIMA,10,256,1,64,0.4230086689494541,0.4230591596219744,7.620212649022492e-05,1,0.42303391428571424,1
12,True,35,False,32,32,32,512,26,1,18,SIMA,11,512,64,64,0.265235968203138,0.2652863175111476,7.598877468120205e-05,1,0.2652611428571428,1
13,True,35,False,32,32,16,256,26,1,18,SIMA,12,512,128,1,0.26643318651535175,0.26651704205607685,0.0001265574452127395,1,0.2664751142857143,1
14,True,35,False,32,64,32,512,25,1,17,SIMA,12,512,64,128,0.20513037687475705,0.20518419455381437,8.122335041760554e-05,1,0.2051572857142857,1
15,True,35,False,8,32,64,512,24,1,17,SIMA,11,1024,1,128,0.2686675765421032,0.2687281377436112,9.140088866625346e-05,1,0.2686978571428572,1
16,True,35,False,8,64,32,512,26,1,17,SIMA,11,512,128,64,0.13990036504512998,0.14017552066915573,0.00041527360638892683,1,0.14003794285714286,8
17,True,35,False,1,32,64,256,26,1,16,SIMA,10,1024,128,64,0.14545561626926462,0.14549169801644962,5.4455718764171655e-05,1,0.14547365714285712,32
18,True,35,False,1,128,32,512,26,1,16,SIMA,11,1024,64,1,0.13020877879161455,0.13023944977981403,4.6289629464044667e-05,8,0.1302241142857143,1
19,True,35,False,8,256,64,256,25,1,16,SIMA,10,1024,64,1,0.12752713758474762,0.12756977670096667,6.435230836447539e-05,1,0.12754845714285715,1
20,True,35,False,32,256,128,128,26,1,15,SIMA,11,1024,128,1,0.15458513001795682,0.15474538426775752,0.0002418608032800389,1,0.15466525714285717,1
21,True,35,False,32,512,64,256,24,1,15,SIMA,10,2048,128,1,0.1484470446617747,0.1484767267667967,4.479717556694641e-05,1,0.1484618857142857,1
22,True,35,False,1,128,32,256,26,1,16,SIMA,9,1024,64,1,0.13232761143264493,0.1324518742816408,0.0001875414381421014,1,0.13238974285714286,8
23,True,35,False,8,512,64,256,25,1,17,SIMA,11,2048,128,1,0.11709328125105654,0.11713797589180057,6.745457125853946e-05,1,0.11711562857142856,8
24,True,35,False,8,256,32,128,24,1,17,SIMA,10,2048,128,1,0.11771216681573402,0.11775137604140881,5.917580862591272e-05,1,0.11773177142857141,8
25,True,35,False,1,512,128,512,26,1,17,SIMA,10,2048,256,1,0.13020361558287596,0.13023215584569542,4.3073871051334555e-05,1,0.1302178857142857,8
26,True,35,False,1,256,64,256,25,1,17,SIMA,11,2048,64,1,0.1323126536476274,0.13252900349522972,0.0003265220610104807,8,0.13242082857142856,1
27,True,35,False,1,256,128,512,24,1,18,SIMA,11,2048,128,1,0.14240675520357626,0.14243810193928091,4.730948905983083e-05,1,0.1424224285714286,32
28,True,35,False,1,512,64,512,25,1,18,SIMA,11,1024,128,1,0.13106638586590322,0.13111298556266823,7.032974230765618e-05,1,0.13108968571428573,8
29,True,35,False,1,512,128,256,25,1,17,SIMA,11,2048,256,1,0.15036381128002294,0.15057481729140562,0.0003184569736740469,1,0.15046931428571428,1
30,True,35,False,8,256,64,512,26,1,17,SIMA,11,2048,256,1,0.12785729464959994,0.12795064820754282,0.00014089215444329468,8,0.12790397142857138,1
31,True,35,False,1,512,64,128,24,1,17,SIMA,11,2048,64,1,0.13299308929099232,0.1330624535661505,0.00010468676699408137,8,0.13302777142857142,1
32,True,35,False,1,512,64,512,24,1,18,SIMA,12,2048,256,1,0.13252198581595323,0.13271629989833253,0.0002932649843066975,8,0.13261914285714288,1
33,True,35,False,1,512,64,128,26,1,17,SIMA,11,2048,256,1,0.15135831582616832,0.15140065560240312,6.39005349535278e-05,1,0.15137948571428572,1
34,True,35,False,1,256,128,512,25,1,16,SIMA,12,1024,256,1,0.13102426860985833,0.13104784567585598,3.558325678272494e-05,8,0.13103605714285715,1
35,True,35,False,1,256,64,512,24,1,16,SIMA,11,1024,128,1,0.14381812801267962,0.14385827198732043,6.058656145194986e-05,1,0.14383820000000003,32
36,True,35,False,1,512,32,128,24,1,18,SIMA,11,2048,256,1,0.13137006396400028,0.13140810746457118,5.7416459277093747e-05,1,0.13138908571428573,8
37,True,35,False,1,512,64,512,24,1,16,SIMA,12,2048,128,1,0.14339033548315855,0.1434391502311272,7.367276793153402e-05,1,0.14341474285714287,32
38,True,35,False,8,512,64,256,24,1,18,SIMA,12,1024,128,1,0.13968407495481172,0.1397360393309025,7.842628672185973e-05,1,0.1397100571428571,1
39,True,35,False,1,256,64,128,24,1,17,SIMA,12,2048,256,1,0.1334449123144188,0.13346760197129548,3.424395075433662e-05,8,0.13345625714285714,1
40,True,35,False,8,256,64,512,25,1,17,SIMA,11,1024,128,1,0.11579191670042595,0.11582494044243115,4.98404802283019e-05,1,0.11580842857142855,8
41,True,35,False,32,128,64,512,24,1,18,SIMA,12,1024,128,1,0.15267517736287056,0.1527253940657009,7.578864273324244e-05,1,0.15270028571428573,1
42,True,35,False,1,256,64,512,26,1,18,SIMA,10,1024,64,1,0.14927718320050518,0.14942253108520911,0.0002193636436679157,1,0.14934985714285715,1
43,True,35,False,1,512,64,512,25,1,18,SIMA,12,1024,256,1,0.148736743880518,0.148792456119482,8.408268039767394e-05,1,0.1487646,1
44,True,35,False,32,512,64,256,26,1,18,SIMA,10,2048,256,1,0.1540071910884057,0.1540553231973086,7.264250737379004e-05,1,0.15403125714285715,1
45,True,35,False,1,256,128,512,24,1,16,SIMA,12,512,128,1,0.1403375204200344,0.1404160795799656,0.00011856397911194293,1,0.1403768,1
46,True,35,False,1,256,64,256,25,1,17,SIMA,11,512,64,1,0.11730771991837796,0.1173319943673363,3.663576929500354e-05,8,0.11731985714285713,8
47,True,35,False,1,128,32,256,24,1,17,SIMA,12,1024,64,1,0.1490799176776208,0.14912191089380777,6.337749552306041e-05,1,0.1491009142857143,32
48,True,35,False,1,512,32,512,24,1,16,SIMA,12,512,256,1,0.12802442256361046,0.12820803457924668,0.00027711308529338217,1,0.12811622857142857,8
49,True,35,False,1,128,64,512,24,1,16,SIMA,12,1024,128,1,0.1429449709137679,0.14307308622908926,0.00019335570267023808,1,0.14300902857142858,32
50,True,35,False,8,512,128,512,24,1,17,SIMA,12,1024,256,1,0.11534394633917072,0.11550365366082926,0.0002410353619581275,1,0.1154238,8
51,True,35,False,1,512,256,512,23,1,16,SIMA,13,1024,256,1,0.12609420506688243,0.12637408064740327,0.0004223971146314575,1,0.12623414285714285,8
52,True,35,False,1,256,128,256,25,1,17,SIMA,11,1024,256,1,0.13056417229209094,0.13058697056505192,3.4407877598252645e-05,8,0.13057557142857143,1
53,True,35,False,1,512,64,256,25,1,16,SIMA,11,1024,128,1,0.14288968245889808,0.1430326032553876,0.00021570060505341187,1,0.14296114285714284,1
54,True,35,False,1,512,128,512,23,1,17,SIMA,11,1024,512,1,0.13118139695368125,0.13121168876060452,4.5717357039685045e-05,8,0.13119654285714288,1
55,True,35,False,1,256,256,256,23,1,16,SIMA,12,1024,512,1,0.12687285790388103,0.1269690278104047,0.00014514267716524162,1,0.12692094285714287,8
56,True,35,False,1,256,64,512,25,1,17,SIMA,13,512,256,1,0.11711193837547695,0.1171341187673802,3.3475351882742874e-05,8,0.11712302857142858,8
57,True,35,False,32,256,128,512,24,1,17,SIMA,11,512,128,1,0.14968473643064956,0.14986834928363618,0.0002771143490492288,1,0.14977654285714287,1
58,True,35,False,1,512,64,512,25,1,18,SIMA,12,1024,512,1,0.14897567023685832,0.14901450119171306,5.86049102908973e-05,1,0.14899508571428569,1
59,True,35,False,8,256,64,512,24,1,17,SIMA,12,2048,256,1,0.11564415547370345,0.11567110166915369,4.0668053952026566e-05,1,0.11565762857142857,8
60,True,35,False,1,512,64,512,25,1,18,SIMA,12,2048,256,1,0.1490302105595792,0.14908504658327787,8.276026849168822e-05,1,0.14905762857142854,1
61,True,35,False,1,512,64,256,25,1,17,SIMA,12,512,128,1,0.1453458492165497,0.14538192221202179,5.444251040111409e-05,1,0.14536388571428574,32
62,True,35,False,1,256,64,512,24,1,17,SIMA,12,1024,256,1,0.14962893221033197,0.1496799249325252,7.695983580109032e-05,1,0.14965442857142858,1
63,True,35,False,1,256,64,256,25,1,18,SIMA,13,2048,128,1,0.11718941350911684,0.11721041506231174,3.169621106565122e-05,8,0.11719991428571429,8
64,True,35,False,32,512,256,512,23,1,17,SIMA,11,1024,512,1,0.14869117802878104,0.14881630768550477,0.00018884965189379618,1,0.1487537428571429,1
65,True,35,False,8,512,64,256,25,1,16,SIMA,11,2048,256,1,0.1271873944417336,0.12733711984398066,0.00022597033216864495,1,0.12726225714285713,1
66,True,35,False,1,512,128,512,25,1,18,SIMA,12,512,512,1,0.14597003585487645,0.1460253355736949,8.346009189292444e-05,1,0.14599768571428567,1
67,True,35,False,32,512,128,512,24,1,17,SIMA,13,512,512,1,0.14957150383531362,0.14962106759325786,7.480319757434764e-05,1,0.14959628571428574,1
68,True,35,False,8,256,128,256,24,1,17,SIMA,13,2048,128,1,0.12647758564905626,0.12665230006522943,0.0002636845456067465,8,0.12656494285714284,1
69,True,35,False,32,256,256,256,24,1,18,SIMA,12,2048,512,1,0.15286377211389693,0.15293028502896025,0.00010038340378320298,1,0.1528970285714286,1
70,True,35,False,1,512,64,512,23,1,18,SIMA,12,2048,128,1,0.128844083537587,0.12887945931955583,5.3390253639345924e-05,1,0.12886177142857141,8
71,True,35,False,8,512,256,256,25,1,16,SIMA,11,1024,512,1,0.12738071002261694,0.12751077569166877,0.00019629923846110114,1,0.12744574285714286,1
72,True,35,False,8,256,64,512,23,1,16,SIMA,11,512,512,1,0.11561832735083673,0.11573561550630614,0.00017701500916416006,1,0.11567697142857143,8
73,True,35,False,1,256,256,512,25,1,16,SIMA,11,512,256,1,0.11694889837599097,0.11698218733829473,5.024075912594323e-05,8,0.11696554285714285,8
74,True,35,False,1,512,128,512,24,1,16,SIMA,11,512,256,1,0.14267488103834144,0.14271963324737288,6.754145514619364e-05,1,0.14269725714285716,32
75,True,35,False,8,512,128,256,24,1,16,SIMA,13,2048,512,1,0.1273059402449158,0.1274522883265128,0.0002208731725840596,1,0.1273791142857143,1
76,True,35,False,8,512,256,512,24,1,17,SIMA,11,512,512,1,0.12925881570569092,0.12928958429430903,4.643693111553033e-05,1,0.12927419999999998,1
77,True,35,False,32,256,64,512,23,1,16,SIMA,12,2048,128,1,0.14598998342625744,0.14609801657374252,0.00016304705718639292,1,0.14604399999999998,1
78,True,35,False,1,256,64,256,25,1,18,SIMA,12,512,256,1,0.11680032026617657,0.11682505116239486,3.7324653995962654e-05,8,0.11681268571428571,8
79,True,35,False,32,512,128,512,24,1,16,SIMA,13,1024,256,1,0.146787551939161,0.14683901948941042,7.767646138349332e-05,1,0.1468132857142857,1
80,True,35,False,8,256,64,256,24,1,17,SIMA,13,1024,256,1,0.11684578620439143,0.11687867093846571,4.963068504422602e-05,1,0.11686222857142857,8
81,True,35,False,1,256,64,512,25,1,17,SIMA,12,512,128,1,0.1428895054106897,0.14293100887502455,6.263834647386185e-05,1,0.14291025714285713,1
82,True,35,False,1,512,64,512,24,1,17,SIMA,13,512,128,1,0.11713806502532656,0.11716256354610205,3.697394559769492e-05,8,0.1171503142857143,8
83,True,35,False,1,512,256,512,24,1,16,SIMA,12,512,256,1,0.12962903587885036,0.12981662126400675,0.0002831098207626209,8,0.12972282857142856,1
84,True,35,False,1,256,256,512,23,1,17,SIMA,12,2048,512,1,0.1277341098361428,0.12784629016385712,0.0001693061132977761,1,0.12779019999999996,8
85,True,35,False,8,512,256,512,24,1,16,SIMA,11,1024,512,1,0.12557424570511957,0.12560906858059465,5.25557895993232e-05,8,0.1255916571428571,1
86,True,35,False,8,512,128,256,25,1,16,SIMA,12,1024,512,1,0.12620053471065407,0.12624249386077452,6.332608193360025e-05,8,0.1262215142857143,1
87,True,35,False,1,512,256,512,23,1,17,SIMA,11,512,256,1,0.1458579620911247,0.14590489505173246,7.083271468317065e-05,1,0.14588142857142858,1
88,True,35,False,8,512,128,512,25,1,17,SIMA,12,2048,512,1,0.13716294006970176,0.13722271707315536,9.021735205737519e-05,1,0.13719282857142856,1
89,True,35,False,1,512,256,512,25,1,16,SIMA,11,2048,512,1,0.12818378719775256,0.1282134128022475,4.471190317705332e-05,1,0.12819860000000002,8
