id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,2048,16,1,2,0.19507389999999997,1,30,DLMT,1.040680993203089,False,True,False,105
