id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,512,1,8,4,4,inf,10,1,DLMT,inf,False,True,False,inf,True,inf,False
2,128,1,1,16,4,inf,1,1,DLMT,inf,False,True,False,inf,True,inf,False
3,1,1,64,8,1,inf,1,6,DLMT,inf,False,True,True,inf,True,inf,False
4,1,1,4,1,2,inf,25,1,DLMT,inf,False,True,True,inf,True,inf,False
5,1024,1,2048,32,1,inf,1,30,DLMT,inf,False,True,False,inf,True,inf,False
6,1,1,8,32,1,inf,1,19,DLMT,inf,False,True,False,inf,False,inf,False
7,4,1,512,4,16,inf,1,21,DLMT,inf,False,True,False,inf,True,inf,False
8,16,10,2,8,8,0.5445738,23,1,DLMT,0.5445570155660187,True,False,False,2.7080620376946993e-05,False,0.5445905844339813,False
9,64,10,1,2,8,0.6821536000000001,1,10,DLMT,0.68210489641329,True,False,True,7.85801501652855e-05,False,0.6822023035867103,False
10,4,10,16,32,2,0.49082240000000005,1,8,DLMT,0.4903718305641875,True,False,False,0.0007269652261284599,True,0.4912729694358126,False
11,2048,10,8,2,32,0.44206969999999995,1,2,DLMT,0.44203397694775504,True,False,False,5.7636880554031805e-05,False,0.4421054230522449,False
12,256,10,128,1,1,0.22962359999999996,30,1,DLMT,0.22960148417076193,True,False,False,3.568248870243733e-05,False,0.22964571582923798,False
13,1024,10,128,32,2,0.41158740000000005,1,22,DLMT,0.41132837769705377,True,False,True,0.0004179160681285088,False,0.4118464223029463,False
14,1,10,512,1,8,0.6522294,5,1,DLMT,0.6521913381251605,True,False,False,6.141042256816874e-05,True,0.6522674618748394,False
15,2048,1,128,16,4,inf,1,11,DLMT,inf,False,True,False,inf,False,inf,False
16,2048,10,1,1,1,0.6602272,1,19,DLMT,0.6601782198765124,True,False,True,7.902632472788335e-05,True,0.6602761801234877,False
17,2048,10,1024,16,1,0.2175059,11,1,DLMT,0.21736732972848868,True,False,False,0.00022357435004937575,False,0.21764447027151132,False
18,2048,1,8,1,8,inf,1,30,DLMT,inf,False,True,True,inf,True,inf,False
19,32,10,8,16,8,1.064562,30,1,DLMT,1.0642915988339345,True,False,True,0.00043627514254199337,True,1.0648324011660655,False
20,16,1,16,1,32,inf,12,1,DLMT,inf,False,True,True,inf,False,inf,False
21,1,1,2048,32,8,inf,30,1,DLMT,inf,False,True,True,inf,False,inf,False
22,8,10,2048,2,2,0.390461,1,1,DLMT,0.3904242309502794,True,False,True,5.93245311822992e-05,False,0.3904977690497206,False
23,1,10,1,8,32,0.9764418000000001,1,30,DLMT,0.9763862954256014,True,False,False,8.955311273204392e-05,True,0.9764973045743989,False
24,16,1,1,2,32,inf,30,1,DLMT,inf,False,True,True,inf,True,inf,False
25,256,1,1024,32,16,inf,21,1,DLMT,inf,False,True,True,inf,True,inf,False
26,512,10,2048,8,32,0.9290244999999999,1,19,DLMT,0.9289536336811117,True,False,False,0.00011433831378851349,True,0.9290953663188881,False
27,1,10,1,1,1,0.20300970000000002,1,1,DLMT,0.20297729467598244,True,False,False,5.228393634759896e-05,False,0.2030421053240176,True
28,4,10,16,4,16,1.0387039999999998,1,13,DLMT,1.038605446742914,True,False,False,0.00015900943368240902,True,1.0388025532570857,False
29,1,1,256,1,2,inf,1,8,DLMT,inf,False,True,True,inf,True,inf,False
30,2048,1,1024,2,4,inf,1,21,DLMT,inf,False,True,False,inf,False,inf,False
31,8,1,1,32,1,inf,1,30,DLMT,inf,False,True,False,inf,False,inf,False
32,2048,1,2,8,16,inf,21,1,DLMT,inf,False,True,True,inf,True,inf,False
33,128,10,1,8,2,0.2650535,15,1,DLMT,0.2650122119269817,True,False,False,6.661568884279307e-05,True,0.2650947880730183,False
34,128,1,2048,32,1,inf,1,23,DLMT,inf,False,True,True,inf,True,inf,False
35,1,1,16,32,32,inf,23,1,DLMT,inf,False,True,False,inf,False,inf,False
36,1,1,64,16,1,inf,30,1,DLMT,inf,False,True,False,inf,False,inf,False
37,512,10,2048,32,8,1.050565,1,4,DLMT,1.0504022580636736,True,False,True,0.00026257379914989247,False,1.0507277419363263,False
38,2,1,2048,1,32,inf,8,1,DLMT,inf,False,True,True,inf,True,inf,False
39,4,1,2048,8,4,inf,1,2,DLMT,inf,False,True,False,inf,True,inf,False
40,2048,10,2,1,1,0.23803800000000003,1,8,DLMT,0.23799792940033052,True,False,True,6.465137276191366e-05,False,0.23807807059966954,False
41,1,10,2048,4,8,0.5569699,1,30,DLMT,0.5569211497026969,True,False,False,7.86555147462772e-05,True,0.5570186502973031,False
42,64,10,32,2,1,0.4602169,1,1,DLMT,0.459899762510153,True,False,False,0.0005116812386632918,True,0.46053403748984695,False
43,64,10,4,32,2,0.41203710000000004,30,1,DLMT,0.41198846725444876,True,False,False,7.846585244550478e-05,False,0.4120857327455513,False
44,8,1,256,2,4,inf,1,30,DLMT,inf,False,True,True,inf,False,inf,False
45,4,10,512,1,1,0.9131266,19,1,DLMT,0.9130305648847509,True,False,False,0.00015494657143674663,False,0.9132226351152491,False
46,32,10,1024,4,32,0.9265506,30,1,DLMT,0.9264168034350704,True,False,True,0.00021587227705287363,True,0.9266843965649296,False
47,64,1,1,1,8,inf,1,21,DLMT,inf,False,True,True,inf,False,inf,False
48,2,10,16,16,2,0.3369739,1,24,DLMT,0.33689324542207605,True,False,True,0.00013013104933105407,False,0.33705455457792394,False
49,1,10,1,2,32,0.7854305,1,1,DLMT,0.7852750605832992,True,False,True,0.0002507916465913441,True,0.7855859394167009,False
50,1024,1,4,1,32,inf,1,29,DLMT,inf,False,True,False,inf,True,inf,False
51,128,1,4,4,1,inf,8,1,DLMT,inf,False,True,True,inf,False,inf,False
52,2048,10,128,32,16,1.067358,7,1,DLMT,1.0664336871357738,True,False,True,0.0014913202204758017,True,1.0682823128642263,False
53,128,10,256,16,32,0.8826620999999999,1,7,DLMT,0.8819319854269572,True,False,False,0.001177993586569974,False,0.8833922145730426,False
54,64,10,8,16,4,0.4108765,1,22,DLMT,0.4107853301732151,True,False,False,0.00014709673687747418,False,0.41096766982678484,False
55,64,1,2048,4,32,inf,1,30,DLMT,inf,False,True,False,inf,False,inf,False
56,2048,1,2048,16,8,inf,30,1,DLMT,inf,False,True,False,inf,False,inf,False
57,4,1,2048,4,4,inf,1,10,DLMT,inf,False,True,True,inf,True,inf,False
58,2,1,128,1,32,inf,1,1,DLMT,inf,False,True,False,inf,False,inf,False
59,32,10,1,1,32,0.7203393,1,11,DLMT,0.7202268014648373,True,False,True,0.00018150925596234371,False,0.7204517985351627,False
60,8,10,16,32,16,0.7426088999999999,1,4,DLMT,0.7425785408601341,True,False,False,4.8982547912501705e-05,False,0.7426392591398657,False
61,2048,10,512,32,32,1.023207,21,1,DLMT,1.0229918311224808,True,False,True,0.00034716134577457636,True,1.0234221688775191,False
62,1,10,256,4,4,0.206732,29,1,DLMT,0.20671109535086538,True,False,False,3.3728326374135095e-05,True,0.20675290464913462,False
63,16,1,1,2,2,inf,23,1,DLMT,inf,False,True,False,inf,True,inf,False
64,8,1,64,16,32,inf,9,1,DLMT,inf,False,True,True,inf,True,inf,False
65,1,1,1,16,32,inf,1,14,DLMT,inf,False,True,False,inf,False,inf,False
66,1024,10,2048,16,1,0.2082729,1,1,DLMT,0.20823628228079324,True,False,True,5.908036899005249e-05,True,0.20830951771920678,False
67,16,1,256,32,1,inf,30,1,DLMT,inf,False,True,True,inf,False,inf,False
68,1,1,1,32,16,inf,1,30,DLMT,inf,False,True,True,inf,True,inf,False
69,2048,10,16,1,2,0.1950739,1,30,DLMT,0.1950335300227493,True,False,True,6.513439951362028e-05,False,0.19511426997725068,False
70,256,10,4,2,32,0.2150207,30,1,DLMT,0.21494112061074058,True,False,True,0.00012839630056975368,True,0.21510027938925944,False
71,1024,1,64,2,1,inf,1,19,DLMT,inf,False,True,True,inf,False,inf,False
72,1,10,2048,1,1,0.2107027,12,1,DLMT,0.2106815649893984,True,False,True,3.410000000000228e-05,False,0.21072383501060157,False
73,512,1,512,1,4,inf,1,1,DLMT,inf,False,True,True,inf,False,inf,False
74,1,1,16,2,16,inf,23,1,DLMT,inf,False,True,True,inf,False,inf,False
75,128,1,512,8,8,inf,22,1,DLMT,inf,False,True,False,inf,False,inf,False
76,512,1,16,1,1,inf,1,10,DLMT,inf,False,True,False,inf,True,inf,False
77,4,1,2048,1,16,inf,1,21,DLMT,inf,False,True,False,inf,True,inf,False
78,2048,10,1,4,16,0.9723231999999999,9,1,DLMT,0.9722355662425195,True,False,False,0.0001413915131823428,False,0.9724108337574804,False
79,512,1,2048,32,2,inf,8,1,DLMT,inf,False,True,False,inf,True,inf,False
80,512,10,4,16,32,0.2284418,23,1,DLMT,0.22823868402344774,True,False,False,0.0003277147540163571,False,0.22864491597655226,False
81,1,10,1,8,2,0.2001128,1,30,DLMT,0.20009273586486856,True,False,False,3.2372210304516214e-05,True,0.20013286413513146,False
82,16,1,2,1,16,inf,1,30,DLMT,inf,False,True,False,inf,False,inf,False
83,2048,1,256,1,32,inf,1,1,DLMT,inf,False,True,True,inf,True,inf,False
