id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
24,32,512,8,1,1.4877981507818867,False,DLMT,1,23,256,35,512,1,29,1,8,0.00011683373848756775,1.4878368571428573,True,1,128,512,1.4878755635038279,2048
25,512,512,1,32,1.5937206124803867,False,DLMT,24,1,2048,35,1024,25,1,8,1,0.0001378629902534695,1.5937662857142856,True,1,512,64,1.5938119589481845,512
26,1,64,1,32,1.5834314312489486,False,DLMT,1,15,1024,35,1,1,27,8,8,7.674713316455541e-05,1.583456857142857,True,64,128,1,1.5834822830367656,2048
27,32,1,1,8,1.475276891453381,False,DLMT,1,30,1,35,2048,1,28,1,8,9.476243120216761e-05,1.4753082857142856,True,1,64,256,1.4753396799751903,2048
28,256,1,1,32,1.5299240958820626,False,DLMT,1,12,2048,35,2048,11,1,1,8,0.0001273484693785531,1.5299662857142857,True,32,64,512,1.5300084755465089,2048
29,512,1024,32,1,1.4998507719395222,False,DLMT,1,30,512,35,1024,1,2,8,1,7.442514387501056e-05,1.4998754285714284,True,512,128,256,1.4999000852033346,256
30,256,2048,1,1,1.5702739917256092,False,DLMT,21,1,128,35,2048,1,26,32,1,8.626679073474858e-05,1.5703025714285714,True,32,1,512,1.5703311511315337,128
31,512,512,8,8,1.5255188351464808,False,DLMT,30,1,2048,35,1024,1,19,1,32,0.00012339219040548012,1.525559714285714,True,64,32,16,1.5256005934249472,1024
32,1,1,8,8,1.4859527174439147,False,DLMT,1,27,1,35,1024,5,1,1,32,6.424061910394328e-05,1.485974,True,128,512,1,1.4859952825560852,512
33,512,128,32,1,1.4336739130364604,False,DLMT,1,14,1,35,1,16,1,32,1,0.00102740251039568,1.4340142857142857,True,16,1,1,1.434354658392111,512
34,256,128,32,1,1.4814553006523228,False,DLMT,1,2,1,35,1,1,29,1,1,7.110440728036924e-05,1.4814788571428572,True,128,64,16,1.4815024136333916,64
35,128,512,32,1,1.4969874610148044,False,DLMT,13,1,1,35,2048,1,14,1,32,0.00026035235151381967,1.4970737142857145,True,512,32,1,1.4971599675566245,1024
36,1,512,8,1,1.5298358296898764,False,DLMT,1,29,1,35,128,1,17,32,1,0.00011004117967600685,1.529872285714286,True,16,256,64,1.5299087417386954,2048
37,16,1,32,1,1.5051190395311478,False,DLMT,30,1,1024,35,512,1,30,32,1,7.965435535191458e-05,1.5051454285714287,True,512,1,512,1.5051718176117097,1024
38,128,1024,1,1,1.4893073976587106,False,DLMT,1,14,1,35,1,1,2,8,1,5.873774296803398e-05,1.4893268571428573,True,16,512,512,1.489346316627004,1
39,1,128,1,32,1.5601641899130927,False,DLMT,15,1,1024,35,2048,1,8,1,1,6.152086090529065e-05,1.5601845714285714,True,64,1,128,1.56020495294405,128
40,1,1024,32,1,1.4724073612659194,False,DLMT,28,1,512,35,2048,29,1,1,8,0.00019165998805282264,1.472470857142857,True,512,1,64,1.4725343530197947,1
41,64,2048,1,32,1.532162363707873,False,DLMT,1,29,1,35,512,29,1,1,8,8.169430325105431e-05,1.5321894285714286,True,64,1,32,1.5322164934349842,1024
42,16,1,32,1,1.8748063858379025,False,DLMT,24,1,128,35,1024,14,1,8,8,4.799319679679164e-05,1.8748222857142858,True,16,512,1,1.874838185590669,1
43,1,1,1,1,1.1026546143241378,True,DLMT,1,1,1,35,1,1,1,1,1,5.851495535329553e-05,1.102674,True,1,1,1,1.102693385675862,1
44,32,1024,1,1,1.4555185815623413,False,DLMT,1,18,1,35,2048,3,1,1,8,6.29259363807011e-05,1.4555394285714285,True,16,32,128,1.4555602755805157,512
45,64,256,8,1,1.4890689414772451,False,DLMT,1,18,128,35,512,3,1,1,1,7.56382367400352e-05,1.489094,True,64,32,128,1.4891190585227547,512
46,512,2048,32,1,1.4935560768296905,False,DLMT,1,18,128,35,1,3,1,1,8,5.410043569931392e-05,1.4935740000000002,True,1,32,64,1.4935919231703099,512
47,1,128,32,1,1.5031809378344734,False,DLMT,1,18,128,35,2048,3,1,32,1,7.39243960173406e-05,1.5032054285714285,True,1,32,16,1.5032299193083836,512
48,1,1024,32,1,1.5379683897995995,False,DLMT,1,18,64,35,1,3,1,1,1,4.970607485559465e-05,1.5379848571428574,True,64,32,512,1.5380013244861153,512
49,128,1,1,1,1.456829418912376,False,DLMT,1,18,128,35,256,3,1,1,8,4.2287644743567295e-05,1.4568434285714285,True,64,32,1,1.4568574382304809,512
50,64,1024,8,1,1.4891698605265336,False,DLMT,1,18,256,35,1,3,1,8,1,5.99278477736145e-05,1.4891897142857142,True,1,32,512,1.489209568044895,512
51,32,128,1,1,1.5376808307494116,False,DLMT,1,18,1,35,1,3,1,32,1,0.0005744501541402999,1.537871142857143,True,32,32,16,1.5380614549648743,512
52,1,512,1,1,1.4909928822656464,False,DLMT,1,18,256,35,256,3,1,8,1,0.00010686401811343049,1.4910282857142856,True,32,32,16,1.4910636891629248,512
53,32,128,1,1,1.0968291878559293,False,DLMT,1,18,2048,35,2048,3,1,1,8,7.661938796574973e-05,1.0968545714285713,True,1,32,32,1.0968799550012134,512
54,32,2048,8,1,1.1279127520703158,False,DLMT,1,18,2048,35,256,3,1,32,1,6.758577316783231e-05,1.1279351428571431,True,1,32,64,1.1279575336439704,512
55,1,1,1,1,1.4559227913557713,False,DLMT,1,18,128,35,512,3,1,1,8,4.590673775633518e-05,1.455938,True,1,32,512,1.4559532086442286,512
56,512,512,8,1,1.456080308629141,False,DLMT,1,18,1024,35,1,3,1,1,8,9.393441046490225e-05,1.4561114285714287,True,512,32,64,1.4561425485137165,512
57,512,512,1,1,1.489815519545912,False,DLMT,1,18,2048,35,2048,3,1,8,1,6.613159422775108e-05,1.4898374285714286,True,64,32,512,1.4898593375969453,512
58,256,2048,1,1,1.1375953673431347,False,DLMT,1,18,1024,35,1024,3,1,32,1,6.91782672019358e-05,1.1376182857142858,True,512,32,1,1.137641204085437,512
59,1,256,8,1,1.483093986926867,False,DLMT,1,18,1,35,128,3,1,8,8,3.5398604838163985e-05,1.4831057142857142,True,512,32,1,1.4831174416445616,512
60,64,1,32,1,1.1044236393166844,False,DLMT,1,18,2048,35,2048,3,1,1,1,7.180699755566681e-05,1.1044474285714285,True,32,32,1,1.1044712178261726,512
61,1,2048,8,1,1.475818982354157,False,DLMT,1,18,2048,35,2048,3,1,1,32,0.00019539097382701058,1.475883714285714,True,64,32,64,1.475948446217271,512
62,32,128,8,1,1.4726753607513545,False,DLMT,1,18,64,35,1,3,1,1,32,6.229881906697821e-05,1.4726960000000002,True,1,32,1,1.472716639248646,512
63,256,2048,1,1,1.4949024576407512,False,DLMT,1,18,1,35,2048,3,1,8,1,0.0002047365654310175,1.4949702857142857,True,512,32,256,1.4950381137878201,512
64,512,1,8,1,1.5037137804009646,False,DLMT,1,18,1,35,512,3,1,32,1,0.00010587786571790383,1.503748857142857,True,128,32,64,1.5037839338847494,512
65,256,1,32,1,1.1242575966034078,False,DLMT,1,18,2048,35,256,3,1,8,1,6.244932639626016e-05,1.124278285714286,True,1,32,128,1.124298974825164,512
66,64,2048,8,1,1.4915539665050657,False,DLMT,1,18,1,35,2048,3,1,8,8,5.529586470126542e-05,1.4915722857142857,True,256,32,512,1.4915906049235057,512
67,64,512,32,1,1.484570990111615,False,DLMT,1,18,512,35,512,3,1,1,32,6.427999974601991e-05,1.4845922857142857,True,512,32,16,1.4846135813169563,512
68,1,1,8,1,1.5005123078643372,False,DLMT,1,18,2048,35,64,3,1,32,1,0.0001111850819533744,1.5005491428571427,True,512,32,512,1.5005859778499482,512
69,512,1,8,1,1.4632864330588622,False,DLMT,1,18,256,35,2048,3,1,1,1,0.00014099182202367762,1.4633331428571428,True,1,32,1,1.4633798526554234,512
70,64,1,32,1,1.5296304373799174,False,DLMT,1,18,256,35,2048,3,1,8,8,5.3012127992401617e-05,1.5296480000000001,True,128,32,64,1.5296655626200828,512
71,512,1024,32,1,1.5111940452400134,False,DLMT,1,18,2048,35,1,3,1,8,8,8.17931687182926e-05,1.5112211428571427,True,128,32,1,1.511248240474272,512
72,512,1,1,1,1.4724261612136682,False,DLMT,1,18,512,35,1,3,1,1,32,8.144310647215073e-05,1.4724531428571428,True,16,32,512,1.4724801245006174,512
73,512,1024,32,1,1.1091800871563116,False,DLMT,1,18,1,35,512,3,1,1,32,7.13176281267897e-05,1.109203714285714,True,1,32,512,1.1092273414151166,512
74,1,1,1,1,1.466670097781266,False,DLMT,1,18,1,35,1,3,1,1,1,6.95607207952493e-05,1.466693142857143,True,512,32,16,1.4667161879330202,512
75,128,128,1,1,1.103583145253723,False,DLMT,1,18,2048,35,256,3,1,1,1,8.968425338999546e-05,1.1036128571428572,True,1,32,16,1.1036425690319913,512
76,32,1,8,1,1.094252672435778,False,DLMT,1,18,2048,35,256,3,1,1,8,0.000845727316501924,1.0945328571428572,True,1,32,64,1.0948130418499364,512
77,256,2048,8,1,1.1109567035070214,False,DLMT,1,18,2048,35,256,3,1,1,32,0.0070533193575212285,1.1132934285714284,True,1,32,512,1.1156301536358355,512
78,256,1,8,1,1.143757223382011,False,DLMT,1,18,2048,35,256,3,1,32,1,7.478731748860977e-05,1.143782,True,1,32,512,1.1438067766179891,512
79,1,128,8,1,1.1426939259756053,False,DLMT,1,18,2048,35,256,3,1,32,1,8.732767287050977e-05,1.1427228571428572,True,1,32,1,1.142751788310109,512
80,1,256,1,1,1.1188092526559665,False,DLMT,1,18,2048,35,256,3,1,8,8,5.055124698194293e-05,1.118826,True,1,32,1,1.1188427473440337,512
81,32,512,1,1,1.171812549318402,False,DLMT,1,18,2048,35,256,3,1,1,1,4.4050064282176336e-05,1.171827142857143,True,1,32,512,1.171841736395884,512
82,32,256,32,1,1.1091304913125735,False,DLMT,1,18,2048,35,256,3,1,1,32,6.664802460444767e-05,1.1091525714285717,True,1,32,1,1.10917465154457,512
83,1,1,1,1,1.112412235699134,False,DLMT,1,18,2048,35,256,3,1,1,32,8.121827481092636e-05,1.1124391428571427,True,1,32,64,1.1124660500151515,512
84,256,256,32,1,1.1207573956597021,False,DLMT,1,18,2048,35,256,3,1,8,8,3.373365061289596e-05,1.1207685714285713,True,1,32,128,1.1207797471974406,512
85,256,2048,1,1,1.0959757931586422,False,DLMT,1,18,2048,35,256,3,1,1,8,4.8919759373324174e-05,1.0959919999999999,True,1,32,1,1.0960082068413575,512
86,1,1,32,1,1.0910633161522192,False,DLMT,1,18,2048,35,256,3,1,1,8,3.483605919745212e-05,1.0910748571428572,True,1,32,512,1.0910863981334953,512
87,64,1,8,1,1.1351101308808662,False,DLMT,1,18,2048,35,256,3,1,8,1,5.911179308421778e-05,1.1351297142857144,True,1,32,1,1.1351492976905626,512
88,1,2048,32,1,1.1252670755492975,False,DLMT,1,18,2048,35,256,3,1,8,1,0.00012180412512701595,1.1253074285714286,True,1,32,64,1.1253477815935597,512
89,256,256,1,1,1.1461538058864695,False,DLMT,1,18,2048,35,256,3,1,32,1,7.906597606697726e-05,1.14618,True,1,32,64,1.1462061941135304,512
90,32,1,1,1,1.125735653753748,False,DLMT,1,18,2048,35,256,3,1,8,1,5.106538425771092e-05,1.1257525714285717,True,1,32,512,1.1257694891033954,512
91,256,1,32,1,1.0992870009503222,False,DLMT,1,18,2048,35,256,3,1,1,1,6.16600290599499e-05,1.0993074285714284,True,1,32,16,1.0993278561925346,512
92,32,2048,32,1,1.1277508860857184,False,DLMT,1,18,2048,35,256,3,1,32,1,6.373157997188674e-05,1.1277719999999998,True,1,32,64,1.1277931139142812,512
93,1,512,8,1,1.1027183790530957,False,DLMT,1,18,2048,35,256,3,1,1,1,5.836269426299477e-05,1.1027377142857142,True,1,32,64,1.1027570495183328,512
94,256,1,32,1,1.0909727353258472,False,DLMT,1,18,2048,35,256,3,1,1,8,6.073697055202179e-05,1.090992857142857,True,1,32,16,1.091012978959867,512
95,256,2048,1,1,1.096395141198694,False,DLMT,1,18,2048,35,256,3,1,1,8,3.967624076991534e-05,1.0964082857142858,True,1,32,64,1.0964214302298776,512
96,256,256,1,1,1.112802523296226,False,DLMT,1,18,2048,35,256,3,1,1,32,5.275279274937089e-05,1.11282,True,1,32,1,1.1128374767037739,512
97,1,1,1,1,1.0945743832663104,False,DLMT,1,18,2048,35,256,3,1,1,8,3.93767775756695e-05,1.0945874285714288,True,1,32,512,1.0946004738765471,512
98,64,128,1,1,1.1120402749117977,False,DLMT,1,18,2048,35,256,3,1,1,32,5.781462282369745e-05,1.1120594285714285,True,1,32,64,1.1120785822310593,512
99,32,1,1,1,1.179041710390349,False,DLMT,1,18,2048,35,256,3,1,1,1,0.00010436435391141578,1.1790762857142858,True,1,32,512,1.1791108610382226,512
100,1,512,8,1,1.0958461147644911,False,DLMT,1,18,2048,35,256,3,1,1,8,8.158331161882794e-05,1.0958731428571429,True,1,32,512,1.0959001709497946,512
101,256,1,32,1,1.0950425311526109,False,DLMT,1,18,2048,35,256,3,1,1,8,7.083985964332596e-05,1.0950659999999999,True,1,32,1,1.095089468847389,512
102,256,1,8,1,1.1016482077456737,False,DLMT,1,18,2048,35,256,3,1,1,1,5.456768872748222e-05,1.1016662857142858,True,1,32,64,1.101684363682898,512
103,1,256,32,1,1.1086450706461928,False,DLMT,1,18,2048,35,256,3,1,1,32,5.28254731379155e-05,1.1086625714285712,True,1,32,64,1.1086800722109496,512
104,32,2048,32,1,1.1098603059953385,False,DLMT,1,18,2048,35,256,3,1,1,32,6.0308052733354744e-05,1.1098802857142855,True,1,32,512,1.1099002654332326,512
105,64,2048,32,1,1.0911064625475755,False,DLMT,1,18,2048,35,256,3,1,1,8,3.827505182016534e-05,1.0911191428571427,True,1,32,64,1.09113182316671,512
106,1,2048,1,1,1.1020456344089298,False,DLMT,1,18,2048,35,256,3,1,1,1,5.0261357737669984e-05,1.1020622857142859,True,1,32,1,1.102078937019642,512
107,1,1,8,1,1.1189032419835467,False,DLMT,1,18,2048,35,256,3,1,1,32,0.00014027494867042996,1.1189497142857143,True,1,32,1,1.118996186587882,512
108,32,256,8,1,1.0935317411572796,False,DLMT,1,18,2048,35,256,3,1,1,8,4.045254211128294e-05,1.093545142857143,True,1,32,1,1.0935585445570064,512
109,256,512,32,1,1.1008544121785715,False,DLMT,1,18,2048,35,256,3,1,1,1,7.378623288436511e-05,1.100878857142857,True,1,32,512,1.1009033021071424,512
110,1,2048,32,1,1.092025504591937,False,DLMT,1,18,2048,35,256,3,1,1,8,0.0008311416294250292,1.0923008571428574,True,1,32,32,1.0925762096937779,512
111,64,2048,1,1,1.0959385886207642,False,DLMT,1,18,2048,35,256,3,1,1,8,3.6169668203614604e-05,1.0959505714285713,True,1,32,1,1.0959625542363785,512
112,1,256,32,1,1.0910209072643848,False,DLMT,1,18,2048,35,256,3,1,1,8,4.555687183540196e-05,1.0910360000000001,True,1,32,64,1.0910510927356154,512
113,256,1,8,1,1.0934783472622915,False,DLMT,1,18,2048,35,256,3,1,1,8,8.864328882133288e-05,1.0935077142857144,True,1,32,64,1.0935370813091372,512
114,256,512,8,1,1.094601352790981,False,DLMT,1,18,2048,35,256,3,1,1,8,8.388330086056493e-05,1.0946291428571429,True,1,32,512,1.0946569329233047,512
115,1,2048,1,1,1.0952960199632087,False,DLMT,1,18,2048,35,256,3,1,1,8,0.0008511464537400654,1.0955780000000002,True,1,32,64,1.0958599800367916,512
116,256,2048,32,1,1.092841253664202,False,DLMT,1,18,2048,35,256,3,1,1,8,7.555832994772395e-05,1.0928662857142857,True,1,32,32,1.0928913177643693,512
117,1,1,32,1,1.0920423401677963,False,DLMT,1,18,2048,35,256,3,1,1,8,5.848006812023588e-05,1.092061714285714,True,1,32,1,1.0920810884036318,512
118,64,1,32,1,1.0912072945380058,False,DLMT,1,18,2048,35,256,3,1,1,8,4.4387900539269966e-05,1.0912220000000001,True,1,32,512,1.0912367054619945,512
119,256,128,1,1,1.0947748718536743,False,DLMT,1,18,2048,35,256,3,1,1,8,3.962683073734596e-05,1.0947879999999999,True,1,32,1,1.0948011281463255,512
120,64,256,1,1,1.0949366573682717,False,DLMT,1,18,2048,35,256,3,1,1,8,0.00020672094964083686,1.0950051428571428,True,1,32,128,1.0950736283460138,512
121,1,2048,8,1,1.0931836304516813,False,DLMT,1,18,2048,35,256,3,1,1,8,4.768604810290024e-05,1.0931994285714284,True,1,32,512,1.0932152266911754,512
122,1,512,32,1,1.0942564962238766,False,DLMT,1,18,2048,35,256,3,1,1,8,7.525738149435066e-05,1.0942814285714288,True,1,32,512,1.0943063609189811,512
123,1,2048,32,1,1.0910952544953072,False,DLMT,1,18,2048,35,256,3,1,1,8,0.0004748554237548621,1.0912525714285712,True,1,32,64,1.0914098883618353,512
124,32,2048,32,1,1.0922241447011602,False,DLMT,1,18,2048,35,256,3,1,1,8,3.1472696297653046e-05,1.0922345714285713,True,1,32,1,1.0922449981559823,512
125,1,256,32,1,1.0910069659943165,False,DLMT,1,18,2048,35,256,3,1,1,8,5.400377915724362e-05,1.0910248571428571,True,1,32,1,1.0910427482913978,512
126,256,256,32,1,1.0912705851631448,False,DLMT,1,18,2048,35,256,3,1,1,8,4.135461378895839e-05,1.0912842857142855,True,1,32,64,1.0912979862654262,512
127,64,1,32,1,1.0929938211341346,False,DLMT,1,18,2048,35,256,3,1,1,8,5.400982525884362e-05,1.0930117142857145,True,1,32,64,1.0930296074372945,512
128,256,512,32,1,1.0912885224472704,False,DLMT,1,18,2048,35,256,3,1,1,8,6.741646380400365e-05,1.091310857142857,True,1,32,512,1.0913331918384435,512
129,256,2048,32,1,1.0920916747670824,False,DLMT,1,18,2048,35,256,3,1,1,8,4.324019294262765e-05,1.092106,True,1,32,1,1.0921203252329177,512
130,32,256,32,1,1.0912443345953222,False,DLMT,1,18,2048,35,256,3,1,1,8,3.866127102867517e-05,1.0912571428571427,True,1,32,1,1.0912699511189632,512
131,64,2048,32,1,1.094307432575253,False,DLMT,1,18,2048,35,256,3,1,1,8,0.00010865260123486806,1.0943434285714286,True,1,32,512,1.0943794245676042,512
132,64,256,32,1,1.092919772388175,False,DLMT,1,18,2048,35,256,3,1,1,8,5.588179945387575e-05,1.0929382857142855,True,1,32,1,1.092956799040396,512
133,256,128,32,1,1.0914789237288502,False,DLMT,1,18,2048,35,256,3,1,1,8,4.9819265185995964e-05,1.0914954285714287,True,1,32,1,1.091511933414007,512
134,1,2048,32,1,1.0930429349904007,False,DLMT,1,18,2048,35,256,3,1,1,8,9.980552518346606e-05,1.093076,True,1,32,512,1.0931090650095991,512
135,32,512,32,1,1.0917415355232059,False,DLMT,1,18,2048,35,256,3,1,1,8,0.0009371256967070071,1.092052,True,1,32,512,1.0923624644767942,512
136,256,2048,32,1,1.093364641098879,False,DLMT,1,18,2048,35,256,3,1,1,8,6.015897306981767e-05,1.0933845714285715,True,1,32,64,1.0934045017582639,512
137,32,1,32,1,1.0929506401381466,False,DLMT,1,18,2048,35,256,3,1,1,8,0.0001334674155755148,1.0929948571428572,True,1,32,64,1.0930390741475677,512
138,64,2048,32,1,1.0922316751366186,False,DLMT,1,18,2048,35,256,3,1,1,8,3.720215047547948e-05,1.0922439999999998,True,1,32,1,1.092256324863381,512
139,256,1,32,1,1.091240372494757,False,DLMT,1,18,2048,35,256,3,1,1,8,4.63086362994988e-05,1.0912557142857144,True,1,32,512,1.0912710560766719,512
140,1,2048,32,1,1.092128052975194,False,DLMT,1,18,2048,35,256,3,1,1,8,6.624629369685277e-05,1.0921500000000002,True,1,32,1,1.0921719470248064,512
141,1,128,32,1,1.0910153263907227,False,DLMT,1,18,2048,35,256,3,1,1,8,4.1704499830617406e-05,1.0910291428571428,True,1,32,1,1.0910429593235629,512
142,64,256,32,1,1.091270932520986,False,DLMT,1,18,2048,35,256,3,1,1,8,2.8232272747515637e-05,1.0912802857142856,True,1,32,64,1.0912896389075852,512
143,256,256,32,1,1.0930867722723028,False,DLMT,1,18,2048,35,256,3,1,1,8,0.00015635386343880662,1.0931385714285715,True,1,32,1,1.0931903705848403,512
144,32,2048,32,1,1.0910292643277573,False,DLMT,1,18,2048,35,256,3,1,1,8,4.0166998333233236e-05,1.0910425714285716,True,1,32,512,1.091055878529386,512
145,1,1,32,1,1.0912305520387922,False,DLMT,1,18,2048,35,256,3,1,1,8,3.6280089552785867e-05,1.0912425714285716,True,1,32,64,1.091254590818351,512
146,32,1,32,1,1.092429289536787,False,DLMT,1,18,2048,35,256,3,1,1,8,3.405397876001331e-05,1.0924405714285714,True,1,32,1,1.0924518533203558,512
