id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,256,2048,128,1,4.255730027917092,2048,128,2,DLMT,500,10,False,2048,8,2,2,15,1,True,4,1,False,10,0.003275231289542732,4.257759999999999,True,True,4.259789972082906
2,64,1,2048,2048,0.2940818216887247,16,64,512,DLMT,500,10,True,16,2048,2048,1,1,1,False,1,30,False,10,0.028288026520773762,0.31161459999999996,True,True,0.3291473783112752
3,64,1,4,1024,5.321178915827715,512,4,64,DLMT,500,10,False,1024,1024,64,2,5,1,True,14,1,False,10,0.002878506730928422,5.322963,True,True,5.324747084172285
4,1,16,8,2,2.929814765899419,32,4,1,DLMT,500,10,True,64,4,1024,1,1,30,True,2,1,False,10,0.14711514185834174,3.020996,True,True,3.1121772341005807
5,1,256,128,8,5.248795178689033,16,256,16,DLMT,500,10,False,2048,256,128,2,2,18,True,1,1,False,10,0.022508765936852172,5.262746,True,True,5.276696821310967
6,1,1,2,2,0.47075330545892086,1,4,512,DLMT,500,10,True,64,1024,2048,8,1,1,True,1,4,False,10,0.015827804402695916,0.4805633,True,True,0.4903732945410792
7,512,2,2,8,9.995113605048928,32,1,32,DLMT,500,10,False,1,16,256,1,1,1,False,7,8,False,10,0.00023297210133364025,9.995258,True,False,9.995402394951071
8,64,1,1024,1,5.048705609279482,4,64,256,DLMT,500,10,True,32,2,512,30,2,1,False,1,1,False,10,0.0002281249657532095,5.048847,True,False,5.048988390720519
9,2048,1024,512,32,3.515238776318278,1,1024,512,DLMT,500,10,False,16,128,512,1,18,1,False,4,2,False,10,0.0006344414866636752,3.515632,True,False,3.516025223681722
10,4,1024,16,2,5.851682324910965,512,1,4,DLMT,500,10,True,1,2048,128,1,1,3,False,28,1,False,10,0.0008449165639279884,5.852206,True,False,5.8527296750890345
11,128,16,8,1,0.40247301973409133,16,1,1024,DLMT,500,10,False,16,16,2048,1,2,1,True,1,21,False,10,0.015455238855805502,0.41205210000000003,True,True,0.42163118026590873
12,8,1024,16,8,5.578874522108771,2048,1,1,DLMT,500,10,False,1,1,16,1,3,1,True,2,18,False,10,0.011427129167030575,5.585957,True,True,5.593039477891228
13,1024,2048,1,128,6.060363704414679,64,2,256,DLMT,500,10,True,64,1,2048,1,1,8,True,1,8,False,10,0.00010857716150285502,6.060431,True,False,6.0604982955853215
14,2048,16,1,1,3.708562845374994,64,2048,1024,DLMT,500,10,True,1024,2048,1024,13,1,1,False,6,1,False,10,0.00024871871662583245,3.708717,True,False,3.708871154625006
15,1024,1,2,32,2.202373937370597,2048,256,32,DLMT,500,10,True,1,1024,512,1,11,1,True,1,1,False,10,0.000863289638533788,2.202909,True,False,2.203444062629403
16,1024,64,1,256,5.450457407753528,128,1024,32,DLMT,500,10,False,512,1,1,4,4,2,True,1,1,False,10,0.0008109007337522351,5.450959999999999,True,False,5.451462592246471
17,256,1024,4,16,8.252745446853684,16,256,512,DLMT,500,10,False,16,2048,2048,1,1,4,True,8,1,False,10,0.00018482424083447228,8.252860000000002,True,False,8.25297455314632
18,8,1024,1,2,0.39854952540717664,1,1,4,DLMT,500,10,True,16,64,1024,1,1,1,True,1,28,False,10,0.02956408754147504,0.41687320000000005,True,True,0.43519687459282347
19,64,1024,1024,4,5.878473286549206,8,2,2,DLMT,500,10,True,128,2048,256,2,1,24,False,1,1,False,10,0.0005239045714631597,5.878798000000001,True,False,5.879122713450795
20,2048,1,16,8,7.475510602158229,2,2048,16,DLMT,500,10,False,4,8,2048,4,1,5,False,2,1,False,10,0.00030558141304727225,7.475700000000001,True,False,7.475889397841772
21,64,2048,2048,64,3.6270083469521035,32,4,8,DLMT,500,10,True,128,1024,8,1,1,2,False,2,14,False,10,0.0003479425239892935,3.6272239999999996,True,False,3.6274396530478956
22,1,2048,2048,64,0.24331747504503753,2,32,64,DLMT,500,10,False,1,1,1024,1,10,4,True,5,1,False,10,0.029682433701602038,0.26171449999999996,True,True,0.2801115249549624
23,4,8,1,2048,2.448411117938638,8,4,32,DLMT,500,10,True,256,2048,128,1,1,2,True,1,11,False,10,0.011342269129235081,2.4554409999999995,True,True,2.462470882061361
