id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,256,RS,16,32,16,1,3,4,1024,1024,18.048313558917897,0.08157089000000002,True,True,False,226
