id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,False,2048,RS,8,2048,8,1,8,6,2,2,19.41312433269585,0.07585559,True,True,True,301
